,b_1.apo,b_2.apo,b_1.symb,b_2.symb
1,0.19314838158931,-0.025128908688739,0.213395360299176,-0.0074797284017042
2,0.173310465047854,-0.0243209874942376,0.139209708135155,-0.0099097870251623
3,0.213493890224854,-0.0253114292246804,0.208915373011894,-0.0078687421636199
4,0.175327392085117,-0.0246054114443268,0.149353323221168,-0.0177699409152352
5,0.200202780024808,-0.0237307355228837,0.224535388653201,-0.0068432319188563
6,0.19102604659439,-0.02326495233934,0.150977726528991,-0.0093231061178426
7,0.181375411476158,-0.0273298452386406,0.13738577608501,-0.0095460602260194
8,0.205039957456458,-0.0244895724493029,0.255583486227395,-0.0095647609131889
9,0.156199049794787,-0.02364681621021,0.226977313208154,-0.0048309570327614
10,0.198333184584382,-0.0237165287726485,0.143528797213345,-0.0132418797875542
11,0.188469565359425,-0.0238140196376434,0.144655690115188,-0.0091681891559334
12,0.164295693855841,-0.0222006797639942,0.144769789771195,-0.0099777005748097
13,0.198846405913181,-0.0246181864383857,0.138358107705234,-0.0119283202518445
14,0.166932919535206,-0.0289034034061929,0.138760522236345,-0.0080186825152063
15,0.114508640249498,-0.032107898981177,0.22019710673854,-0.0035413820558014
16,0.191105338167671,-0.027037194690434,0.186324962617133,-0.0065238921481583
17,0.218084652377452,-0.0249116744554542,0.148408213392846,-0.0124187632610413
18,0.188534448519204,-0.026476394520398,0.144961768739702,-0.0109746347067639
19,0.182333449481138,-0.0236373744388032,0.148165964300928,-0.0076210307650002
20,0.174983442879449,-0.0263387112379569,0.154072282512772,-0.013666541585295
21,0.209143845567692,-0.0222864283179585,0.139944389380885,-0.0126743585206119
22,0.182223009614711,-0.0276292927608135,0.141464782449789,-0.0130542679018556
23,0.143866258039249,-0.0246535413985685,0.207734888380997,-0.0092963241163927
24,0.183771595466257,-0.0260243656626481,0.143655402003854,-0.0103321984235179
25,0.181392192419141,-0.0245561317476072,0.138611475095448,-0.0140125546956162
26,0.181179672552237,-0.0270260567409425,0.143895615759351,-0.0122066044569571
27,0.199191390748579,-0.0286154088289721,0.13723250292888,-0.0128719744966081
28,0.18904205499611,-0.0260266816908034,0.191794161021444,-0.0052820733719655
29,0.192683065722999,-0.0269832605568111,0.14103052457847,-0.0126693495094693
30,0.17914588737499,-0.0234811680903807,0.141096707335596,-0.0083577284855497
31,0.182575649204214,-0.0265423485486729,0.222596024080743,-0.0084785674580775
32,0.21559592481908,-0.0249334305924739,0.209635685557097,-0.0084531653591354
33,0.21827499763825,-0.0270031854436463,0.149333023105012,-0.0096288521285195
34,0.178297372686435,-0.0244655590042374,0.14091694500447,-0.0138423906651923
35,0.156152457305307,-0.0246009905233613,0.143535158175099,-0.01456772555155
36,0.192115110575602,-0.0219074944156227,0.195834066636508,-0.0095980483839357
37,0.183646805869699,-0.024020780439634,0.144536022897208,-0.0086518869324692
38,0.19067433654275,-0.0259160411642315,0.207225836469038,-0.008126858657151
39,0.210113130590951,-0.0255229029756056,0.150904952821154,-0.0116240891049627
40,0.217171678792529,-0.0252810443619105,0.201719579136858,-0.0054931017409617
41,0.20597165733636,-0.0278008422856071,0.151341620079898,-0.0139343955716006
42,0.188517909560894,-0.0213598760293277,0.150287664966058,-0.0112288175173501
43,0.190816472329787,-0.025179630690087,0.203019772279043,-0.0094432899923878
44,0.198395035145868,-0.0242034349087484,0.14361214363364,-0.0109095263695493
45,0.16583441330452,-0.0263127722065174,0.133801463592678,-0.0103951062712808
