"","tau1","tau2"
"1",2.09307124069044,79.6729713413428
"2",1.83220620333608,84.0385188320462
"3",-11.7501826932026,88.2754951357307
"4",-10.7560369723005,86.75751551481
"5",0.192061523723695,76.1511951214033
"6",0.324262519979692,74.027215407935
"7",0.60475120235182,74.2264417703462
"8",0.733587601407588,76.6729547699741
"9",1.9412277030212,82.1667181569258
"10",-19.4988509201662,90.8686790596077
"11",1.65880633911806,81.2429052972112
"12",1.67475869989014,72.8190956838315
"13",0.430931893139144,74.1137049896865
"14",1.87350215940566,71.5092135510812
"15",1.4437056838878,86.5454785944074
"16",-0.809932335654654,85.1967634088857
"17",0.678181473592293,82.5226250709558
"18",-22.8058417797332,86.0703337718524
"19",-9.42711307607398,88.8141454285208
"20",0.701235769871863,68.5377026312527
"21",-4.30791224003039,86.0412001390774
"22",-0.458858832422509,97.0284767602648
"23",1.5850561317711,78.2273740786155
"24",-15.9157003511714,87.9521941343131
"25",3.68018274137254,98.035775920341
"26",-17.9127729653365,89.3033593898649
"27",5.00531506100786,64.3021892133485
"28",1.75159742902486,70.099366758996
"29",5.58222365180933,63.6664509492509
"30",-6.31093096335136,84.4595759224462
"31",-23.1452848009226,87.540395140085
"32",0.346666801729712,74.1269087450667
"33",6.19433337190152,31.9992581018479
"34",0.676513775053071,77.4899909275787
"35",0.248346802475921,98.1440922300006
"36",-7.64711486511054,77.8797803671172
"37",1.21268618592961,74.0022181767391
"38",0.578891854672594,88.600479534585
"39",3.15646168618853,72.3404335114535
"40",-12.5225582440488,101.255754865847
"41",3.11845072060325,61.199704474534
"42",-7.39005381013184,72.3362777029619
"43",1.72442482907661,82.2442607873604
"44",1.5022671485814,72.8407352499331
"45",0.894282195062462,77.6276692352443
"46",3.16039466102998,58.5682853888928
"47",2.57083404864675,84.1475793524358
"48",0.20996734369687,75.4964899268625
"49",-4.0818157013073,76.4750669083486
"50",-0.165970396959134,88.125356292698
"51",0.854121688190554,74.3042874788865
"52",1.66670984733369,74.6358739053242
"53",1.9738391293781,72.5636877581733
"54",-4.98859463116272,76.2231005950029
"55",1.92527701502687,91.2005351946221
"56",-12.4070879205518,84.6523469282043
"57",1.73393298507268,79.4981896197682
"58",0.188468685263074,92.5833670571354
"59",2.99920559625693,71.2714622210872
"60",2.47224391315306,79.0707034345561
"61",-1.17635036141061,89.535866537325
"62",0.393782225298441,74.5940180767684
"63",-7.62682160696183,73.5168097964372
"64",2.44409265814496,51.2018317940899
"65",3.24884670771435,43.2952499722081
"66",-7.01614981529331,91.2315917051667
"67",-10.5869450403532,92.425720170796
"68",2.61809420137181,49.8774229093833
"69",-17.724242828917,91.0999842398697
"70",1.79011517851118,89.542310194501
"71",-0.482389458926462,83.0991818220727
"72",-8.15539238019247,85.6871432881981
"73",3.22156203196504,53.7572740585728
"74",-1.06200305276166,82.7785311464257
"75",0.339977528485761,74.3617642692376
"76",-8.79617159868326,90.6712866119264
"77",-1.68112756965997,86.6523860319452
"78",-0.335436121927539,71.66548743405
"79",0.389584668161966,76.8661153410083
"80",-8.00144707445161,73.2355598554284
"81",3.12668591423952,70.7691773823759
"82",1.81503290701932,87.182544798878
"83",0.441568750743243,85.182694370405
"84",1.95392164646582,73.3973875614269
"85",0.5401903120035,75.808033009238
"86",-17.8240683176401,94.144526540334
"87",-7.14978532080026,70.2569312744959
"88",0.723859511755706,74.7637143784602
"89",1.63693783076946,74.3762463374851
"90",1.74783454896474,73.178799263205
"91",-10.8397188805601,88.7816044460064
"92",0.207235121651195,78.3626992200733
"93",1.69626851600045,78.8682369763264
"94",0.813358019639977,72.3124704469856
"95",1.96317294173356,64.4962794328069
"96",0.846197491415441,82.2396416216099
"97",0.218632014746942,76.1368969983971
"98",-18.1658900867133,93.9758402738687
"99",0.203699149607947,84.1688046985849
"100",-9.71383335403113,89.4617488512726
"101",2.28750966493451,83.361691496473
"102",0.41089709426332,74.0250396898614
"103",-5.45538363998336,85.684873516153
"104",0.611151594933043,76.1671462672518
"105",0.662319302537773,77.5380100056795
"106",1.24244514562809,69.1725764080897
"107",-1.96737982404087,77.8842803642348
"108",0.217810899146741,77.5096631123282
"109",-11.921899598039,84.9182729984031
"110",6.04315311823336,27.0841422361131
"111",3.33658549771147,67.4290290584732
"112",1.16645593639394,72.9999240089177
"113",2.00394623439329,58.09666928508
"114",0.812879519774953,77.2745642625822
"115",1.04409879594094,84.9811547481274
"116",-25.0799978217471,89.1117563543155
"117",-6.28050007625096,86.8241850586918
"118",2.873807640803,58.6245765667949
"119",0.33990085802331,73.9553147728576
"120",4.25900705525544,62.7834021908727
"121",6.47463823908274,63.1686535886133
"122",1.85405267096156,70.4448440598401
"123",2.90956505858471,73.5362313974177
"124",1.72788334153607,77.8814269403831
"125",0.207856282464605,73.6400796474244
"126",1.86488963264584,67.6436830308284
"127",2.84604248714629,85.9414968639772
"128",0.775231218035222,74.0497534504437
"129",-0.0683786252832699,90.2719790421177
"130",-21.034720250602,82.3219363729066
"131",2.667811740404,57.0629952064108
"132",-0.439414213129692,69.7664776202894
"133",0.146077111359785,73.9123739805257
"134",0.431573485321882,75.4128267683296
"135",1.43838491694803,76.8709094190112
"136",4.17604951182608,47.1940232871533
"137",-14.8577493351209,85.484436061759
"138",0.31445437124518,76.4132557682874
"139",1.55406788954573,78.4204417321103
"140",-8.0764824156699,74.6961506311189
"141",4.70690531072101,77.1686813734287
"142",1.47432778273513,86.7671344436147
"143",1.67115337798775,79.6018184569452
"144",1.56004810498932,82.4622511919228
"145",0.216194772822552,75.4083170839705
"146",0.389404815577065,72.8665803775566
