"","tau1"
"1",6.06551829661482
"2",17.6567783667787
"3",9.84724777907777
"4",9.62095509102745
"5",9.79485864057954
"6",9.90826230077955
"7",9.14497047015132
"8",11.2507296519713
"9",10.005702045539
"10",8.95545814405012
"11",21.9908847566018
"12",9.22742108322678
"13",9.64161681683961
"14",9.18746076418082
"15",9.40728805606854
"16",12.556569516011
"17",10.8695273973929
"18",9.25958141242995
"19",9.22110872077467
"20",10.2363068810141
"21",9.57843925143428
"22",10.0819614926588
"23",10.1019638454657
"24",9.63171736870578
"25",9.37435960957301
"26",10.4860320117753
"27",10.6525601280394
"28",9.70895826864181
"29",9.19226324996142
"30",4.94767138973845
"31",10.3973104992896
"32",10.2625205234314
"33",10.2989432523837
"34",10.1946910259657
"35",11.1591402660568
"36",9.75808062436329
"37",11.3487867960916
"38",10.0765870424545
"39",9.89864627267047
"40",10.3041559828235
"41",19.5900148244872
"42",12.6399782725029
"43",8.98400198805517
"44",8.96859905879954
"45",9.82844923870888
"46",9.93358980683493
"47",9.92858775695676
"48",12.2428754198715
"49",10.001496805265
"50",9.75988634206211
"51",13.308972789405
"52",9.83448771185773
"53",18.4798428202526
"54",12.3849708368572
"55",10.7221067956721
"56",10.1740863465762
"57",9.03347508341113
"58",9.6033212563448
"59",10.1792299238071
"60",9.08394833372282
"61",9.93642022151765
"62",10.1434535678149
"63",9.11204664729334
"64",4.0634419609217
"65",12.0304988243883
"66",10.1556986932556
"67",9.66254740943359
"68",10.6070806136789
"69",12.6577507964098
"70",11.0792736071105
"71",9.92241514951088
"72",10.3475840198253
"73",9.78299491841582
"74",13.8070072904936
"75",11.1363273500813
"76",10.1272320980386
"77",10.8151812850684
"78",8.70017539725145
"79",9.86524121658162
"80",15.9978527036121
"81",5.40586392747737
"82",9.72386604124371
"83",9.51590639278602
"84",11.7485587757383
"85",9.87217301034271
"86",9.10507433477338
"87",10.7953125549269
"88",12.1316988255323
"89",4.04603224774785
"90",10.1140842662376
"91",13.8914274481628
"92",9.59472688663591
"93",10.423761416219
"94",10.1230754272388
"95",9.48255192160905
"96",10.3218702639188
"97",10.4888593860449
"98",9.01018957498738
"99",9.77699242977214
"100",10.9335957735358
"101",9.32043466896876
"102",9.97188046672288
"103",10.4253677893537
"104",9.64019238076742
"105",9.31471815802014
"106",8.90725786326085
"107",8.93122201952496
"108",3.22642439471593
"109",5.21463136119725
"110",12.2983025910916
"111",9.22024319561508
"112",6.67053712219834
"113",9.26373938075393
"114",9.81689016586991
"115",9.24486730012485
"116",8.3648597865125
"117",9.05871535651803
"118",9.14289403313838
"119",9.86927990277227
"120",12.6544993892069
"121",10.0373849423846
"122",12.5226572575406
"123",8.7318187429585
"124",13.0870191072182
"125",9.44489653710137
"126",24.4006416102254
"127",8.80648005219796
"128",10.5715762095712
"129",11.1638772485266
"130",8.75566816837432
"131",7.94963476177657
"132",9.74722173261342
"133",9.6763554201354
"134",9.77982062217991
"135",9.58893952832006
"136",13.2184496110508
"137",9.98921368514794
"138",9.44376479858293
"139",9.81001271644929
"140",9.05689368174789
"141",8.65887302776998
"142",10.1330761422279
"143",11.128495221844
"144",16.7830497113648
"145",11.2933824195107
"146",13.5660641719355
"147",10.8554877614685
"148",9.71461268124917
"149",9.64741644397352
"150",16.0804984278627
"151",11.348630849592
"152",8.8914639823492
"153",9.33246184670345
"154",9.06778648048417
"155",10.27125846452
"156",9.5368129217957
"157",9.09174631691788
"158",9.43051096396923
"159",9.56627741678416
"160",8.49187829490097
"161",10.6004611577826
"162",12.8256455445595
"163",9.14659317882397
"164",20.8074545001384
"165",9.65827451330716
"166",9.05437589913238
"167",9.65782586791459
"168",9.92677928307681
"169",15.5417556775347
"170",9.38191581293491
"171",9.03594457220251
"172",10.2334824626199
"173",9.5322905011001
"174",8.22515566857767
"175",11.6305844957907
"176",8.83343709381541
"177",5.10206810465442
"178",18.751468112357
"179",9.94672746099259
"180",13.7771814386426
"181",9.45954352088335
"182",8.79763756515109
"183",10.710296296655
"184",9.88160166894242
"185",9.27676312212898
"186",10.1606379078367
"187",10.1673658147674
"188",10.0389709683282
"189",10.3453172299391
"190",9.79466576668444
"191",12.7980974817488
"192",10.1985439046694
"193",6.60521475735737
"194",11.1074938096872
"195",8.86703266088589
"196",9.16961016586098
"197",9.33839826790022
"198",9.39519539705123
"199",9.12546647964779
"200",9.73358072680288
"201",-0.885456960344321
"202",8.75467229154386
"203",9.41032532263496
"204",12.7320906664827
"205",15.2134373971335
"206",9.97233806239032
"207",12.376713264889
"208",13.7729522537622
"209",9.5232621187632
"210",-1.60721014152985
"211",8.87383871704111
"212",10.1950400212492
"213",14.8879672958179
"214",9.67850760270616
"215",9.55927547049546
"216",10.8841841937074
"217",9.21079595376606
"218",4.98483099993545
"219",17.0658610888737
"220",6.19386462898274
"221",9.31043089115919
"222",9.96329336928305
"223",9.40593850483065
"224",9.99784767207882
"225",9.71843126828863
"226",9.15699092106327
"227",9.92506634950789
"228",9.93974093670358
"229",9.36413886583444
"230",12.692365254681
"231",9.17288308630643
"232",9.33282044281795
"233",9.23794080912366
"234",9.4862003754998
"235",6.07023945872462
"236",11.149316310657
"237",9.41401754893727
"238",10.284871171291
"239",17.7412638776444
"240",9.39516665567858
"241",9.52815301952977
"242",9.28160769153956
"243",4.592452125052
"244",14.7287758254028
"245",9.66326220854395
"246",13.144900647352
"247",10.2818400034722
"248",9.79887990965019
"249",9.18771935672915
"250",4.1201751090273
"251",6.51400165346469
"252",9.48800884267765
"253",11.6358515110221
"254",9.86188353969995
"255",10.9751118854472
"256",9.95940682549091
"257",9.68969820712193
"258",10.3656666238709
"259",15.5709975930256
"260",10.1610578381581
"261",9.16988962594721
"262",10.1671241593249
"263",9.06474588801486
"264",9.62014680042312
"265",9.40453891572217
"266",11.8695549539167
"267",9.81442217722619
"268",10.3302561252828
"269",10.3077137944971
"270",9.60154347694533
"271",11.1066763662937
"272",12.8368500967922
"273",8.79614829440738
"274",9.9414414225326
"275",10.9800404423186
"276",10.0861427518775
"277",9.62135969170303
"278",9.91879827553288
"279",11.7677316767443
"280",8.89012404386323
"281",9.77234553622125
"282",9.84397588948082
"283",10.3803518378019
"284",9.63465608772522
"285",9.33554311250785
"286",9.53499558935738
"287",10.0698053621365
"288",11.1484889653307
"289",12.8116842720502
"290",9.37215053941497
"291",9.94213563295407
"292",9.18342182019493
"293",9.45033779691243
"294",9.33733058252887
"295",17.0756084597815
"296",8.54633334116473
"297",9.10602777951231
"298",9.14135269274575
"299",10.8796105283727
"300",9.98199419659818
