"","b_1.symb","b_2.symb"
"1",0.213395360299176,-0.0074797284017042
"2",0.139209708135155,-0.00990978702516238
"3",0.208915373011894,-0.00786874216361998
"4",0.149353323221168,-0.0177699409152352
"5",0.224535388653201,-0.00684323191885635
"6",0.150977726528991,-0.00932310611784262
"7",0.13738577608501,-0.00954606022601946
"8",0.255583486227395,-0.00956476091318899
"9",0.226977313208154,-0.00483095703276148
"10",0.143528797213345,-0.0132418797875542
"11",0.144655690115188,-0.00916818915593345
"12",0.144769789771195,-0.00997770057480972
"13",0.138358107705234,-0.0119283202518445
"14",0.138760522236345,-0.00801868251520631
"15",0.22019710673854,-0.00354138205580147
"16",0.186324962617133,-0.00652389214815831
"17",0.148408213392846,-0.0124187632610413
"18",0.144961768739702,-0.0109746347067639
"19",0.148165964300928,-0.00762103076500027
"20",0.154072282512772,-0.013666541585295
"21",0.139944389380885,-0.0126743585206119
"22",0.141464782449789,-0.0130542679018556
"23",0.207734888380997,-0.00929632411639274
"24",0.143655402003854,-0.0103321984235179
"25",0.138611475095448,-0.0140125546956162
"26",0.143895615759351,-0.0122066044569571
"27",0.13723250292888,-0.0128719744966081
"28",0.191794161021444,-0.00528207337196553
"29",0.14103052457847,-0.0126693495094693
"30",0.141096707335596,-0.00835772848554978
"31",0.222596024080743,-0.00847856745807754
"32",0.209635685557097,-0.00845316535913549
"33",0.149333023105012,-0.00962885212851955
"34",0.14091694500447,-0.0138423906651923
"35",0.143535158175099,-0.01456772555155
"36",0.195834066636508,-0.00959804838393575
"37",0.144536022897208,-0.00865188693246924
"38",0.207225836469038,-0.00812685865715103
"39",0.150904952821154,-0.0116240891049627
"40",0.201719579136858,-0.0054931017409617
"41",0.151341620079898,-0.0139343955716006
"42",0.150287664966058,-0.0112288175173501
"43",0.203019772279043,-0.00944328999238783
"44",0.14361214363364,-0.0109095263695493
"45",0.133801463592678,-0.0103951062712808
"46",0.151360671645129,-0.0151734668369369
"47",0.134011887743691,-0.0151827935075238
"48",0.149929657491769,-0.0148623650582394
"49",0.149112636822582,-0.0100638873422363
"50",0.14624411151405,-0.0145532079939438
"51",0.158689904147252,-0.00265837859797279
"52",0.141353534329273,-0.0106765245934875
"53",0.140058220599655,-0.0085823747092524
"54",0.219156004811009,-0.00394379437998852
"55",0.236144831308158,-0.00471883691964022
"56",0.143807400989306,-0.0128646804216612
