"","b_1.symb","b_2.symb"
"57",0.198815512032623,-0.0103895729487797
"58",0.134927046280759,-0.0127427030021904
"59",0.205791448426638,-0.00504294216453217
"60",0.198831623492442,-0.00680497533086545
"61",0.215055093056852,-0.00661082833180589
"62",0.203781958348427,-0.00636550732917478
"63",0.129573447063049,-0.0110011710811795
"64",0.140558694344855,-0.008923904633699
"65",0.135536100006819,-0.013962160670034
"66",0.15220514880577,-0.012171368809967
"67",0.15212641532884,-0.0122428139969324
"68",0.201652106363632,-0.00588617301369845
"69",0.209646914203639,-0.00637314162227946
"70",0.143765586399273,-0.0116753807062718
"71",0.246847353513811,-0.00939467632406265
"72",0.144982636832377,-0.0185875448004498
"73",0.202414433026693,-0.00782531817925651
"74",0.197816567119889,-0.0097298407396973
"75",0.190420458636643,-0.00762080062114476
"76",0.197013139109193,-0.00961532468502881
"77",0.215369994009062,-0.00823243010285715
"78",0.220393805494782,-0.00910677660321699
"79",0.138225987845205,-0.0126637238645829
"80",0.206872966606927,-0.00890213164962509
"81",0.216339394981775,-0.0148034569702222
"82",0.2170384663641,-0.010674041488316
"83",0.21047481719578,-0.00698623499525221
"84",0.206000823594461,-0.00516413391865515
"85",0.141781070081638,-0.0114783668408805
"86",0.171242978650106,-0.00562303841867506
"87",0.138228935013817,-0.00925305294514549
"88",0.152759355546507,-0.0058948632983594
"89",0.138472236963819,-0.0122232131352626
"90",0.231991016888573,-0.0105582750364682
"91",0.14128257187075,-0.0120395211153743
"92",0.140429581562158,-0.0119448806008271
"93",0.185366744823634,-0.00738915456475063
"94",0.151405559385252,-0.0158504655978716
"95",0.157839935065166,-0.0128406411482753
"96",0.147765701792811,-0.0154374760629079
"97",0.233269506321352,-0.00445663657806931
"98",0.220978533921504,-0.00768380563199316
"99",0.144020972032379,-0.00869075626070244
"100",0.142127812314201,-0.0112490213984358
"101",0.23818647351877,-0.0074488232891462
"102",0.228138703540032,-0.00633325142082933
"103",0.16507869556105,-0.0135441413645714
"104",0.141161027472786,-0.0127645289603762
"105",0.240345540958395,-0.00730320340008924
"106",0.20883141198041,-0.00779127553483855
"107",0.141658377601889,-0.0131878951813882
"108",0.148042925440017,-0.0107763653176555
"109",0.185308835765188,-0.00643169548402928
"110",0.140461823489163,-0.0130433832718828
"111",0.139069399081597,-0.0118822601389678
"112",0.154362202173996,-0.0120473360398604
"113",0.185964979086925,-0.00817651253554472
"114",0.143748293964978,-0.0134071506667326
"115",0.153363807786058,-0.00934732110384773
"116",0.134351378310493,-0.0123367613676007
"117",0.16655014322371,-0.00819782310495325
"118",0.220787154770849,-0.00893576148866898
"119",0.198615423651055,-0.00500851998277802
"120",0.151004005416401,-0.0134567173003743
"121",0.133710861977697,-0.00852066112514935
"122",0.201479945698715,-0.00530313521147155
"123",0.141060100570144,-0.0115190161339423
"124",0.147740119685818,-0.0115624077663598
"125",0.144808988089024,-0.00745648361073091
"126",0.144005933556252,-0.0128107109450259
"127",0.148193002584737,-0.010343252587499
"128",0.137327889784457,-0.0121986677230581
"129",0.199803015511497,-0.00558033366239562
"130",0.144612130145905,-0.0106391576575258
"131",0.141571664885537,-0.00893133406612675
"132",0.177267464337325,-0.00900818744716258
"133",0.212458990080569,-0.00693984964961107
"134",0.139626761387116,-0.00786410190316013
"135",0.235274585414199,-0.00910279024012724
"136",0.14417620867771,-0.014274756685812
"137",0.180593901363091,-0.0131077104192825
"138",0.202931720667214,-0.00936348561323856
"139",0.199224924829706,-0.00851685298425723
"140",0.14450254105781,-0.011402231789547
"141",0.215589669479287,-0.0066511435134287
"142",0.134146867397679,-0.00720252092649445
"143",0.16888323157683,-0.00815897336858852
"144",0.125521331514709,-0.0108192069732644
"145",0.218546037419481,-0.0098375217295033
"146",0.216240485267033,-0.010897059891231
"147",0.232740494564847,-0.0086235391205149
"148",0.144445935029629,-0.0125449516945622
"149",0.148693877408204,-0.0126720651447331
"150",0.232718540533696,-0.00810354560447687
"151",0.191092690928731,-0.00784174467324583
"152",0.1352310611168,-0.0103115065952038
"153",0.125801224051371,-0.0138879559148432
"154",0.201905310824488,-0.00563888668834967
"155",0.142897502585713,-0.00987689811358337
"156",0.154100246830065,-0.0098547178655518
"157",0.185107789697963,-0.00676864402394998
"158",0.22437285959888,-0.00668475261805969
"159",0.139306772162383,-0.0137355935770712
"160",0.214271850348002,-0.00394725150278877
"161",0.148088216703263,-0.0140064110407758
"162",0.14206274693187,-0.0151405087887704
"163",0.202171810704467,-0.00655802159096432
"164",0.143748090326811,-0.0128547418642398
"165",0.179327015635355,-0.00203043122275582
"166",0.214671307247199,-0.00548314495493393
"167",0.139939010245292,-0.0100386804927064
"168",0.194608340903487,-0.00716858673442492
"169",0.15000342264706,-0.0110017865493121
"170",0.143303857256605,-0.0112117826606248
"171",0.145630079462551,-0.0120134050821317
"172",0.209786258983256,-0.00905944383492546
"173",0.155154916138165,-0.0147971817395522
"174",0.144384519201945,-0.0106657111941179
"175",0.133675788816785,-0.00845042198349656
"176",0.167506500995552,-0.00860794632624604
"177",0.20586416996152,-0.0107420571277291
"178",0.20164702825911,-0.00629661560913701
"179",0.14489173013743,-0.0118207989683029
"180",0.141749200536814,-0.0151051976179555
"181",0.214346570922166,-0.00559954010422412
"182",0.222362902605468,-0.0116239050377353
"183",0.222846841797716,-0.00729351939634916
"184",0.144297588676245,-0.0108599369045626
"185",0.143041827812498,-0.00978291858955149
"186",0.154388352089518,-0.0118224797574679
"187",0.220249001361827,-0.00819496596675157
"188",0.14180300091134,-0.0107174139053078
"189",0.14298559088517,-0.011999488027105
"190",0.223842064430426,-0.00921409458424031
"191",0.229510779407736,-0.00797555922742965
"192",0.213317347731454,-0.00566823623766497
"193",0.150359787406557,-0.0123480749615203
"194",0.168516521386868,-0.00667683103881673
"195",0.145600669575992,-0.0114858897903369
"196",0.167352838914855,-0.00889969521392819
"197",0.136623000227104,-0.00702848135656352
"198",0.136839675808862,-0.0162582295249136
"199",0.143870941062705,-0.0133992454825573
"200",0.14763219144809,-0.0103561182565768
"201",0.231630986263152,-0.00967080305330485
"202",0.13915848125389,-0.0133450486320722
"203",0.141859372149984,-0.00976713327168033
"204",0.235592904982152,-0.0104877877188457
"205",0.141996140414406,-0.0115323559288884
"206",0.211815871176358,-0.00722734616274267
"207",0.153628862957458,-0.00920460628028155
"208",0.216133842572746,-0.00492950484839128
"209",0.221536533787848,-0.00617289632112403
"210",0.212958690891706,-0.00815087588256367
"211",0.146264951733097,-0.00837714249356986
"212",0.140148398301016,-0.00802521687884181
"213",0.136049413236187,-0.0144918102106846
"214",0.174311494746687,-0.0112663652162831
"215",0.215559360007397,-0.00675796980559311
"216",0.143444054393932,-0.00984637655482839
"217",0.206907652016735,-0.00759983527122441
"218",0.232654092217207,-0.00733295263243382
"219",0.198038812018187,-0.011698594372524
"220",0.133204946217909,-0.0105785245176564
"221",0.139823419443923,-0.0123951760293759
"222",0.15448368071139,-0.0102675554484566
"223",0.134631279158228,-0.0111197667945777
"224",0.2267061980153,-0.00711874229477685
"225",0.12913888027621,-0.00883940457267765
"226",0.19759910057146,-0.00744828623590785
"227",0.15091777453172,-0.00998919289131491
"228",0.150759795948149,-0.0113839949526382
"229",0.210230540090806,-0.00621073220222075
"230",0.196926914762949,-0.00855976340094914
"231",0.22606301849392,-0.00522129615794134
"232",0.14660785306428,-0.0117975167493398
"233",0.201938314051126,-0.00554640200121858
"234",0.218323789200949,-0.0091470496471548
"235",0.152026365598561,-0.0128631999082383
"236",0.147300070755538,-0.0138749680718185
"237",0.137965622618779,-0.0101012786695486
"238",0.131987243181697,-0.0127238394629683
"239",0.206151301216599,-0.00426836088714962
"240",0.144118262759476,-0.0125516388827066
"241",0.152883624894474,-0.00903553345995152
"242",0.1473494985652,-0.0118413467947156
"243",0.186863379840112,-0.010154213729172
"244",0.149387668087455,-0.0138338419436096
"245",0.180719634988719,-0.0110493705585817
"246",0.137389210075315,-0.0148141448583013
"247",0.219817898085298,-0.00628545625245869
"248",0.213572663766071,-0.00580317045894473
"249",0.144195225147365,-0.0108873723469018
"250",0.209681539567386,-0.00693801180216843
"251",0.141455548970969,-0.0131321596024396
"252",0.14120966305712,-0.0121174541063585
"253",0.146782212470574,-0.0139438186345376
"254",0.152841745003821,-0.014808464115048
"255",0.134106530594581,-0.00645977182290306
"256",0.243715872003599,-0.00778945810098224
"257",0.14190838891798,-0.0131011911842619
"258",0.150022370005273,-0.0127283761384309
"259",0.135665866223708,-0.0105640523348736
"260",0.138022203774103,-0.00831148874189444
"261",0.209862686956084,-0.00768100821478956
"262",0.210376914543748,-0.00446905053431659
"263",0.147180110403603,-0.0121263940506499
"264",0.148978401012991,-0.0124315994922307
"265",0.138720550857193,-0.0111145394104239
"266",0.147049750732098,-0.00901452187399629
"267",0.22640184358225,-0.00699414485513068
"268",0.220269499576407,-0.00781663496742046
"269",0.146519882162283,-0.0103591154408855
"270",0.137333148620549,-0.00986663626282559
"271",0.153538301057585,-0.0128378966242611
"272",0.203787804218842,-0.00809471858432445
"273",0.217375137443061,-0.00784065885669494
"274",0.13451309282663,-0.0120089757687849
"275",0.226721341292325,-0.00647112994456567
"276",0.221134775456648,-0.00595874552939302
"277",0.199741647110982,-0.00781722477341735
"278",0.169472958375771,-0.00506109006019024
"279",0.142363683924316,-0.0127031042218142
"280",0.212002231565848,-0.00578205247837372
"281",0.199573005598668,-0.0071600948629608
"282",0.220400871467918,-0.00600240162034274
"283",0.203014483189452,-0.0112907522190487
"284",0.202443823632968,-0.00683486848261143
"285",0.213471417113967,-0.00968006146672126
"286",0.205082386073391,-0.00704571246689663
"287",0.136794590402749,-0.00972036994035747
"288",0.144446687833862,-0.0124600296262805
"289",0.14434813378773,-0.00989418763095525
"290",0.134238364823157,-0.0127480919453495
"291",0.133036919722734,-0.00794829084637338
"292",0.213687621253569,-0.00735888291449475
"293",0.134669340323357,-0.013066948033196
"294",0.139868548883749,-0.0120922292677268
"295",0.202850464324382,-0.00891551295187596
"296",0.136509644116019,-0.0101893557438576
"297",0.217618004742993,-0.00700712523554273
"298",0.142839720891259,-0.0141090569488642
"299",0.13892180827699,-0.0132125181547722
"300",0.243164585054946,-0.0104117496672649
