,Boots value,Legend
b_1.long.starvation..ii.,-0.0298886926169415,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.005042443035801,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0005723350070109,b_3.long.starvation..ii.
b_1.0.21d,0.260214240750815,b_1.0.21d
b_2.0.21d,-0.0229283993233485,b_2.0.21d
b_1.0.21d.cell.number,0.270742566808877,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.084555599613371,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0534985631669387,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.028371865202564,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-0.0120381172363787,b_3.0.21d.cell.size
b_1.AL,0.238930534702107,b_1.AL
b_2.AL,-0.0180620581364054,b_2.AL
b_3.AL,0.0661392600459317,b_3.AL
b_4.AL,-0.0188152535660966,b_4.AL
b_1.RES,0.21999571936909,b_1.RES
b_2.RES,-0.0367838751849377,b_2.RES
b_3.RES,0.0172520456857639,b_3.RES
b_4.RES,-0.0278701664071174,b_4.RES
b_1.long.starvation..ii.,-0.0370903934980692,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0263951093242781,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0023873164557414,b_3.long.starvation..ii.
b_1.0.21d,0.227019945847954,b_1.0.21d
b_2.0.21d,-0.0221238083534543,b_2.0.21d
b_1.0.21d.cell.number,0.504011321616123,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0920165931723574,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0593100736775627,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0670879543488891,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0253254491425741,b_3.0.21d.cell.size
b_1.AL,0.308176317382515,b_1.AL
b_2.AL,-0.0191780724645201,b_2.AL
b_3.AL,0.0473589508452394,b_3.AL
b_4.AL,-0.0218416003455917,b_4.AL
b_1.RES,0.221606797577686,b_1.RES
b_2.RES,-0.034225717008817,b_2.RES
b_3.RES,0.0222072942577193,b_3.RES
b_4.RES,-0.0227851374297824,b_4.RES
b_1.long.starvation..ii.,-0.0527646957540635,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0270398075410702,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0020145077441095,b_3.long.starvation..ii.
b_1.0.21d,0.266434476898526,b_1.0.21d
b_2.0.21d,-0.0256874516712444,b_2.0.21d
b_1.0.21d.cell.number,0.461409379795496,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0881060785536854,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.144364252111167,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.042275738564062,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0125623485507126,b_3.0.21d.cell.size
b_1.AL,0.268365239259041,b_1.AL
b_2.AL,-0.0159505569511355,b_2.AL
b_3.AL,0.05572642293875,b_3.AL
b_4.AL,-0.0211360537242102,b_4.AL
b_1.RES,0.159911879071704,b_1.RES
b_2.RES,-0.0413207773094974,b_2.RES
b_3.RES,0.0600464448913083,b_3.RES
b_4.RES,-0.0251971033764705,b_4.RES
b_1.long.starvation..ii.,-0.0364427472095638,b_1.long.starvation..ii.
b_2.long.starvation..ii.,0.0008835329120599,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0110766922957736,b_3.long.starvation..ii.
b_1.0.21d,0.20780035794117,b_1.0.21d
b_2.0.21d,-0.0172683305331673,b_2.0.21d
b_1.0.21d.cell.number,0.601558879540616,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.110376024066046,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0518953331352543,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0491661677998732,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0212752445870501,b_3.0.21d.cell.size
b_1.AL,0.230847575494421,b_1.AL
b_2.AL,-0.0210402204285341,b_2.AL
b_3.AL,0.0663934397108847,b_3.AL
b_4.AL,-0.0247089095384204,b_4.AL
b_1.RES,0.158974072963648,b_1.RES
b_2.RES,-0.04559841742771,b_2.RES
b_3.RES,0.140289606836175,b_3.RES
b_4.RES,-0.0085010357761292,b_4.RES
b_1.long.starvation..ii.,-0.0702158169807443,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0313791708335228,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0010156018614281,b_3.long.starvation..ii.
b_1.0.21d,0.252293209783588,b_1.0.21d
b_2.0.21d,-0.0324242114327239,b_2.0.21d
b_1.0.21d.cell.number,0.406439176513343,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0994857161816827,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.031594848966705,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0540730590905166,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0066730364168214,b_3.0.21d.cell.size
b_1.AL,0.255496767861729,b_1.AL
b_2.AL,-0.0217642518195742,b_2.AL
b_3.AL,0.0630759754239241,b_3.AL
b_4.AL,-0.0231197662287396,b_4.AL
b_1.RES,0.145249764015757,b_1.RES
b_2.RES,-0.0506920881233502,b_2.RES
b_3.RES,0.0145082381180773,b_3.RES
b_4.RES,-0.0316801904227504,b_4.RES
b_1.long.starvation..ii.,-0.051788370982095,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0108152726449883,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0117464384437625,b_3.long.starvation..ii.
b_1.0.21d,0.206481788309583,b_1.0.21d
b_2.0.21d,-0.024502990187271,b_2.0.21d
b_1.0.21d.cell.number,0.438432916005373,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.122980402886634,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0670546200484016,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0377790353745961,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.000481455791409,b_3.0.21d.cell.size
b_1.AL,0.285248975760054,b_1.AL
b_2.AL,-0.0213560188558688,b_2.AL
b_3.AL,0.0470427196695172,b_3.AL
b_4.AL,-0.0245116065018994,b_4.AL
b_1.RES,0.207748676254451,b_1.RES
b_2.RES,-0.0460397983214049,b_2.RES
b_3.RES,0.0248613352808381,b_3.RES
b_4.RES,-0.0218674600345808,b_4.RES
b_1.long.starvation..ii.,-0.0295214933604316,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0236790201855403,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0010659367539288,b_3.long.starvation..ii.
b_1.0.21d,0.260487992019732,b_1.0.21d
b_2.0.21d,-0.033280802196818,b_2.0.21d
b_1.0.21d.cell.number,0.22651051262345,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0757778649531348,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0364618765540365,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0326220812563428,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0200999964491289,b_3.0.21d.cell.size
b_1.AL,0.0672805013814414,b_1.AL
b_2.AL,-0.0333341721862996,b_2.AL
b_3.AL,0.0345330621918922,b_3.AL
b_4.AL,-0.0210173966428292,b_4.AL
b_1.RES,0.180528859622547,b_1.RES
b_2.RES,-0.040334432629483,b_2.RES
b_3.RES,0.0352217430478271,b_3.RES
b_4.RES,-0.0176512511853967,b_4.RES
b_1.long.starvation..ii.,-0.0193065513701968,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0002562395836254,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0027245318759549,b_3.long.starvation..ii.
b_1.0.21d,0.266637928138563,b_1.0.21d
b_2.0.21d,-0.02568023036642,b_2.0.21d
b_1.0.21d.cell.number,0.358637464550204,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0995174961789583,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0076736889794384,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0435796922711322,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-0.0057140071056005,b_3.0.21d.cell.size
b_1.AL,0.305141076071178,b_1.AL
b_2.AL,-0.0265789906286881,b_2.AL
b_3.AL,0.0809886938458918,b_3.AL
b_4.AL,-0.0215195446994536,b_4.AL
b_1.RES,0.238641621820673,b_1.RES
b_2.RES,-0.0359912050253504,b_2.RES
b_3.RES,0.0403406412943229,b_3.RES
b_4.RES,-0.0211124584789289,b_4.RES
b_1.long.starvation..ii.,-0.0199264057653424,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0199527598316689,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0154801271116288,b_3.long.starvation..ii.
b_1.0.21d,0.348271550463083,b_1.0.21d
b_2.0.21d,-0.0330821763660199,b_2.0.21d
b_1.0.21d.cell.number,0.290951042544746,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.120055438906131,b_2.0.21d.cell.number
b_1.0.21d.cell.size,-0.0320368987388292,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0288924408548968,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0045170756880248,b_3.0.21d.cell.size
b_1.AL,0.709430794326032,b_1.AL
b_2.AL,-0.009629843490893,b_2.AL
b_3.AL,0.0151152467195677,b_3.AL
b_4.AL,-0.0261433260544944,b_4.AL
b_1.RES,0.179769191004123,b_1.RES
b_2.RES,-0.0367473035602886,b_2.RES
b_3.RES,0.0554394333129461,b_3.RES
b_4.RES,-0.0236189106083359,b_4.RES
b_1.long.starvation..ii.,-0.083164252737501,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0278488094181106,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0006648089033899,b_3.long.starvation..ii.
b_1.0.21d,0.274196657163111,b_1.0.21d
b_2.0.21d,-0.0283561941044608,b_2.0.21d
b_1.0.21d.cell.number,0.525078402424664,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.111248141227,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0894514252520204,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0496206706512874,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0805653195914932,b_3.0.21d.cell.size
b_1.AL,0.135379809970559,b_1.AL
b_2.AL,0.0020461477619555,b_2.AL
b_3.AL,-0.0062478722964179,b_3.AL
b_4.AL,-0.0147965337957956,b_4.AL
b_1.RES,0.191778528005744,b_1.RES
b_2.RES,-0.0389122576649501,b_2.RES
b_3.RES,0.0302510894728688,b_3.RES
b_4.RES,-0.0304433911868241,b_4.RES
b_1.long.starvation..ii.,-0.0700413225786958,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0268179067732604,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.001840538236364,b_3.long.starvation..ii.
b_1.0.21d,0.215297219344693,b_1.0.21d
b_2.0.21d,-0.0196361400729367,b_2.0.21d
b_1.0.21d.cell.number,0.313590267659065,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0916136588896298,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0394854112793199,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0499342050599309,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0187138353432578,b_3.0.21d.cell.size
b_1.AL,0.180761392152261,b_1.AL
b_2.AL,-0.0341823147147609,b_2.AL
b_3.AL,0.0794782481264823,b_3.AL
b_4.AL,-0.0202639878790575,b_4.AL
b_1.RES,0.212914427084755,b_1.RES
b_2.RES,-0.0369353551297407,b_2.RES
b_3.RES,0.0328428590108659,b_3.RES
b_4.RES,-0.0239301641098113,b_4.RES
b_1.long.starvation..ii.,-0.0184368332836335,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0141973269332659,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0144177049417263,b_3.long.starvation..ii.
b_1.0.21d,0.286448013584403,b_1.0.21d
b_2.0.21d,-0.0292803968898537,b_2.0.21d
b_1.0.21d.cell.number,0.607143478934733,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0997103955227447,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0381611350846017,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0502950667857066,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0069800136058987,b_3.0.21d.cell.size
b_1.AL,0.32641916115835,b_1.AL
b_2.AL,-0.0207301286867174,b_2.AL
b_3.AL,0.068804747244679,b_3.AL
b_4.AL,-0.0255215370601726,b_4.AL
b_1.RES,0.127040865088695,b_1.RES
b_2.RES,-0.0369532716292377,b_2.RES
b_3.RES,0.0396250770556334,b_3.RES
b_4.RES,-0.0206729962268367,b_4.RES
b_1.long.starvation..ii.,-0.0947677658884976,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0263990213418367,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0030751457626274,b_3.long.starvation..ii.
b_1.0.21d,0.260393180506791,b_1.0.21d
b_2.0.21d,-0.025828245475059,b_2.0.21d
b_1.0.21d.cell.number,0.470458801243579,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0941488092090225,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0988956203653971,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0305521107443129,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-0.0220444537882879,b_3.0.21d.cell.size
b_1.AL,0.280634750393982,b_1.AL
b_2.AL,-0.0169379649977782,b_2.AL
b_3.AL,0.0454585574037702,b_3.AL
b_4.AL,-0.0243890926173376,b_4.AL
b_1.RES,0.174603891930567,b_1.RES
b_2.RES,-0.0384893359472622,b_2.RES
b_3.RES,0.0630919046993116,b_3.RES
b_4.RES,-0.029973659724761,b_4.RES
b_1.long.starvation..ii.,0.010889677210264,b_1.long.starvation..ii.
b_2.long.starvation..ii.,1.84217088923131e-05,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0110444457360711,b_3.long.starvation..ii.
b_1.0.21d,0.198451858130996,b_1.0.21d
b_2.0.21d,-0.0353648323035503,b_2.0.21d
b_1.0.21d.cell.number,0.688544109078288,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.103478569477219,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.052515207037393,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0520352416746834,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0412156548725338,b_3.0.21d.cell.size
b_1.AL,0.230019341080165,b_1.AL
b_2.AL,-0.0207540603701958,b_2.AL
b_3.AL,0.0571308279499843,b_3.AL
b_4.AL,-0.0212779861137856,b_4.AL
b_1.RES,0.151788194076545,b_1.RES
b_2.RES,-0.025981957260038,b_2.RES
b_3.RES,0.0325426990998369,b_3.RES
b_4.RES,-0.01747279242049,b_4.RES
b_1.long.starvation..ii.,-0.0898924391037193,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.027116193463223,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0007849192598203,b_3.long.starvation..ii.
b_1.0.21d,0.197880392313598,b_1.0.21d
b_2.0.21d,-0.0239985134392464,b_2.0.21d
b_1.0.21d.cell.number,0.332496856837471,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0840794069138111,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.048898427626909,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0560247813720853,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0230317852047473,b_3.0.21d.cell.size
b_1.AL,0.342192625611666,b_1.AL
b_2.AL,-0.0245322082771682,b_2.AL
b_3.AL,0.0716263426534016,b_3.AL
b_4.AL,-0.0216791601586793,b_4.AL
b_1.RES,0.181880276466363,b_1.RES
b_2.RES,-0.040696592992679,b_2.RES
b_3.RES,0.0288253480839555,b_3.RES
b_4.RES,-0.0208934485411197,b_4.RES
b_1.long.starvation..ii.,-0.129486253440998,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0251793182930397,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.000889205347282,b_3.long.starvation..ii.
b_1.0.21d,0.229704035777901,b_1.0.21d
b_2.0.21d,-0.0236828283282062,b_2.0.21d
b_1.0.21d.cell.number,0.419490347677104,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0986892420784164,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.115164530733579,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0452900078001388,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0061752677466515,b_3.0.21d.cell.size
b_1.AL,0.2010674869093,b_1.AL
b_2.AL,-0.0201421552541828,b_2.AL
b_3.AL,0.0430068543193137,b_3.AL
b_4.AL,-0.0235819146446523,b_4.AL
b_1.RES,0.163447440692276,b_1.RES
b_2.RES,-0.0490327677712431,b_2.RES
b_3.RES,0.0221560916517706,b_3.RES
b_4.RES,-0.0179237246036483,b_4.RES
b_1.long.starvation..ii.,-0.115224788400803,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0254910066945581,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0017238209626426,b_3.long.starvation..ii.
b_1.0.21d,0.256499197758998,b_1.0.21d
b_2.0.21d,-0.02704692940746,b_2.0.21d
b_1.0.21d.cell.number,0.279421969428296,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0969297880769486,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.117764005951559,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0331495884133126,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-0.0089236603035187,b_3.0.21d.cell.size
b_1.AL,0.242212659979642,b_1.AL
b_2.AL,-0.0247326393063427,b_2.AL
b_3.AL,0.0481897844658701,b_3.AL
b_4.AL,-0.021726975918081,b_4.AL
b_1.RES,0.163247515969153,b_1.RES
b_2.RES,-0.0428309934761788,b_2.RES
b_3.RES,0.0198802485134111,b_3.RES
b_4.RES,-0.0270348477049527,b_4.RES
b_1.long.starvation..ii.,-0.0986546670640529,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0268628142832811,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0016475412120988,b_3.long.starvation..ii.
b_1.0.21d,0.141326117623208,b_1.0.21d
b_2.0.21d,-0.012888138254767,b_2.0.21d
b_1.0.21d.cell.number,0.433751318017525,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.100057441994869,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.12271138194136,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0714605973832421,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0508711150468494,b_3.0.21d.cell.size
b_1.AL,0.165041502887641,b_1.AL
b_2.AL,-0.0037131389740619,b_2.AL
b_3.AL,0.0627966419048166,b_3.AL
b_4.AL,-0.0134555516347766,b_4.AL
b_1.RES,0.126578680032278,b_1.RES
b_2.RES,-0.045822085908089,b_2.RES
b_3.RES,0.0276753257233169,b_3.RES
b_4.RES,-0.0198730652330807,b_4.RES
b_1.long.starvation..ii.,-0.0131409462567079,b_1.long.starvation..ii.
b_2.long.starvation..ii.,0.0067808439257142,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0117019990538088,b_3.long.starvation..ii.
b_1.0.21d,0.193887432239461,b_1.0.21d
b_2.0.21d,-0.0253387288352369,b_2.0.21d
b_1.0.21d.cell.number,0.336098821152823,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.103592488620072,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.144187097746136,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0383416545087118,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0814395197903081,b_3.0.21d.cell.size
b_1.AL,0.589474136183656,b_1.AL
b_2.AL,-0.0080885064692321,b_2.AL
b_3.AL,0.0739769058375364,b_3.AL
b_4.AL,-0.019083960775495,b_4.AL
b_1.RES,0.203004327626277,b_1.RES
b_2.RES,-0.0386856321682986,b_2.RES
b_3.RES,0.0673291692112268,b_3.RES
b_4.RES,-0.0242187333613223,b_4.RES
b_1.long.starvation..ii.,-0.0315876279226828,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0252776436249848,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0013003801264652,b_3.long.starvation..ii.
b_1.0.21d,0.16812185263043,b_1.0.21d
b_2.0.21d,-0.0200277890189808,b_2.0.21d
b_1.0.21d.cell.number,0.228769068080809,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0976853667357454,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.150419708478614,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0500941246909254,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0138618262433256,b_3.0.21d.cell.size
b_1.AL,0.268436547737646,b_1.AL
b_2.AL,-0.0212085405403582,b_2.AL
b_3.AL,0.050958444496318,b_3.AL
b_4.AL,-0.0253030302744565,b_4.AL
b_1.RES,0.140176217137292,b_1.RES
b_2.RES,-0.0364844763961432,b_2.RES
b_3.RES,0.0282219433175047,b_3.RES
b_4.RES,-0.0223970942999553,b_4.RES
b_1.long.starvation..ii.,-0.0287790751962923,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0062138373485318,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0011094195616904,b_3.long.starvation..ii.
b_1.0.21d,0.248004454934919,b_1.0.21d
b_2.0.21d,-0.0274221195554225,b_2.0.21d
b_1.0.21d.cell.number,0.733661188885881,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.108786273450757,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0486655870935757,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0444150734410557,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0252223700034475,b_3.0.21d.cell.size
b_1.AL,0.256472636198845,b_1.AL
b_2.AL,-0.0219331361990576,b_2.AL
b_3.AL,0.0639712271528488,b_3.AL
b_4.AL,-0.0223691511596656,b_4.AL
b_1.RES,0.181874371768049,b_1.RES
b_2.RES,-0.0419536002739136,b_2.RES
b_3.RES,0.0314838160384732,b_3.RES
b_4.RES,-0.0162298993784807,b_4.RES
b_1.long.starvation..ii.,-0.113113124670739,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0265329224900291,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0002610807719064,b_3.long.starvation..ii.
b_1.0.21d,0.283462233943262,b_1.0.21d
b_2.0.21d,-0.0273944988626951,b_2.0.21d
b_1.0.21d.cell.number,0.337274702082864,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.124982123746985,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.115229575228642,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0469173416840496,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0750214699470222,b_3.0.21d.cell.size
b_1.AL,0.258015091128925,b_1.AL
b_2.AL,-0.0177375773990843,b_2.AL
b_3.AL,0.0488561067192611,b_3.AL
b_4.AL,-0.0281403873534989,b_4.AL
b_1.RES,0.203242601919609,b_1.RES
b_2.RES,-0.0380971582677331,b_2.RES
b_3.RES,0.0722104460028868,b_3.RES
b_4.RES,-0.0212884360606289,b_4.RES
b_1.long.starvation..ii.,-0.0290105014783109,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.038146974866298,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0006959704028858,b_3.long.starvation..ii.
b_1.0.21d,0.252425681586239,b_1.0.21d
b_2.0.21d,-0.0259085880955581,b_2.0.21d
b_1.0.21d.cell.number,0.378962959003912,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0968125678163727,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0795200334568717,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0450043617552308,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-0.0052605092552473,b_3.0.21d.cell.size
b_1.AL,0.293527589814764,b_1.AL
b_2.AL,-0.019864189839167,b_2.AL
b_3.AL,0.04462793635819,b_3.AL
b_4.AL,-0.0271395610960174,b_4.AL
b_1.RES,0.18801883400752,b_1.RES
b_2.RES,-0.0399592002977726,b_2.RES
b_3.RES,0.0682648322581553,b_3.RES
b_4.RES,-0.0152871923825673,b_4.RES
b_1.long.starvation..ii.,-0.0311184458648917,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-4.43554593365438e-05,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.011237817435899,b_3.long.starvation..ii.
b_1.0.21d,0.238261272679135,b_1.0.21d
b_2.0.21d,-0.0263382946903359,b_2.0.21d
b_1.0.21d.cell.number,0.546627871171614,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.105264814837925,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.109096863030342,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0438775233630116,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0272498927898555,b_3.0.21d.cell.size
b_1.AL,0.423187456145682,b_1.AL
b_2.AL,-0.0140026334236531,b_2.AL
b_3.AL,0.0614544895699807,b_3.AL
b_4.AL,-0.0217812826773951,b_4.AL
b_1.RES,0.149731204417836,b_1.RES
b_2.RES,-0.0375540622663506,b_2.RES
b_3.RES,0.0315051047849628,b_3.RES
b_4.RES,-0.0196166180356719,b_4.RES
b_1.long.starvation..ii.,-0.034731717690083,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0249429541329921,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0020198148633042,b_3.long.starvation..ii.
b_1.0.21d,0.25253299177155,b_1.0.21d
b_2.0.21d,-0.0202487919645226,b_2.0.21d
b_1.0.21d.cell.number,0.464036383719004,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.106900728216092,b_2.0.21d.cell.number
b_1.0.21d.cell.size,-0.0006142003069251,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0417555974215259,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0338326111770689,b_3.0.21d.cell.size
b_1.AL,0.288246192312119,b_1.AL
b_2.AL,-0.0206434429445611,b_2.AL
b_3.AL,0.0533046001883421,b_3.AL
b_4.AL,-0.0211079404669378,b_4.AL
b_1.RES,0.107761435673176,b_1.RES
b_2.RES,-0.0445910968131289,b_2.RES
b_3.RES,0.022609159039501,b_3.RES
b_4.RES,-0.0206554991862103,b_4.RES
b_1.long.starvation..ii.,-0.0712503334199863,b_1.long.starvation..ii.
