day	symbiosis	individual	name	pxl	mm2	condition
52	apo	p3	11	29768	6,56	starved
52	apo	p3	12	18791	4,14	starved
52	apo	p4	1	89859	19,80	starved
52	sym	p4	2	105907	23,34	starved
52	sym	p4	3	121330	26,73	starved
52	sym	p4	4	54385	11,98	starved
52	sym	p4	5	211562	46,61	starved
52	sym	p4	6	108300	23,86	starved
52	sym	p4	7	128543	28,32	starved
52	sym	p4	8	86082	18,97	starved
52	sym	p4	9	141378	31,15	starved
52	sym	p4	10	41422	9,13	starved
52	sym	p4	11	109018	24,02	starved
52	sym	p4	12	131086	28,88	starved
52	sym	p4	13	96908	21,35	starved
52	sym	p4	14	98993	21,81	starved
52	sym	p4	15	75219	16,57	starved
52	sym	p4	16	94829	20,89	starved
52	sym	p4	17	72195	15,91	starved
52	sym	p4	18	110810	24,42	starved
52	sym	p5	1	87035	19,18	starved
52	sym	p5	2	100157	22,07	starved
52	sym	p5	3	94920	20,91	starved
52	sym	p5	4	151521	33,39	starved
52	sym	p5	5	221406	48,78	starved
52	sym	p5	6	119275	26,28	starved
52	sym	p5	7	264868	58,36	starved
52	sym	p5	8	230354	50,76	starved
52	sym	p5	9	122056	26,89	starved
52	sym	p5	10	55445	12,22	starved
52	sym	p5	11	142532	31,41	starved
52	sym	p5	12	171998	37,90	starved
52	sym	p5	13	135291	29,81	starved
52	sym	p5	14	73147	16,12	starved
52	sym	p5	15	74325	16,38	starved
52	sym	p5	16	43519	9,59	starved
52	sym	p5	17	65231	14,37	starved
52	sym	p6	18	233996	51,56	starved
52	sym	p6	19	117140	25,81	starved
52	sym	p6	1	85163	18,76	starved
52	sym	p6	2	187871	41,39	starved
52	sym	p6	3	240638	53,02	starved
52	sym	p6	4	223498	49,24	starved
52	sym	p6	5	53223	11,73	starved
52	sym	p6	6	143046	31,52	starved
52	sym	p6	7	96796	21,33	starved
52	sym	p6	8	108206	23,84	starved
52	sym	p6	9	151877	33,46	starved
52	sym	p6	10	202494	44,62	starved
52	sym	p6	11	112237	24,73	starved
52	sym	p6	12	81826	18,03	starved
52	sym	p6	13	107676	23,72	starved
62	apo	p1	1	51428	11,33	starved
62	apo	p1	2	32679	7,20	starved
62	apo	p1	3	30355	6,69	starved
62	apo	p1	4	33103	7,29	starved
62	apo	p1	5	10556	2,33	starved
62	apo	p1	6	18319	4,04	starved
62	apo	p1	7	37123	8,18	starved
62	apo	p1	1	25938	5,72	starved
62	apo	p1	2	39558	8,72	starved
62	apo	p1	3	50578	11,14	starved
62	apo	p1	4	37958	8,36	starved
62	apo	p2	5	33734	7,43	starved
62	apo	p2	6	23766	5,24	starved
62	apo	p2	7	50835	11,20	starved
62	apo	p2	8	43803	9,65	starved
62	apo	p2	9	35162	7,75	starved
62	apo	p2	10	34229	7,54	starved
62	apo	p2	11	22702	5,00	starved
62	apo	p2	12	32301	7,12	starved
62	apo	p2	13	12854	2,83	starved
62	apo	p2	14	17825	3,93	starved
62	apo	p2	15	36736	8,09	starved
62	apo	p2	1	41026	9,04	starved
62	apo	p2	2	6964	1,53	starved
62	apo	p3	3	28126	6,20	starved
62	apo	p3	4	16208	3,57	starved
62	apo	p3	5	30158	6,64	starved
62	apo	p3	6	57112	12,58	starved
62	apo	p3	7	21832	4,81	starved
62	apo	p3	8	57156	12,59	starved
62	apo	p3	9	33121	7,30	starved
62	apo	p3	10	14146	3,12	starved
62	apo	p3	11	40282	8,88	starved
62	apo	p3	12	33511	7,38	starved
62	apo	p3	13	95476	21,04	starved
62	apo	p3	14	37817	8,33	starved
62	sym	p3	15	54197	11,94	starved
62	sym	p3	16	48128	10,60	starved
62	sym	p4	1	108711	23,95	starved
62	sym	p4	2	88885	19,58	starved
62	sym	p4	3	50143	11,05	starved
62	sym	p4	4	164437	36,23	starved
62	sym	p4	5	83304	18,35	starved
62	sym	p4	6	31610	6,96	starved
62	sym	p4	7	57230	12,61	starved
62	sym	p4	8	178126	39,25	starved
62	sym	p4	9	63121	13,91	starved
62	sym	p4	10	48878	10,77	starved
62	sym	p4	11	82933	18,27	starved
62	sym	p4	12	150117	33,08	starved
62	sym	p4	13	115955	25,55	starved
62	sym	p4	14	49545	10,92	starved
62	sym	p5	1	100119	22,06	starved
62	sym	p5	2	96929	21,36	starved
62	sym	p5	3	229701	50,61	starved
62	sym	p5	4	177534	39,12	starved
62	sym	p5	5	175982	38,78	starved
62	sym	p5	6	105623	23,27	starved
62	sym	p5	7	109618	24,15	starved
62	sym	p5	8	46825	10,32	starved
62	sym	p5	9	113198	24,94	starved
62	sym	p5	10	118023	26,00	starved
62	sym	p5	11	110300	24,30	starved
62	sym	p5	12	51135	11,27	starved
62	sym	p5	13	147613	32,52	starved
62	sym	p5	14	66226	14,59	starved
62	sym	p5	15	150617	33,19	starved
62	sym	p5	16	183309	40,39	starved
62	sym	p6	17	229692	50,61	starved
62	sym	p6	1	122576	27,01	starved
62	sym	p6	2	75887	16,72	starved
62	sym	p6	3	98337	21,67	starved
62	sym	p6	4	118790	26,17	starved
62	sym	p6	5	113087	24,92	starved
62	sym	p6	6	165379	36,44	starved
62	sym	p6	7	38368	8,45	starved
62	sym	p6	8	276201	60,86	starved
62	sym	p6	9	112739	24,84	starved
62	sym	p6	10	197993	43,63	starved
62	sym	p6	11	101843	22,44	starved
62	sym	p6	12	83392	18,37	starved
62	sym	p6	13	83604	18,42	starved
62	sym	p6	14	73977	16,30	starved
