"","b_1.apo","b_2.apo"
"1",0.19314838158931,-0.025128908688739
"2",0.173310465047854,-0.0243209874942376
"3",0.213493890224854,-0.0253114292246804
"4",0.175327392085117,-0.0246054114443268
"5",0.200202780024808,-0.0237307355228837
"6",0.19102604659439,-0.02326495233934
"7",0.181375411476158,-0.0273298452386406
"8",0.205039957456458,-0.0244895724493029
"9",0.156199049794787,-0.02364681621021
"10",0.198333184584382,-0.0237165287726485
"11",0.188469565359425,-0.0238140196376434
"12",0.164295693855841,-0.0222006797639942
"13",0.198846405913181,-0.0246181864383857
"14",0.166932919535206,-0.0289034034061929
"15",0.114508640249498,-0.032107898981177
"16",0.191105338167671,-0.027037194690434
"17",0.218084652377452,-0.0249116744554542
"18",0.188534448519204,-0.026476394520398
"19",0.182333449481138,-0.0236373744388032
"20",0.174983442879449,-0.0263387112379569
"21",0.209143845567692,-0.0222864283179585
"22",0.182223009614711,-0.0276292927608135
"23",0.143866258039249,-0.0246535413985685
"24",0.183771595466257,-0.0260243656626481
"25",0.181392192419141,-0.0245561317476072
"26",0.181179672552237,-0.0270260567409425
"27",0.199191390748579,-0.0286154088289721
"28",0.18904205499611,-0.0260266816908034
"29",0.192683065722999,-0.0269832605568111
"30",0.17914588737499,-0.0234811680903807
"31",0.182575649204214,-0.0265423485486729
"32",0.21559592481908,-0.0249334305924739
"33",0.21827499763825,-0.0270031854436463
"34",0.178297372686435,-0.0244655590042374
"35",0.156152457305307,-0.0246009905233613
"36",0.192115110575602,-0.0219074944156227
"37",0.183646805869699,-0.024020780439634
"38",0.19067433654275,-0.0259160411642315
"39",0.210113130590951,-0.0255229029756056
"40",0.217171678792529,-0.0252810443619105
"41",0.20597165733636,-0.0278008422856071
"42",0.188517909560894,-0.0213598760293277
"43",0.190816472329787,-0.025179630690087
"44",0.198395035145868,-0.0242034349087484
"45",0.16583441330452,-0.0263127722065174
"46",0.190274646199973,-0.0248392258557581
"47",0.183654958590355,-0.019782415782875
"48",0.205023425610508,-0.0271968437701041
"49",0.182462769666784,-0.0268399512541765
"50",0.180687009607443,-0.0242852719252554
"51",0.190962214335046,-0.0276543986538428
"52",0.18865291441521,-0.0251349353991812
"53",0.183538452078533,-0.0258322445769844
"54",0.195811930240104,-0.0280121500952226
"55",0.218191512198924,-0.0262143636730118
"56",0.194148022310669,-0.0238430186547161
"57",0.152799287004801,-0.0275438520892141
"58",0.155585962552068,-0.0231426192512748
"59",0.199143648384281,-0.0279318658878824
"60",0.186631577871304,-0.0254671115636321
"61",0.197529636579843,-0.025762068527678
"62",0.199984896542288,-0.0266033450020653
"63",0.190114466408439,-0.0260132603780307
"64",0.214511867381932,-0.0258482893259138
"65",0.179714204737602,-0.0212200553695941
"66",0.19836352033428,-0.0270517412830986
"67",0.17056449653029,-0.0231834388535171
"68",0.181066221210824,-0.0228286370051383
"69",0.198885138207821,-0.0264237448149911
"70",0.188603674901937,-0.0201484075928331
"71",0.156758498789112,-0.0227271565528297
"72",0.162658480820224,-0.021730710827829
"73",0.182125115232537,-0.0280118807209945
"74",0.178043419966453,-0.0244801282505932
"75",0.141153120768123,-0.0213952319912335
"76",0.198233171897458,-0.02851957073576
"77",0.235286792558931,-0.0252996392881321
"78",0.173829436594449,-0.0200200483778494
"79",0.207504807271358,-0.0277148127892954
"80",0.204017490589979,-0.0252994426525488
"81",0.14492193014072,-0.0234047551361782
"82",0.208931126876905,-0.0239019416022793
"83",0.203225395684981,-0.0284045473666348
"84",0.193038415020942,-0.0268366219903935
"85",0.146167911490658,-0.0228610663099513
"86",0.176095033298505,-0.0250047763114975
"87",0.185607151168346,-0.024973280624127
"88",0.180302503832271,-0.027897308713994
"89",0.106987509921444,-0.0309137426286179
"90",0.177955389401016,-0.02254714123984
"91",0.193649721630789,-0.0249282939492697
"92",0.192451867142594,-0.0211736736691568
"93",0.184041424280303,-0.021382018121937
"94",0.19397284852181,-0.02754914607634
"95",0.192660744305485,-0.0239469744308089
"96",0.189412734146904,-0.0250791684266338
"97",0.201224814007017,-0.0257429686991443
"98",0.173430136463447,-0.0239248923070964
"99",0.185319084506743,-0.0260125454256616
"100",0.206269615444052,-0.0267831665408791
