,experiment,day,individual,mm2,condition,feedingreg,reltime,log body size
4003,Cyclicfeeding_starving,12,P5_2,17.44,AL,STARVED,2,2.8587664184808337
4004,Cyclicfeeding_starving,12,P5_3,18.48,AL,STARVED,2,2.916689066213538
4005,Cyclicfeeding_starving,12,P5_4,26.08,AL,STARVED,2,3.261168737058452
4006,Cyclicfeeding_starving,12,P5_5,14.58,AL,STARVED,2,2.6796507265805123
4007,Cyclicfeeding_starving,12,P5_6,22.03,AL,STARVED,2,3.092405160814252
4008,Cyclicfeeding_starving,12,P6_1,15.83,AL,STARVED,2,2.761906873892921
4009,Cyclicfeeding_starving,12,P6_2,11.67,AL,STARVED,2,2.4570214462984645
4010,Cyclicfeeding_starving,12,P6_3,19.01,AL,STARVED,2,2.944965156500338
4011,Cyclicfeeding_starving,12,P6_4,16.7,AL,STARVED,2,2.8154087194227095
4012,Cyclicfeeding_starving,12,P6_5,13.28,AL,STARVED,2,2.5862591440482876
4013,Cyclicfeeding_starving,12,P6_6,13.66,AL,STARVED,2,2.614471854142644
4014,Cyclicfeeding_starving,12,P7_1,19.66,AL,STARVED,2,2.9785861147190205
4015,Cyclicfeeding_starving,12,P7_2,23.06,AL,STARVED,2,3.138099514840913
4016,Cyclicfeeding_starving,12,P7_3,20.15,AL,STARVED,2,3.0032042883926917
4017,Cyclicfeeding_starving,12,P7_4,16.62,AL,STARVED,2,2.810606789427302
4018,Cyclicfeeding_starving,12,P7_5,15.21,AL,STARVED,2,2.7219531062712017
4019,Cyclicfeeding_starving,12,P7_6,16.68,AL,STARVED,2,2.8142103969306005
4020,Cyclicfeeding_starving,12,P8_1,16.08,AL,STARVED,2,2.77757626375082
4021,Cyclicfeeding_starving,12,P8_2,8.54,AL,STARVED,2,2.1447610078004784
4022,Cyclicfeeding_starving,12,P8_3,13.0,AL,STARVED,2,2.5649493574615367
4023,Cyclicfeeding_starving,12,P8_4,19.3,AL,STARVED,2,2.9601050959108397
4024,Cyclicfeeding_starving,12,P8_5,10.91,AL,STARVED,2,2.3896797998449792
4025,Cyclicfeeding_starving,12,P8_6,15.28,AL,STARVED,2,2.7265447837383743
4032,Cyclicfeeding_starving,14,P1_1,24.67,AL,STARVED,4,3.2055879305412653
4033,Cyclicfeeding_starving,14,P1_2,17.75,AL,STARVED,4,2.8763855159214247
4034,Cyclicfeeding_starving,14,P1_3,15.68,AL,STARVED,4,2.7523860149222616
4035,Cyclicfeeding_starving,14,P1_4,13.56,AL,STARVED,4,2.6071242825122494
4036,Cyclicfeeding_starving,14,P1_5,12.18,AL,STARVED,4,2.4997952622817508
4037,Cyclicfeeding_starving,14,P1_6,19.93,AL,STARVED,4,2.9922261342247034
4080,Cyclicfeeding_starving,14,P2_1,17.78,AL,STARVED,4,2.8780742300857587
4081,Cyclicfeeding_starving,14,P2_2,28.96,AL,STARVED,4,3.365915567517516
4082,Cyclicfeeding_starving,14,P2_3,15.35,AL,STARVED,4,2.731115474033206
4083,Cyclicfeeding_starving,14,P2_4,18.33,AL,STARVED,4,2.9085390618516134
4084,Cyclicfeeding_starving,14,P2_5,19.23,AL,STARVED,4,2.9564715596006885
4085,Cyclicfeeding_starving,14,P2_6,20.15,AL,STARVED,4,3.0032042883926917
4086,Cyclicfeeding_starving,14,P3_1,14.97,AL,STARVED,4,2.706048198431537
4087,Cyclicfeeding_starving,14,P3_2,17.9,AL,STARVED,4,2.884800712846709
4088,Cyclicfeeding_starving,14,P3_3,33.57,AL,STARVED,4,3.5136328109919437
4089,Cyclicfeeding_starving,14,P3_4,19.57,AL,STARVED,4,2.9739977814079848
4090,Cyclicfeeding_starving,14,P3_5,17.49,AL,STARVED,4,2.8616292890305104
4091,Cyclicfeeding_starving,14,P3_6,11.16,AL,STARVED,4,2.412335956953165
4092,Cyclicfeeding_starving,14,P4_1,17.18,AL,STARVED,4,2.8437459165561094
4093,Cyclicfeeding_starving,14,P4_2,9.8,AL,STARVED,4,2.2823823856765264
4094,Cyclicfeeding_starving,14,P4_3,8.46,AL,STARVED,4,2.135349173618132
4095,Cyclicfeeding_starving,14,P4_4,24.85,AL,STARVED,4,3.2128577525426376
4096,Cyclicfeeding_starving,14,P4_5,16.8,AL,STARVED,4,2.8213788864092133
4097,Cyclicfeeding_starving,14,P4_6,18.09,AL,STARVED,4,2.895359299407204
4098,Cyclicfeeding_starving,14,P5_1,18.94,AL,STARVED,4,2.9412760877579323
4099,Cyclicfeeding_starving,14,P5_2,22.43,AL,STARVED,4,3.110399348532117
4100,Cyclicfeeding_starving,14,P5_3,19.74,AL,STARVED,4,2.9826470340053355
4101,Cyclicfeeding_starving,14,P5_4,28.04,AL,STARVED,4,3.3336320621663895
4102,Cyclicfeeding_starving,14,P5_5,18.03,AL,STARVED,4,2.8920370372152258
4103,Cyclicfeeding_starving,14,P5_6,23.84,AL,STARVED,4,3.171364842197149
4104,Cyclicfeeding_starving,14,P6_1,12.17,AL,STARVED,4,2.498973906999436
4105,Cyclicfeeding_starving,14,P6_2,14.77,AL,STARVED,4,2.6925980965432883
4106,Cyclicfeeding_starving,14,P6_3,21.32,AL,STARVED,4,3.0596455992976437
4107,Cyclicfeeding_starving,14,P6_4,20.96,AL,STARVED,4,3.0426158594528414
4108,Cyclicfeeding_starving,14,P6_5,17.46,AL,STARVED,4,2.859912550411456
4109,Cyclicfeeding_starving,14,P6_6,11.64,AL,STARVED,4,2.454447442303292
4110,Cyclicfeeding_starving,14,P7_1,20.6,AL,STARVED,4,3.0252910757955354
4111,Cyclicfeeding_starving,14,P7_2,29.06,AL,STARVED,4,3.369362658142137
4112,Cyclicfeeding_starving,14,P7_3,23.6,AL,STARVED,4,3.1612467120315646
4113,Cyclicfeeding_starving,14,P7_4,19.34,AL,STARVED,4,2.9621754900251482
4114,Cyclicfeeding_starving,14,P7_5,27.5,AL,STARVED,4,3.3141860046725258
4115,Cyclicfeeding_starving,14,P7_6,17.14,AL,STARVED,4,2.8414149131696336
4116,Cyclicfeeding_starving,14,P8_1,21.02,AL,STARVED,4,3.045474365448805
4117,Cyclicfeeding_starving,14,P8_2,9.16,AL,STARVED,4,2.214846178686039
4118,Cyclicfeeding_starving,14,P8_3,9.2,AL,STARVED,4,2.2192034840549946
4119,Cyclicfeeding_starving,14,P8_4,24.55,AL,STARVED,4,3.2007118542405295
4120,Cyclicfeeding_starving,14,P8_5,18.85,AL,STARVED,4,2.93651291389402
4121,Cyclicfeeding_starving,14,P8_6,13.6,AL,STARVED,4,2.6100697927420065
4128,Cyclicfeeding_starving,16,P1_1,25.12,AL,STARVED,6,3.223664341599998
4129,Cyclicfeeding_starving,16,P1_2,16.85,AL,STARVED,6,2.8243506567983707
4130,Cyclicfeeding_starving,16,P1_3,16.71,AL,STARVED,6,2.8160073426073025
4131,Cyclicfeeding_starving,16,P1_4,14.22,AL,STARVED,6,2.6546494243750947
4132,Cyclicfeeding_starving,16,P1_5,11.53,AL,STARVED,6,2.4449523342809676
4133,Cyclicfeeding_starving,16,P1_6,21.03,AL,STARVED,6,3.0459499897146083
4176,Cyclicfeeding_starving,16,P2_1,17.42,AL,STARVED,6,2.857618971424357
4177,Cyclicfeeding_starving,16,P2_2,32.65,AL,STARVED,6,3.48584485572244
4178,Cyclicfeeding_starving,16,P2_3,22.82,AL,STARVED,6,3.1276373444339294
4179,Cyclicfeeding_starving,16,P2_4,19.97,AL,STARVED,6,2.994231147427724
4180,Cyclicfeeding_starving,16,P2_5,26.07,AL,STARVED,6,3.2607852279454104
4181,Cyclicfeeding_starving,16,P2_6,24.68,AL,STARVED,6,3.205993199037187
4182,Cyclicfeeding_starving,16,P3_1,14.1,AL,STARVED,6,2.6461747973841225
4183,Cyclicfeeding_starving,16,P3_2,27.99,AL,STARVED,6,3.331847303527362
4184,Cyclicfeeding_starving,16,P3_3,24.68,AL,STARVED,6,3.205993199037187
4185,Cyclicfeeding_starving,16,P3_4,19.74,AL,STARVED,6,2.9826470340053355
4186,Cyclicfeeding_starving,16,P3_5,12.5,AL,STARVED,6,2.5257286443082556
4187,Cyclicfeeding_starving,16,P3_6,10.81,AL,STARVED,6,2.3804716316511167
4188,Cyclicfeeding_starving,16,P4_1,9.77,AL,STARVED,6,2.2793164660546914
4189,Cyclicfeeding_starving,16,P4_2,15.53,AL,STARVED,6,2.7427736371605955
4190,Cyclicfeeding_starving,16,P4_3,18.76,AL,STARVED,6,2.9317269435780786
4191,Cyclicfeeding_starving,16,P4_4,29.58,AL,STARVED,6,3.3870984572826535
4192,Cyclicfeeding_starving,16,P4_5,17.13,AL,STARVED,6,2.8408313123360287
4193,Cyclicfeeding_starving,16,P4_6,17.22,AL,STARVED,6,2.8460714989995846
4194,Cyclicfeeding_starving,16,P5_1,16.97,AL,STARVED,6,2.831447079246135
4195,Cyclicfeeding_starving,16,P5_2,26.72,AL,STARVED,6,3.285412348668445
4196,Cyclicfeeding_starving,16,P5_3,16.01,AL,STARVED,6,2.7732135270086236
4197,Cyclicfeeding_starving,16,P5_4,28.19,AL,STARVED,6,3.338967305126021
4198,Cyclicfeeding_starving,16,P5_5,17.88,AL,STARVED,6,2.883682769745368
4199,Cyclicfeeding_starving,16,P5_6,26.51,AL,STARVED,6,3.277522020300934
4200,Cyclicfeeding_starving,16,P6_1,8.9,AL,STARVED,6,2.186051276738094
4201,Cyclicfeeding_starving,16,P6_2,15.03,AL,STARVED,6,2.710048203764883
4202,Cyclicfeeding_starving,16,P6_3,25.85,AL,STARVED,6,3.2523106009544382
4203,Cyclicfeeding_starving,16,P6_4,14.45,AL,STARVED,6,2.670694414558441
4204,Cyclicfeeding_starving,16,P6_5,19.99,AL,STARVED,6,2.995232148512309
4205,Cyclicfeeding_starving,16,P6_6,15.73,AL,STARVED,6,2.7555697170701863
4206,Cyclicfeeding_starving,16,P7_1,25.27,AL,STARVED,6,3.2296179214001026
4207,Cyclicfeeding_starving,16,P7_2,20.21,AL,STARVED,6,3.00617753141553
4208,Cyclicfeeding_starving,16,P7_3,31.5,AL,STARVED,6,3.449987545831587
4209,Cyclicfeeding_starving,16,P7_4,25.25,AL,STARVED,6,3.228826155721369
4210,Cyclicfeeding_starving,16,P7_5,21.08,AL,STARVED,6,3.0483247236731614
4211,Cyclicfeeding_starving,16,P7_6,15.88,AL,STARVED,6,2.7650604558189897
4212,Cyclicfeeding_starving,16,P8_1,21.63,AL,STARVED,6,3.0740812399649675
4213,Cyclicfeeding_starving,16,P8_2,9.19,AL,STARVED,6,2.2181159363675955
4214,Cyclicfeeding_starving,16,P8_3,11.94,AL,STARVED,6,2.479894107964456
4215,Cyclicfeeding_starving,16,P8_4,25.76,AL,STARVED,6,3.248822901236153
4216,Cyclicfeeding_starving,16,P8_5,25.2,AL,STARVED,6,3.2268439945173775
4217,Cyclicfeeding_starving,16,P8_6,23.75,AL,STARVED,6,3.1675825304806504
4224,Cyclicfeeding_starving,18,P1_1,20.15,AL,STARVED,8,3.0032042883926917
4225,Cyclicfeeding_starving,18,P1_2,18.61,AL,STARVED,8,2.9236990706541595
4226,Cyclicfeeding_starving,18,P1_3,10.84,AL,STARVED,8,2.3832429960115
4227,Cyclicfeeding_starving,18,P1_4,15.25,AL,STARVED,8,2.7245795030534206
4228,Cyclicfeeding_starving,18,P1_5,9.22,AL,STARVED,8,2.2213750375685026
4229,Cyclicfeeding_starving,18,P1_6,19.77,AL,STARVED,8,2.9841656371825254
4272,Cyclicfeeding_starving,18,P2_1,16.09,AL,STARVED,8,2.7781979610042917
4273,Cyclicfeeding_starving,18,P2_2,20.85,AL,STARVED,8,3.0373539482448106
4274,Cyclicfeeding_starving,18,P2_3,14.77,AL,STARVED,8,2.6925980965432883
4275,Cyclicfeeding_starving,18,P2_4,21.8,AL,STARVED,8,3.0819099697950434
4276,Cyclicfeeding_starving,18,P2_5,22.7,AL,STARVED,8,3.122364924487357
4277,Cyclicfeeding_starving,18,P2_6,12.8,AL,STARVED,8,2.5494451709255714
4278,Cyclicfeeding_starving,18,P3_1,15.64,AL,STARVED,8,2.7498317351171653
4279,Cyclicfeeding_starving,18,P3_2,22.96,AL,STARVED,8,3.133753571451366
4280,Cyclicfeeding_starving,18,P3_3,17.8,AL,STARVED,8,2.8791984572980396
4281,Cyclicfeeding_starving,18,P3_4,16.07,AL,STARVED,8,2.776954179749421
4282,Cyclicfeeding_starving,18,P3_5,11.0,AL,STARVED,8,2.3978952727983707
4283,Cyclicfeeding_starving,18,P3_6,11.82,AL,STARVED,8,2.469793011977952
4284,Cyclicfeeding_starving,18,P4_1,15.39,AL,STARVED,8,2.733717947850788
4285,Cyclicfeeding_starving,18,P4_2,14.83,AL,STARVED,8,2.696652156149841
4286,Cyclicfeeding_starving,18,P4_3,12.33,AL,STARVED,8,2.512035317176253
4287,Cyclicfeeding_starving,18,P4_4,23.97,AL,STARVED,8,3.176803048446293
4288,Cyclicfeeding_starving,18,P4_5,20.86,AL,STARVED,8,3.0378334495726262
4289,Cyclicfeeding_starving,18,P4_6,12.77,AL,STARVED,8,2.547098670044448
4290,Cyclicfeeding_starving,18,P5_1,6.59,AL,STARVED,8,1.8855533485144158
4291,Cyclicfeeding_starving,18,P5_2,16.65,AL,STARVED,8,2.8124102164264526
4292,Cyclicfeeding_starving,18,P5_3,21.33,AL,STARVED,8,3.0601145324832593
4293,Cyclicfeeding_starving,18,P5_4,14.98,AL,STARVED,8,2.7067159780890733
4294,Cyclicfeeding_starving,18,P5_5,13.61,AL,STARVED,8,2.6108048166633746
4295,Cyclicfeeding_starving,18,P5_6,10.44,AL,STARVED,8,2.3456445824544927
4296,Cyclicfeeding_starving,18,P6_1,13.37,AL,STARVED,8,2.5930133911138515
4297,Cyclicfeeding_starving,18,P6_2,18.0,AL,STARVED,8,2.8903717578961645
4298,Cyclicfeeding_starving,18,P6_3,21.05,AL,STARVED,8,3.0469005601283903
4299,Cyclicfeeding_starving,18,P6_4,27.99,AL,STARVED,8,3.331847303527362
4300,Cyclicfeeding_starving,18,P6_5,25.58,AL,STARVED,8,3.2418107961506966
4301,Cyclicfeeding_starving,18,P6_6,23.24,AL,STARVED,8,3.1458749319837103
4302,Cyclicfeeding_starving,18,P7_1,30.71,AL,STARVED,8,3.424588334452731
4303,Cyclicfeeding_starving,18,P7_2,24.89,AL,STARVED,8,3.2144661163795005
4304,Cyclicfeeding_starving,18,P7_3,17.11,AL,STARVED,8,2.839663087904102
4305,Cyclicfeeding_starving,18,P7_4,17.46,AL,STARVED,8,2.859912550411456
4306,Cyclicfeeding_starving,18,P7_5,21.63,AL,STARVED,8,3.0740812399649675
4307,Cyclicfeeding_starving,18,P7_6,16.99,AL,STARVED,8,2.8326249356838407
4308,Cyclicfeeding_starving,18,P8_1,17.13,AL,STARVED,8,2.8408313123360287
4309,Cyclicfeeding_starving,18,P8_2,12.62,AL,STARVED,8,2.5352828571130672
4310,Cyclicfeeding_starving,18,P8_3,12.68,AL,STARVED,8,2.5400259490090797
4311,Cyclicfeeding_starving,18,P8_4,25.8,AL,STARVED,8,3.250374491927572
4312,Cyclicfeeding_starving,18,P8_5,19.17,AL,STARVED,8,2.9533465570575532
4313,Cyclicfeeding_starving,18,P8_6,13.73,AL,STARVED,8,2.6195832197798796
4320,Cyclicfeeding_starving,20,P1_1,24.42,AL,STARVED,10,3.1954024686825586
4321,Cyclicfeeding_starving,20,P1_2,22.87,AL,STARVED,10,3.12982600803469
4322,Cyclicfeeding_starving,20,P1_3,18.82,AL,STARVED,10,2.9349201341572337
4323,Cyclicfeeding_starving,20,P1_4,11.9,AL,STARVED,10,2.4765384001174837
4324,Cyclicfeeding_starving,20,P1_5,13.13,AL,STARVED,10,2.574899688314705
4325,Cyclicfeeding_starving,20,P1_6,13.53,AL,STARVED,10,2.604909442182697
4368,Cyclicfeeding_starving,20,P2_1,27.4,AL,STARVED,10,3.3105430133940246
4369,Cyclicfeeding_starving,20,P2_2,28.46,AL,STARVED,10,3.3484995926617063
4370,Cyclicfeeding_starving,20,P2_3,18.1,AL,STARVED,10,2.89591193827178
4371,Cyclicfeeding_starving,20,P2_4,22.46,AL,STARVED,10,3.111735949310297
4372,Cyclicfeeding_starving,20,P2_5,26.62,AL,STARVED,10,3.2816628129669656
4373,Cyclicfeeding_starving,20,P2_6,24.47,AL,STARVED,10,3.19744787745458
4374,Cyclicfeeding_starving,20,P3_1,14.28,AL,STARVED,10,2.658859956911438
4375,Cyclicfeeding_starving,20,P3_2,27.89,AL,STARVED,10,3.3282682016393976
4376,Cyclicfeeding_starving,20,P3_3,22.32,AL,STARVED,10,3.1054831375131102
4377,Cyclicfeeding_starving,20,P3_4,18.52,AL,STARVED,10,2.918851229218033
4378,Cyclicfeeding_starving,20,P3_5,19.78,AL,STARVED,10,2.984671326194566
4379,Cyclicfeeding_starving,20,P3_6,12.28,AL,STARVED,10,2.5079719227189963
4380,Cyclicfeeding_starving,20,P4_1,19.51,AL,STARVED,10,2.97092715463502
4381,Cyclicfeeding_starving,20,P4_2,15.02,AL,STARVED,10,2.7093826463359885
4382,Cyclicfeeding_starving,20,P4_3,16.5,AL,STARVED,10,2.803360380906535
4383,Cyclicfeeding_starving,20,P4_4,36.11,AL,STARVED,10,3.5865698352893665
4384,Cyclicfeeding_starving,20,P4_5,19.12,AL,STARVED,10,2.9507349076232554
4385,Cyclicfeeding_starving,20,P4_6,16.29,AL,STARVED,10,2.790551422613954
4386,Cyclicfeeding_starving,20,P5_1,17.59,AL,STARVED,10,2.8673305587494666
4387,Cyclicfeeding_starving,20,P5_2,23.69,AL,STARVED,10,3.165053018170694
4388,Cyclicfeeding_starving,20,P5_3,24.24,AL,STARVED,10,3.1880041612011136
4389,Cyclicfeeding_starving,20,P5_4,29.27,AL,STARVED,10,3.3765631007037946
4390,Cyclicfeeding_starving,20,P5_5,23.74,AL,STARVED,10,3.167161389181522
4391,Cyclicfeeding_starving,20,P5_6,21.92,AL,STARVED,10,3.087399462079815
4392,Cyclicfeeding_starving,20,P6_1,9.2,AL,STARVED,10,2.2192034840549946
4393,Cyclicfeeding_starving,20,P6_2,10.79,AL,STARVED,10,2.378619779270043
4394,Cyclicfeeding_starving,20,P6_3,22.26,AL,STARVED,10,3.102791345847399
4395,Cyclicfeeding_starving,20,P6_4,16.5,AL,STARVED,10,2.803360380906535
4396,Cyclicfeeding_starving,20,P6_5,24.08,AL,STARVED,10,3.1813816204406202
4397,Cyclicfeeding_starving,20,P6_6,19.88,AL,STARVED,10,2.989714201228428
4398,Cyclicfeeding_starving,20,P7_1,31.79,AL,STARVED,10,3.459151774922711
4399,Cyclicfeeding_starving,20,P7_2,17.83,AL,STARVED,10,2.8808824318750488
4400,Cyclicfeeding_starving,20,P7_3,26.37,AL,STARVED,10,3.2722270003651954
4401,Cyclicfeeding_starving,20,P7_4,24.16,AL,STARVED,10,3.184698373066614
4402,Cyclicfeeding_starving,20,P7_5,23.98,AL,STARVED,10,3.177220149599368
4403,Cyclicfeeding_starving,20,P7_6,23.36,AL,STARVED,10,3.151025157960026
4404,Cyclicfeeding_starving,20,P8_1,22.2,AL,STARVED,10,3.100092288878234
4405,Cyclicfeeding_starving,20,P8_2,10.41,AL,STARVED,10,2.3427668826268775
4406,Cyclicfeeding_starving,20,P8_3,6.65,AL,STARVED,10,1.8946168546677629
4407,Cyclicfeeding_starving,20,P8_4,23.7,AL,STARVED,10,3.1654750481410856
4408,Cyclicfeeding_starving,20,P8_5,25.41,AL,STARVED,10,3.2351427973320726
4409,Cyclicfeeding_starving,20,P8_6,13.23,AL,STARVED,10,2.5824869781268642
4416,Cyclicfeeding_starving,22,P1_1,30.73,AL,STARVED,12,3.425239376142393
4417,Cyclicfeeding_starving,22,P1_2,13.36,AL,STARVED,12,2.5922651681085
4418,Cyclicfeeding_starving,22,P1_3,14.07,AL,STARVED,12,2.644044871126298
4419,Cyclicfeeding_starving,22,P1_4,16.57,AL,STARVED,12,2.8075938314384716
4420,Cyclicfeeding_starving,22,P1_5,10.57,AL,STARVED,12,2.3580197998821464
4421,Cyclicfeeding_starving,22,P1_6,18.03,AL,STARVED,12,2.8920370372152258
4464,Cyclicfeeding_starving,22,P2_1,24.47,AL,STARVED,12,3.19744787745458
4465,Cyclicfeeding_starving,22,P2_2,18.61,AL,STARVED,12,2.9236990706541595
4466,Cyclicfeeding_starving,22,P2_3,16.14,AL,STARVED,12,2.7813006628418027
4467,Cyclicfeeding_starving,22,P2_4,23.55,AL,STARVED,12,3.159125820462427
4468,Cyclicfeeding_starving,22,P2_5,17.68,AL,STARVED,12,2.8724340572094973
4469,Cyclicfeeding_starving,22,P2_6,19.85,AL,STARVED,12,2.9882040071331994
4470,Cyclicfeeding_starving,22,P3_1,18.85,AL,STARVED,12,2.93651291389402
4471,Cyclicfeeding_starving,22,P3_2,18.8,AL,STARVED,12,2.9338568698359038
4472,Cyclicfeeding_starving,22,P3_3,24.68,AL,STARVED,12,3.205993199037187
4473,Cyclicfeeding_starving,22,P3_4,17.81,AL,STARVED,12,2.87976009730157
4474,Cyclicfeeding_starving,22,P3_5,16.15,AL,STARVED,12,2.7819200496686656
4475,Cyclicfeeding_starving,22,P3_6,10.06,AL,STARVED,12,2.3085671646715933
4476,Cyclicfeeding_starving,22,P4_1,17.22,AL,STARVED,12,2.8460714989995846
4477,Cyclicfeeding_starving,22,P4_2,20.15,AL,STARVED,12,3.0032042883926917
4478,Cyclicfeeding_starving,22,P4_3,18.89,AL,STARVED,12,2.9386326815134183
4479,Cyclicfeeding_starving,22,P4_4,24.28,AL,STARVED,12,3.1896529661912973
4480,Cyclicfeeding_starving,22,P4_5,23.51,AL,STARVED,12,3.157425862551978
4481,Cyclicfeeding_starving,22,P4_6,14.56,AL,STARVED,12,2.67827804276854
4482,Cyclicfeeding_starving,22,P5_1,17.48,AL,STARVED,12,2.8610573702273894
4483,Cyclicfeeding_starving,22,P5_2,15.77,AL,STARVED,12,2.758109400974947
4484,Cyclicfeeding_starving,22,P5_3,19.63,AL,STARVED,12,2.9770590082883697
4485,Cyclicfeeding_starving,22,P5_4,29.75,AL,STARVED,12,3.392829131991639
4486,Cyclicfeeding_starving,22,P5_5,21.27,AL,STARVED,12,3.0572976292121457
4487,Cyclicfeeding_starving,22,P5_6,3.53,AL,STARVED,12,1.2612978709452054
4488,Cyclicfeeding_starving,22,P6_1,15.43,AL,STARVED,12,2.7363136663750693
4489,Cyclicfeeding_starving,22,P6_2,17.85,AL,STARVED,12,2.8820035082256483
4490,Cyclicfeeding_starving,22,P6_3,22.79,AL,STARVED,12,3.126321843257593
4491,Cyclicfeeding_starving,22,P6_4,28.85,AL,STARVED,12,3.3621099929541085
4492,Cyclicfeeding_starving,22,P6_5,25.2,AL,STARVED,12,3.2268439945173775
4493,Cyclicfeeding_starving,22,P6_6,27.56,AL,STARVED,12,3.3163654461454577
4494,Cyclicfeeding_starving,22,P7_1,21.39,AL,STARVED,12,3.062923523094314
4495,Cyclicfeeding_starving,22,P7_2,28.42,AL,STARVED,12,3.3470931226689546
4496,Cyclicfeeding_starving,22,P7_3,16.55,AL,STARVED,12,2.806386101823072
4497,Cyclicfeeding_starving,22,P7_4,29.15,AL,STARVED,12,3.3724549127965013
4498,Cyclicfeeding_starving,22,P7_5,23.62,AL,STARVED,12,3.1620938107692163
4499,Cyclicfeeding_starving,22,P7_6,12.86,AL,STARVED,12,2.554121718809473
4500,Cyclicfeeding_starving,22,P8_1,14.8,AL,STARVED,12,2.6946271807700692
4501,Cyclicfeeding_starving,22,P8_2,12.18,AL,STARVED,12,2.4997952622817508
4502,Cyclicfeeding_starving,22,P8_3,16.1,AL,STARVED,12,2.7788192719904172
4503,Cyclicfeeding_starving,22,P8_4,25.35,AL,STARVED,12,3.232778730037192
4504,Cyclicfeeding_starving,22,P8_5,20.43,AL,STARVED,12,3.0170044088295307
4505,Cyclicfeeding_starving,22,P8_6,14.95,AL,STARVED,12,2.7047112998366956
4512,Cyclicfeeding_starving,26,P1_1,19.3,AL,STARVED,16,2.9601050959108397
4513,Cyclicfeeding_starving,26,P1_2,20.8,AL,STARVED,16,3.0349529867072724
4514,Cyclicfeeding_starving,26,P1_3,12.5,AL,STARVED,16,2.5257286443082556
4515,Cyclicfeeding_starving,26,P1_4,8.04,AL,STARVED,16,2.0844290831908747
4516,Cyclicfeeding_starving,26,P1_5,9.54,AL,STARVED,16,2.255493485460195
4517,Cyclicfeeding_starving,26,P1_6,28.6,AL,STARVED,16,3.353406717825807
4560,Cyclicfeeding_starving,26,P2_1,21.61,AL,STARVED,16,3.0731561705187946
4561,Cyclicfeeding_starving,26,P2_2,16.48,AL,STARVED,16,2.8021475244813256
4562,Cyclicfeeding_starving,26,P2_3,12.56,AL,STARVED,16,2.5305171610400525
4563,Cyclicfeeding_starving,26,P2_4,22.94,AL,STARVED,16,3.1328821117012247
4564,Cyclicfeeding_starving,26,P2_5,20.7,AL,STARVED,16,3.0301337002713233
4565,Cyclicfeeding_starving,26,P2_6,16.83,AL,STARVED,16,2.8231630082027146
4566,Cyclicfeeding_starving,26,P3_1,13.35,AL,STARVED,16,2.5915163848462583
4567,Cyclicfeeding_starving,26,P3_2,25.75,AL,STARVED,16,3.248434627109745
4568,Cyclicfeeding_starving,26,P3_3,34.26,AL,STARVED,16,3.5339784928959737
4569,Cyclicfeeding_starving,26,P3_4,22.65,AL,STARVED,16,3.120159851929043
4570,Cyclicfeeding_starving,26,P3_5,15.9,AL,STARVED,16,2.766319109226186
4571,Cyclicfeeding_starving,26,P3_6,11.44,AL,STARVED,16,2.437115985951652
4572,Cyclicfeeding_starving,26,P4_1,18.95,AL,STARVED,16,2.9418039315284354
4573,Cyclicfeeding_starving,26,P4_2,25.29,AL,STARVED,16,3.2304090606818736
4574,Cyclicfeeding_starving,26,P4_3,18.02,AL,STARVED,16,2.8914822521801917
4575,Cyclicfeeding_starving,26,P4_4,30.05,AL,STARVED,16,3.4028626609812167
4576,Cyclicfeeding_starving,26,P4_5,25.5,AL,STARVED,16,3.2386784521643803
4577,Cyclicfeeding_starving,26,P4_6,15.6,AL,STARVED,16,2.747270914255491
4578,Cyclicfeeding_starving,26,P5_1,18.44,AL,STARVED,16,2.914522218128448
4579,Cyclicfeeding_starving,26,P5_2,16.6,AL,STARVED,16,2.8094026953624978
4580,Cyclicfeeding_starving,26,P5_3,19.14,AL,STARVED,16,2.9517803860248084
4581,Cyclicfeeding_starving,26,P5_4,16.42,AL,STARVED,16,2.7985001040242823
4582,Cyclicfeeding_starving,26,P5_5,21.4,AL,STARVED,16,3.0633909220278057
4583,Cyclicfeeding_starving,26,P5_6,5.29,AL,STARVED,16,1.665818245870208
4584,Cyclicfeeding_starving,26,P6_1,15.29,AL,STARVED,16,2.727199019940971
4585,Cyclicfeeding_starving,26,P6_2,21.02,AL,STARVED,16,3.045474365448805
4586,Cyclicfeeding_starving,26,P6_3,38.64,AL,STARVED,16,3.654288009344317
4587,Cyclicfeeding_starving,26,P6_4,25.01,AL,STARVED,16,3.219275744889528
4588,Cyclicfeeding_starving,26,P6_5,25.9,AL,STARVED,16,3.254242968705492
4589,Cyclicfeeding_starving,26,P6_6,33.6,AL,STARVED,16,3.5145260669691587
4590,Cyclicfeeding_starving,26,P7_1,16.44,AL,STARVED,16,2.799717389628034
4591,Cyclicfeeding_starving,26,P7_2,25.27,AL,STARVED,16,3.2296179214001026
4592,Cyclicfeeding_starving,26,P7_3,13.91,AL,STARVED,16,2.6326080059353516
4593,Cyclicfeeding_starving,26,P7_4,11.95,AL,STARVED,16,2.4807312783775197
4595,Cyclicfeeding_starving,26,P7_6,11.25,AL,STARVED,16,2.4203681286504293
4596,Cyclicfeeding_starving,26,P8_1,23.65,AL,STARVED,16,3.1633631149379418
4597,Cyclicfeeding_starving,26,P8_2,8.08,AL,STARVED,16,2.089391872533004
