,experiment,day,individual,mm2,condition,feedingreg,reltime,log body size
4598,Cyclicfeeding_starving,26,P8_3,14.89,AL,STARVED,16,2.7006898466959175
4599,Cyclicfeeding_starving,26,P8_4,22.42,AL,STARVED,16,3.109953417644014
4600,Cyclicfeeding_starving,26,P8_5,19.2,AL,STARVED,16,2.954910279033736
4601,Cyclicfeeding_starving,26,P8_6,15.86,AL,STARVED,16,2.7638002162067017
4608,Cyclicfeeding_starving,30,P1_1,16.35,AL,STARVED,20,2.7942278973432626
4609,Cyclicfeeding_starving,30,P1_2,17.95,AL,STARVED,20,2.8875901149342877
4610,Cyclicfeeding_starving,30,P1_3,11.86,AL,STARVED,20,2.4731713935695794
4611,Cyclicfeeding_starving,30,P1_4,5.83,AL,STARVED,20,1.763017000362401
4612,Cyclicfeeding_starving,30,P1_5,10.53,AL,STARVED,20,2.354228326145884
4613,Cyclicfeeding_starving,30,P1_6,22.51,AL,STARVED,20,3.113959654918641
4656,Cyclicfeeding_starving,30,P2_1,15.93,AL,STARVED,20,2.768204123921957
4657,Cyclicfeeding_starving,30,P2_2,20.97,AL,STARVED,20,3.0430928449138284
4658,Cyclicfeeding_starving,30,P2_3,11.6,AL,STARVED,20,2.451005098112319
4659,Cyclicfeeding_starving,30,P2_4,22.07,AL,STARVED,20,3.094219220268645
4660,Cyclicfeeding_starving,30,P2_5,13.21,AL,STARVED,20,2.580974118534234
4661,Cyclicfeeding_starving,30,P2_6,10.48,AL,STARVED,20,2.349468678892896
4662,Cyclicfeeding_starving,30,P3_1,10.95,AL,STARVED,20,2.3933394562625097
4663,Cyclicfeeding_starving,30,P3_2,26.22,AL,STARVED,20,3.2665224783355535
4664,Cyclicfeeding_starving,30,P3_3,19.48,AL,STARVED,20,2.969388298214389
4665,Cyclicfeeding_starving,30,P3_4,12.41,AL,STARVED,20,2.5185025992165158
4666,Cyclicfeeding_starving,30,P3_5,8.47,AL,STARVED,20,2.136530508663963
4667,Cyclicfeeding_starving,30,P3_6,8.69,AL,STARVED,20,2.162172939277301
4668,Cyclicfeeding_starving,30,P4_1,17.11,AL,STARVED,20,2.839663087904102
4669,Cyclicfeeding_starving,30,P4_2,12.62,AL,STARVED,20,2.5352828571130672
4670,Cyclicfeeding_starving,30,P4_3,13.37,AL,STARVED,20,2.5930133911138515
4671,Cyclicfeeding_starving,30,P4_4,23.46,AL,STARVED,20,3.1552968432253294
4672,Cyclicfeeding_starving,30,P4_5,14.54,AL,STARVED,20,2.6769034721053733
4673,Cyclicfeeding_starving,30,P4_6,9.5,AL,STARVED,20,2.2512917986064953
4674,Cyclicfeeding_starving,30,P5_1,16.34,AL,STARVED,20,2.7936160894318567
4675,Cyclicfeeding_starving,30,P5_2,13.17,AL,STARVED,20,2.5779415157551897
4676,Cyclicfeeding_starving,30,P5_3,15.96,AL,STARVED,20,2.7700855920216627
4677,Cyclicfeeding_starving,30,P5_4,9.76,AL,STARVED,20,2.278292400425001
4678,Cyclicfeeding_starving,30,P5_5,16.81,AL,STARVED,20,2.821973947420524
4679,Cyclicfeeding_starving,30,P5_6,6.58,AL,STARVED,20,1.884034745337226
4680,Cyclicfeeding_starving,30,P6_1,14.37,AL,STARVED,20,2.6651427000909336
4681,Cyclicfeeding_starving,30,P6_2,10.44,AL,STARVED,20,2.3456445824544927
4682,Cyclicfeeding_starving,30,P6_3,24.28,AL,STARVED,20,3.1896529661912973
4683,Cyclicfeeding_starving,30,P6_4,11.99,AL,STARVED,20,2.4840729690394228
4684,Cyclicfeeding_starving,30,P6_5,13.32,AL,STARVED,20,2.589266665112243
4685,Cyclicfeeding_starving,30,P6_6,18.7,AL,STARVED,20,2.928523523860541
4686,Cyclicfeeding_starving,30,P7_1,16.74,AL,STARVED,20,2.817801065061329
4687,Cyclicfeeding_starving,30,P7_2,12.98,AL,STARVED,20,2.563409711275944
4688,Cyclicfeeding_starving,30,P7_3,19.8,AL,STARVED,20,2.9856819377004897
4689,Cyclicfeeding_starving,30,P7_4,7.75,AL,STARVED,20,2.0476928433652555
4690,Cyclicfeeding_starving,30,P7_5,9.4,AL,STARVED,20,2.2407096892759584
4691,Cyclicfeeding_starving,30,P7_6,12.18,AL,STARVED,20,2.4997952622817508
4692,Cyclicfeeding_starving,30,P8_1,21.82,AL,STARVED,20,3.0828269804049246
4693,Cyclicfeeding_starving,30,P8_2,5.95,AL,STARVED,20,1.7833912195575383
4694,Cyclicfeeding_starving,30,P8_3,12.11,AL,STARVED,20,2.494031557565001
4695,Cyclicfeeding_starving,30,P8_4,15.56,AL,STARVED,20,2.7447035187502458
4696,Cyclicfeeding_starving,30,P8_5,19.07,AL,STARVED,20,2.9481164196123277
4697,Cyclicfeeding_starving,30,P8_6,11.59,AL,STARVED,20,2.4501426573516603
4704,Cyclicfeeding_starving,34,P1_1,11.94,AL,STARVED,24,2.479894107964456
4705,Cyclicfeeding_starving,34,P1_2,20.43,AL,STARVED,24,3.0170044088295307
4706,Cyclicfeeding_starving,34,P1_3,8.99,AL,STARVED,24,2.196112848483529
4707,Cyclicfeeding_starving,34,P1_4,4.08,AL,STARVED,24,1.4060969884160703
4708,Cyclicfeeding_starving,34,P1_5,3.85,AL,STARVED,24,1.3480731482996928
4709,Cyclicfeeding_starving,34,P1_6,20.75,AL,STARVED,24,3.0325462466767075
4752,Cyclicfeeding_starving,34,P2_1,19.14,AL,STARVED,24,2.9517803860248084
4753,Cyclicfeeding_starving,34,P2_2,16.47,AL,STARVED,24,2.8015405441895487
4754,Cyclicfeeding_starving,34,P2_3,13.88,AL,STARVED,24,2.6304489550786583
4755,Cyclicfeeding_starving,34,P2_4,17.75,AL,STARVED,24,2.8763855159214247
4756,Cyclicfeeding_starving,34,P2_5,15.36,AL,STARVED,24,2.731766727719526
4757,Cyclicfeeding_starving,34,P2_6,13.08,AL,STARVED,24,2.5710843460290524
4758,Cyclicfeeding_starving,34,P3_1,7.21,AL,STARVED,24,1.9754689512968577
4759,Cyclicfeeding_starving,34,P3_2,18.4,AL,STARVED,24,2.91235066461494
4760,Cyclicfeeding_starving,34,P3_3,23.53,AL,STARVED,24,3.158276202739271
4761,Cyclicfeeding_starving,34,P3_4,13.98,AL,STARVED,24,2.637627736805664
4762,Cyclicfeeding_starving,34,P3_5,9.18,AL,STARVED,24,2.217027204632399
4763,Cyclicfeeding_starving,34,P3_6,8.35,AL,STARVED,24,2.122261538862764
4764,Cyclicfeeding_starving,34,P4_1,19.36,AL,STARVED,24,2.963209081848431
4765,Cyclicfeeding_starving,34,P4_2,14.48,AL,STARVED,24,2.6727683869575705
4766,Cyclicfeeding_starving,34,P4_3,15.56,AL,STARVED,24,2.7447035187502458
4767,Cyclicfeeding_starving,34,P4_4,17.27,AL,STARVED,24,2.848970892158587
4768,Cyclicfeeding_starving,34,P4_5,17.96,AL,STARVED,24,2.8881470628740535
4769,Cyclicfeeding_starving,34,P4_6,9.21,AL,STARVED,24,2.2202898502672155
4770,Cyclicfeeding_starving,34,P5_1,17.19,AL,STARVED,24,2.844327819394758
4771,Cyclicfeeding_starving,34,P5_2,18.74,AL,STARVED,24,2.930660276810276
4772,Cyclicfeeding_starving,34,P5_3,9.24,AL,STARVED,24,2.2235418856535927
4773,Cyclicfeeding_starving,34,P5_4,13.28,AL,STARVED,24,2.5862591440482876
4774,Cyclicfeeding_starving,34,P5_5,14.07,AL,STARVED,24,2.644044871126298
4775,Cyclicfeeding_starving,34,P5_6,5.85,AL,STARVED,24,1.766441661243765
4776,Cyclicfeeding_starving,34,P6_1,15.79,AL,STARVED,24,2.7593768282675506
4777,Cyclicfeeding_starving,34,P6_2,9.33,AL,STARVED,24,2.2332350148592526
4778,Cyclicfeeding_starving,34,P6_3,23.85,AL,STARVED,24,3.1717842173343502
4779,Cyclicfeeding_starving,34,P6_4,15.51,AL,STARVED,24,2.7414849771884473
4780,Cyclicfeeding_starving,34,P6_5,12.37,AL,STARVED,24,2.5152741864043966
4781,Cyclicfeeding_starving,34,P6_6,18.98,AL,STARVED,24,2.9433857931817817
4782,Cyclicfeeding_starving,34,P7_1,7.73,AL,STARVED,24,2.0451088625993306
4783,Cyclicfeeding_starving,34,P7_2,16.18,AL,STARVED,24,2.7837759116303458
4784,Cyclicfeeding_starving,34,P7_3,23.08,AL,STARVED,24,3.138966441639899
4785,Cyclicfeeding_starving,34,P7_4,6.4,AL,STARVED,24,1.8562979903656263
4786,Cyclicfeeding_starving,34,P7_5,13.42,AL,STARVED,24,2.5967461315435356
4787,Cyclicfeeding_starving,34,P7_6,9.58,AL,STARVED,24,2.259677591982769
4788,Cyclicfeeding_starving,34,P8_1,15.73,AL,STARVED,24,2.7555697170701863
4789,Cyclicfeeding_starving,34,P8_2,5.49,AL,STARVED,24,1.7029282555214393
4790,Cyclicfeeding_starving,34,P8_3,9.05,AL,STARVED,24,2.2027647577118348
4791,Cyclicfeeding_starving,34,P8_4,11.81,AL,STARVED,24,2.468946630209271
4792,Cyclicfeeding_starving,34,P8_5,14.27,AL,STARVED,24,2.658159431488745
4793,Cyclicfeeding_starving,34,P8_6,14.81,AL,STARVED,24,2.6953026282797072
4800,Cyclicfeeding_starving,38,P1_1,13.23,AL,STARVED,28,2.5824869781268642
4801,Cyclicfeeding_starving,38,P1_2,17.89,AL,STARVED,28,2.884241897520628
4802,Cyclicfeeding_starving,38,P1_3,14.0,AL,STARVED,28,2.6390573296152584
4803,Cyclicfeeding_starving,38,P1_4,3.38,AL,STARVED,28,1.2178757094949273
4804,Cyclicfeeding_starving,38,P1_5,7.03,AL,STARVED,28,1.9501867058225735
4805,Cyclicfeeding_starving,38,P1_6,17.1,AL,STARVED,28,2.8390784635086144
4848,Cyclicfeeding_starving,38,P2_1,19.04,AL,STARVED,28,2.9465420293632194
4849,Cyclicfeeding_starving,38,P2_2,22.05,AL,STARVED,28,3.093312601892855
4850,Cyclicfeeding_starving,38,P2_3,20.15,AL,STARVED,28,3.0032042883926917
4851,Cyclicfeeding_starving,38,P2_4,16.97,AL,STARVED,28,2.831447079246135
4852,Cyclicfeeding_starving,38,P2_5,28.75,AL,STARVED,28,3.3586377672433594
4853,Cyclicfeeding_starving,38,P2_6,21.07,AL,STARVED,28,3.0478502278160975
4854,Cyclicfeeding_starving,38,P3_1,13.21,AL,STARVED,28,2.580974118534234
4855,Cyclicfeeding_starving,38,P3_2,20.37,AL,STARVED,28,3.0140632302387145
4856,Cyclicfeeding_starving,38,P3_3,26.62,AL,STARVED,28,3.2816628129669656
4857,Cyclicfeeding_starving,38,P3_4,13.83,AL,STARVED,28,2.626840145676667
4858,Cyclicfeeding_starving,38,P3_5,13.44,AL,STARVED,28,2.5982353350950036
4859,Cyclicfeeding_starving,38,P3_6,7.47,AL,STARVED,28,2.010894999144726
4860,Cyclicfeeding_starving,38,P4_1,15.86,AL,STARVED,28,2.7638002162067017
4861,Cyclicfeeding_starving,38,P4_2,8.3,AL,STARVED,28,2.1162555148025524
4862,Cyclicfeeding_starving,38,P4_3,13.56,AL,STARVED,28,2.6071242825122494
4863,Cyclicfeeding_starving,38,P4_4,15.28,AL,STARVED,28,2.7265447837383743
4864,Cyclicfeeding_starving,38,P4_5,22.89,AL,STARVED,28,3.1307001339644756
4865,Cyclicfeeding_starving,38,P4_6,10.97,AL,STARVED,28,2.395164274287139
4867,Cyclicfeeding_starving,38,P5_2,23.27,AL,STARVED,28,3.1471649773142003
4868,Cyclicfeeding_starving,38,P5_3,14.03,AL,STARVED,28,2.6411978941143697
4869,Cyclicfeeding_starving,38,P5_4,10.88,AL,STARVED,28,2.3869262414277967
4870,Cyclicfeeding_starving,38,P5_5,20.15,AL,STARVED,28,3.0032042883926917
4871,Cyclicfeeding_starving,38,P5_6,5.77,AL,STARVED,28,1.7526720805200082
4872,Cyclicfeeding_starving,38,P6_1,16.1,AL,STARVED,28,2.7788192719904172
4873,Cyclicfeeding_starving,38,P6_2,15.2,AL,STARVED,28,2.7212954278522306
4874,Cyclicfeeding_starving,38,P6_3,18.96,AL,STARVED,28,2.942331496826876
4875,Cyclicfeeding_starving,38,P6_4,8.4,AL,STARVED,28,2.128231705849268
4876,Cyclicfeeding_starving,38,P6_5,12.21,AL,STARVED,28,2.502255288122613
4877,Cyclicfeeding_starving,38,P6_6,22.41,AL,STARVED,28,3.1095072878128356
4878,Cyclicfeeding_starving,38,P7_1,7.63,AL,STARVED,28,2.0320878452963655
4879,Cyclicfeeding_starving,38,P7_2,18.19,AL,STARVED,28,2.900871992530031
4880,Cyclicfeeding_starving,38,P7_3,16.28,AL,STARVED,28,2.7899373605743945
4881,Cyclicfeeding_starving,38,P7_4,9.87,AL,STARVED,28,2.28949985344539
4882,Cyclicfeeding_starving,38,P7_5,17.69,AL,STARVED,28,2.872999508171694
4883,Cyclicfeeding_starving,38,P7_6,6.54,AL,STARVED,28,1.8779371654691073
4884,Cyclicfeeding_starving,38,P8_1,18.3,AL,STARVED,28,2.9069010598473755
4885,Cyclicfeeding_starving,38,P8_2,4.7,AL,STARVED,28,1.547562508716013
4886,Cyclicfeeding_starving,38,P8_3,11.22,AL,STARVED,28,2.4176979000945504
4887,Cyclicfeeding_starving,38,P8_4,14.29,AL,STARVED,28,2.659559991941776
4888,Cyclicfeeding_starving,38,P8_5,12.6,AL,STARVED,28,2.533696813957432
4889,Cyclicfeeding_starving,38,P8_6,17.63,AL,STARVED,28,2.869601996409779
4896,Cyclicfeeding_starving,42,P1_1,15.17,AL,STARVED,32,2.719319793360441
4897,Cyclicfeeding_starving,42,P1_2,17.92,AL,STARVED,32,2.8859174075467844
4898,Cyclicfeeding_starving,42,P1_3,14.79,AL,STARVED,32,2.6939512767227085
4899,Cyclicfeeding_starving,42,P1_4,4.25,AL,STARVED,32,1.4469189829363254
4900,Cyclicfeeding_starving,42,P1_5,3.89,AL,STARVED,32,1.358409157630355
4901,Cyclicfeeding_starving,42,P1_6,17.97,AL,STARVED,32,2.8887037007954675
4944,Cyclicfeeding_starving,42,P2_1,17.39,AL,STARVED,32,2.855895328366192
4945,Cyclicfeeding_starving,42,P2_2,15.47,AL,STARVED,32,2.738902664584975
4946,Cyclicfeeding_starving,42,P2_3,16.91,AL,STARVED,32,2.827905162910489
4947,Cyclicfeeding_starving,42,P2_4,13.42,AL,STARVED,32,2.5967461315435356
4948,Cyclicfeeding_starving,42,P2_5,12.28,AL,STARVED,32,2.5079719227189963
4949,Cyclicfeeding_starving,42,P2_6,15.32,AL,STARVED,32,2.729159164312445
4950,Cyclicfeeding_starving,42,P3_1,10.58,AL,STARVED,32,2.3589654264301534
4951,Cyclicfeeding_starving,42,P3_2,18.76,AL,STARVED,32,2.9317269435780786
4952,Cyclicfeeding_starving,42,P3_3,20.25,AL,STARVED,32,3.0081547935525483
4953,Cyclicfeeding_starving,42,P3_4,13.29,AL,STARVED,32,2.587011872725154
4954,Cyclicfeeding_starving,42,P3_5,8.48,AL,STARVED,32,2.1377104498038118
4955,Cyclicfeeding_starving,42,P3_6,5.52,AL,STARVED,32,1.7083778602890038
4956,Cyclicfeeding_starving,42,P4_1,15.16,AL,STARVED,32,2.7186603802142257
4957,Cyclicfeeding_starving,42,P4_2,5.89,AL,STARVED,32,1.7732559976634952
4958,Cyclicfeeding_starving,42,P4_3,12.33,AL,STARVED,32,2.512035317176253
4959,Cyclicfeeding_starving,42,P4_4,14.58,AL,STARVED,32,2.6796507265805123
4960,Cyclicfeeding_starving,42,P4_5,16.02,AL,STARVED,32,2.7738379416402132
4961,Cyclicfeeding_starving,42,P4_6,10.54,AL,STARVED,32,2.355177543113216
4962,Cyclicfeeding_starving,42,P5_1,14.74,AL,STARVED,32,2.6905648867611904
4963,Cyclicfeeding_starving,42,P5_2,16.61,AL,STARVED,32,2.8100049236252036
4964,Cyclicfeeding_starving,42,P5_3,10.44,AL,STARVED,32,2.3456445824544927
4965,Cyclicfeeding_starving,42,P5_4,8.28,AL,STARVED,32,2.1138429683971682
4966,Cyclicfeeding_starving,42,P5_5,18.7,AL,STARVED,32,2.928523523860541
4967,Cyclicfeeding_starving,42,P5_6,4.9,AL,STARVED,32,1.589235205116581
4968,Cyclicfeeding_starving,42,P6_1,11.17,AL,STARVED,32,2.413231613081109
4969,Cyclicfeeding_starving,42,P6_2,11.63,AL,STARVED,32,2.453587966530573
4970,Cyclicfeeding_starving,42,P6_3,21.65,AL,STARVED,32,3.075005454448499
4971,Cyclicfeeding_starving,42,P6_4,4.99,AL,STARVED,32,1.6074359097634274
4972,Cyclicfeeding_starving,42,P6_5,14.24,AL,STARVED,32,2.65605490598383
4973,Cyclicfeeding_starving,42,P6_6,18.2,AL,STARVED,32,2.9014215940827497
4974,Cyclicfeeding_starving,42,P7_1,5.09,AL,STARVED,32,1.6272778305624314
4975,Cyclicfeeding_starving,42,P7_2,7.48,AL,STARVED,32,2.012232791986386
4976,Cyclicfeeding_starving,42,P7_3,12.27,AL,STARVED,32,2.50715725872282
4977,Cyclicfeeding_starving,42,P7_4,11.21,AL,STARVED,32,2.4168062370840686
4978,Cyclicfeeding_starving,42,P7_5,8.93,AL,STARVED,32,2.189416394888408
4979,Cyclicfeeding_starving,42,P7_6,9.22,AL,STARVED,32,2.2213750375685026
4980,Cyclicfeeding_starving,42,P8_1,20.86,AL,STARVED,32,3.0378334495726262
4981,Cyclicfeeding_starving,42,P8_2,4.75,AL,STARVED,32,1.55814461804655
4982,Cyclicfeeding_starving,42,P8_3,10.99,AL,STARVED,32,2.39698576841553
4983,Cyclicfeeding_starving,42,P8_4,13.47,AL,STARVED,32,2.6004649904222727
4984,Cyclicfeeding_starving,42,P8_5,10.82,AL,STARVED,32,2.3813962734183356
4985,Cyclicfeeding_starving,42,P8_6,18.53,AL,STARVED,32,2.9193910402972683
4992,Cyclicfeeding_starving,46,P1_1,10.44,AL,STARVED,36,2.3456445824544927
4993,Cyclicfeeding_starving,46,P1_2,14.83,AL,STARVED,36,2.696652156149841
4994,Cyclicfeeding_starving,46,P1_3,13.73,AL,STARVED,36,2.6195832197798796
4995,Cyclicfeeding_starving,46,P1_4,6.08,AL,STARVED,36,1.8050046959780757
4996,Cyclicfeeding_starving,46,P1_5,1.88,AL,STARVED,36,0.6312717768418578
4997,Cyclicfeeding_starving,46,P1_6,12.81,AL,STARVED,36,2.550226115908643
5040,Cyclicfeeding_starving,46,P2_1,17.21,AL,STARVED,36,2.845490610223448
5041,Cyclicfeeding_starving,46,P2_2,15.12,AL,STARVED,36,2.716018370751387
5042,Cyclicfeeding_starving,46,P2_3,12.27,AL,STARVED,36,2.50715725872282
5043,Cyclicfeeding_starving,46,P2_4,11.65,AL,STARVED,36,2.4553061800117097
5044,Cyclicfeeding_starving,46,P2_5,19.44,AL,STARVED,36,2.967332799032293
5045,Cyclicfeeding_starving,46,P2_6,19.8,AL,STARVED,36,2.9856819377004897
5046,Cyclicfeeding_starving,46,P3_1,8.14,AL,STARVED,36,2.096790180014449
5047,Cyclicfeeding_starving,46,P3_2,19.73,AL,STARVED,36,2.982140320034524
5048,Cyclicfeeding_starving,46,P3_3,24.1,AL,STARVED,36,3.1822118404966093
5049,Cyclicfeeding_starving,46,P3_4,14.54,AL,STARVED,36,2.6769034721053733
5050,Cyclicfeeding_starving,46,P3_5,8.52,AL,STARVED,36,2.1424163408412245
5051,Cyclicfeeding_starving,46,P3_6,6.41,AL,STARVED,36,1.8578592709325787
5052,Cyclicfeeding_starving,46,P4_1,10.21,AL,STARVED,36,2.3233676321765744
5053,Cyclicfeeding_starving,46,P4_2,7.15,AL,STARVED,36,1.9671123567059163
5054,Cyclicfeeding_starving,46,P4_3,6.95,AL,STARVED,36,1.9387416595767009
5055,Cyclicfeeding_starving,46,P4_4,14.45,AL,STARVED,36,2.670694414558441
5056,Cyclicfeeding_starving,46,P4_5,20.53,AL,STARVED,36,3.0218872310308424
5057,Cyclicfeeding_starving,46,P4_6,9.95,AL,STARVED,36,2.2975725511705014
5058,Cyclicfeeding_starving,46,P5_1,4.62,AL,STARVED,36,1.5303947050936475
5059,Cyclicfeeding_starving,46,P5_2,8.42,AL,STARVED,36,2.130609828254235
5060,Cyclicfeeding_starving,46,P5_3,10.41,AL,STARVED,36,2.3427668826268775
5061,Cyclicfeeding_starving,46,P5_4,6.66,AL,STARVED,36,1.8961194845522977
5062,Cyclicfeeding_starving,46,P5_5,17.39,AL,STARVED,36,2.855895328366192
5063,Cyclicfeeding_starving,46,P5_6,11.29,AL,STARVED,36,2.4239173781615704
5064,Cyclicfeeding_starving,46,P6_1,8.71,AL,STARVED,36,2.1644717908644115
5065,Cyclicfeeding_starving,46,P6_2,10.38,AL,STARVED,36,2.3398808777377424
5066,Cyclicfeeding_starving,46,P6_3,23.42,AL,STARVED,36,3.1535903581695712
5067,Cyclicfeeding_starving,46,P6_4,5.32,AL,STARVED,36,1.6714733033535532
5068,Cyclicfeeding_starving,46,P6_5,8.99,AL,STARVED,36,2.196112848483529
5069,Cyclicfeeding_starving,46,P6_6,16.64,AL,STARVED,36,2.8118094353930627
5070,Cyclicfeeding_starving,46,P7_1,9.88,AL,STARVED,36,2.2905125117597764
5071,Cyclicfeeding_starving,46,P7_2,21.93,AL,STARVED,36,3.0878555624297968
5072,Cyclicfeeding_starving,46,P7_3,5.24,AL,STARVED,36,1.6563214983329508
5073,Cyclicfeeding_starving,46,P7_4,5.14,AL,STARVED,36,1.6370530794670737
5074,Cyclicfeeding_starving,46,P7_5,7.26,AL,STARVED,36,1.9823798288367047
5075,Cyclicfeeding_starving,46,P7_6,6.7,AL,STARVED,36,1.9021075263969205
5076,Cyclicfeeding_starving,46,P8_1,15.07,AL,STARVED,36,2.712706012638404
5077,Cyclicfeeding_starving,46,P8_2,4.56,AL,STARVED,36,1.5173226235262947
5078,Cyclicfeeding_starving,46,P8_3,14.66,AL,STARVED,36,2.6851226964585053
5079,Cyclicfeeding_starving,46,P8_4,9.18,AL,STARVED,36,2.217027204632399
5080,Cyclicfeeding_starving,46,P8_5,6.28,AL,STARVED,36,1.8373699804801074
5081,Cyclicfeeding_starving,46,P8_6,11.03,AL,STARVED,36,2.400618833265411
5088,Cyclicfeeding_starving,58,P1_1,9.81,AL,STARVED,48,2.2834022735772717
5089,Cyclicfeeding_starving,58,P1_2,13.47,AL,STARVED,48,2.6004649904222727
5090,Cyclicfeeding_starving,58,P1_3,6.77,AL,STARVED,48,1.9125010869241836
5091,Cyclicfeeding_starving,58,P1_4,4.74,AL,STARVED,48,1.556037135706985
5092,Cyclicfeeding_starving,58,P1_5,2.37,AL,STARVED,48,0.8628899551470398
5093,Cyclicfeeding_starving,58,P1_6,7.29,AL,STARVED,48,1.986503546020567
5136,Cyclicfeeding_starving,58,P2_1,12.07,AL,STARVED,48,2.4907230351094403
5137,Cyclicfeeding_starving,58,P2_2,10.99,AL,STARVED,48,2.39698576841553
5138,Cyclicfeeding_starving,58,P2_3,10.59,AL,STARVED,48,2.359910159613315
5139,Cyclicfeeding_starving,58,P2_4,6.16,AL,STARVED,48,1.8180767775454285
5140,Cyclicfeeding_starving,58,P2_5,10.34,AL,STARVED,48,2.336019869080283
5141,Cyclicfeeding_starving,58,P2_6,6.63,AL,STARVED,48,1.891604804197771
5142,Cyclicfeeding_starving,58,P3_1,4.56,AL,STARVED,48,1.5173226235262947
5143,Cyclicfeeding_starving,58,P3_2,5.39,AL,STARVED,48,1.6845453849209058
5144,Cyclicfeeding_starving,58,P3_3,15.65,AL,STARVED,48,2.750470916986162
5145,Cyclicfeeding_starving,58,P3_4,4.73,AL,STARVED,48,1.5539252025038417
5146,Cyclicfeeding_starving,58,P3_5,2.3,AL,STARVED,48,0.8329091229351039
5147,Cyclicfeeding_starving,58,P3_6,4.81,AL,STARVED,48,1.5706970841176697
5148,Cyclicfeeding_starving,58,P4_1,3.36,AL,STARVED,48,1.2119409739751128
5149,Cyclicfeeding_starving,58,P4_2,4.42,AL,STARVED,48,1.4861396960896067
5150,Cyclicfeeding_starving,58,P4_3,4.02,AL,STARVED,48,1.3912819026309295
5151,Cyclicfeeding_starving,58,P4_4,0.2,AL,STARVED,48,-1.6094379124341003
5152,Cyclicfeeding_starving,58,P4_5,12.7,AL,STARVED,48,2.5416019934645457
5153,Cyclicfeeding_starving,58,P4_6,5.42,AL,STARVED,48,1.6900958154515549
5155,Cyclicfeeding_starving,58,P5_2,5.81,AL,STARVED,48,1.7595805708638197
5156,Cyclicfeeding_starving,58,P5_3,8.3,AL,STARVED,48,2.1162555148025524
5157,Cyclicfeeding_starving,58,P5_4,8.33,AL,STARVED,48,2.1198634561787513
5158,Cyclicfeeding_starving,58,P5_5,10.98,AL,STARVED,48,2.3960754360813845
5159,Cyclicfeeding_starving,58,P5_6,4.84,AL,STARVED,48,1.5769147207285403
5160,Cyclicfeeding_starving,58,P6_1,7.1,AL,STARVED,48,1.9600947840472698
5161,Cyclicfeeding_starving,58,P6_2,6.23,AL,STARVED,48,1.8293763327993617
5162,Cyclicfeeding_starving,58,P6_3,13.73,AL,STARVED,48,2.6195832197798796
5164,Cyclicfeeding_starving,58,P6_5,5.02,AL,STARVED,48,1.6134299337036377
5165,Cyclicfeeding_starving,58,P6_6,8.19,AL,STARVED,48,2.102913897864978
5166,Cyclicfeeding_starving,58,P7_1,7.87,AL,STARVED,48,2.063058062429312
5167,Cyclicfeeding_starving,58,P7_2,13.81,AL,STARVED,48,2.6253929674212007
5168,Cyclicfeeding_starving,58,P7_3,2.16,AL,STARVED,48,0.7701082216960737
5169,Cyclicfeeding_starving,58,P7_4,3.27,AL,STARVED,48,1.184789984909162
5170,Cyclicfeeding_starving,58,P7_5,13.34,AL,STARVED,48,2.590767040487478
5171,Cyclicfeeding_starving,58,P7_6,4.11,AL,STARVED,48,1.4134230285081433
5172,Cyclicfeeding_starving,58,P8_1,7.75,AL,STARVED,48,2.0476928433652555
5173,Cyclicfeeding_starving,58,P8_2,4.95,AL,STARVED,48,1.599387576580599
5174,Cyclicfeeding_starving,58,P8_3,5.81,AL,STARVED,48,1.7595805708638197
5175,Cyclicfeeding_starving,58,P8_4,8.34,AL,STARVED,48,2.1210632163706555
5177,Cyclicfeeding_starving,58,P8_6,11.65,AL,STARVED,48,2.4553061800117097
5184,Cyclicfeeding_starving,70,P1_1,8.55,AL,STARVED,60,2.145931282948669
5185,Cyclicfeeding_starving,70,P1_2,6.53,AL,STARVED,60,1.8764069432883397
5186,Cyclicfeeding_starving,70,P1_3,5.62,AL,STARVED,60,1.7263316639055997
5187,Cyclicfeeding_starving,70,P1_4,3.04,AL,STARVED,60,1.1118575154181303
5188,Cyclicfeeding_starving,70,P1_5,2.97,AL,STARVED,60,1.0885619528146082
5189,Cyclicfeeding_starving,70,P1_6,9.31,AL,STARVED,60,2.231089091288976
5232,Cyclicfeeding_starving,70,P2_1,10.77,AL,STARVED,60,2.3767644911682972
5233,Cyclicfeeding_starving,70,P2_2,1.5,AL,STARVED,60,0.4054651081081644
5234,Cyclicfeeding_starving,70,P2_3,6.9,AL,STARVED,60,1.9315214116032138
5235,Cyclicfeeding_starving,70,P2_4,5.79,AL,STARVED,60,1.7561322915849038
5236,Cyclicfeeding_starving,70,P2_5,9.9,AL,STARVED,60,2.2925347571405443
5237,Cyclicfeeding_starving,70,P2_6,7.39,AL,STARVED,60,2.0001277349601105
5238,Cyclicfeeding_starving,70,P3_1,2.74,AL,STARVED,60,1.007957920399979
5239,Cyclicfeeding_starving,70,P3_2,3.53,AL,STARVED,60,1.2612978709452054
5240,Cyclicfeeding_starving,70,P3_3,13.96,AL,STARVED,60,2.6361960973342264
5241,Cyclicfeeding_starving,70,P3_4,3.37,AL,STARVED,60,1.2149127443642704
5242,Cyclicfeeding_starving,70,P3_5,1.3,AL,STARVED,60,0.26236426446749106
