experiment;day;individual;mm2;condition;feedingreg;reltime 
200d_starved;200;62;0,115349788;1;starving;200
200d_starved;200;63;0,116873718;1;starving;200
200d_starved;200;64;0,301738165;1;starving;200
200d_starved;200;65;0,199634847;1;starving;200
200d_starved;200;66;0,155909774;1;starving;200
200d_starved;200;67;0,218859811;1;starving;200
200d_starved;200;68;0,140084346;1;starving;200
200d_starved;200;69;0,121562734;1;starving;200
200d_starved;200;70;0,116404817;1;starving;200
200d_starved;200;71;0,316156888;1;starving;200
200d_starved;200;72;0,291891232;1;starving;200
200d_starved;200;73;0,091670258;1;starving;200
200d_starved;200;74;0,272197366;1;starving;200
200d_starved;200;75;0,138091515;1;starving;200
200d_starved;200;76;0,272197366;1;starving;200
200d_starved;200;77;0,184043869;1;starving;200
200d_starved;200;78;0,119218226;1;starving;200
200d_starved;200;79;0,207254497;1;starving;200
200d_starved;200;80;0,177479247;1;starving;200
200d_starved;200;81;0,244063271;1;starving;200
140d_starved;1;1;8,229137735;1;starving;1
140d_starved;1;2;14,20757113;1;starving;1
140d_starved;1;3;4,368945347;1;starving;1
140d_starved;1;4;9,554943259;1;starving;1
140d_starved;1;5;9,38379595;1;starving;1
140d_starved;1;6;7,256177005;1;starving;1
140d_starved;1;7;8,260788265;1;starving;1
140d_starved;1;8;12,40114645;1;starving;1
140d_starved;1;9;8,722651551;1;starving;1
140d_starved;1;10;8,070885086;1;starving;1
140d_starved;1;11;6,491875324;1;starving;1
140d_starved;1;12;6,83885891;1;starving;1
140d_starved;1;13;5,64317223;1;starving;1
140d_starved;1;14;7,971244529;1;starving;1
140d_starved;1;15;3,377228748;1;starving;1
140d_starved;1;16;11,69311238;1;starving;1
140d_starved;1;17;12,61449447;1;starving;1
140d_starved;1;18;9,16107;1;starving;1
140d_starved;1;19;5,456785777;1;starving;1
140d_starved;1;20;8,580810288;1;starving;1
140d_starved;1;21;9,598316207;1;starving;1
140d_starved;1;22;5,43920215;1;starving;1
140d_starved;1;23;7,64067233;1;starving;1
140d_starved;1;24;3,567131927;1;starving;1
140d_starved;1;25;4,325572399;1;starving;1
140d_starved;1;26;7,451941393;1;starving;1
140d_starved;1;27;5,003128184;1;starving;1
140d_starved;1;28;5,670133792;1;starving;1
140d_starved;1;29;4,844875535;1;starving;1
140d_starved;1;30;6,639577796;1;starving;1
140d_starved;1;31;7,585576963;1;starving;1
140d_starved;1;32;8,87504299;1;starving;1
140d_starved;1;33;6,942016192;1;starving;1
140d_starved;1;34;8,417868671;1;starving;1
140d_starved;1;35;8,036890073;1;starving;1
140d_starved;1;36;7,4437357;1;starving;1
140d_starved;1;37;6,44498565;1;starving;1
140d_starved;1;38;4,024306246;1;starving;1
140d_starved;1;39;2,107690833;1;starving;1
140d_starved;1;40;3,521414495;1;starving;1
140d_starved;1;41;10,09417451;1;starving;1
140d_starved;1;42;9,329872825;1;starving;1
140d_starved;1;43;3,107613125;1;starving;1
140d_starved;1;44;9,509225827;1;starving;1
140d_starved;1;45;6,720462483;1;starving;1
140d_starved;1;46;9,042673574;1;starving;1
140d_starved;1;47;4,031339697;1;starving;1
140d_starved;1;48;6,282044034;1;starving;1
140d_starved;1;49;7,004145009;1;starving;1
140d_starved;1;50;14,96366712;1;starving;1
140d_starved;1;51;4,569398702;1;starving;1
140d_starved;1;52;5,047673374;1;starving;1
140d_starved;1;53;5,845970069;1;starving;1
140d_starved;1;54;10,40950756;1;starving;1
140d_starved;1;55;8,686312053;1;starving;1
140d_starved;1;56;11,89356573;1;starving;1
140d_starved;1;57;5,154347382;1;starving;1
140d_starved;1;58;7,219837508;1;starving;1
140d_starved;1;59;10,57713815;1;starving;1
140d_starved;1;60;6,859959263;1;starving;1
140d_starved;1;61;8,225621009;1;starving;1
140d_starved;1;62;9,81635319;1;starving;1
140d_starved;1;63;5,938577174;1;starving;1
140d_starved;1;64;9,132936195;1;starving;1
140d_starved;1;65;12,60042757;1;starving;1
140d_starved;1;66;3,961005186;1;starving;1
140d_starved;1;67;7,842297927;1;starving;1
140d_starved;1;68;9,742501954;1;starving;1
140d_starved;1;69;10,40599084;1;starving;1
140d_starved;1;70;9,300566779;1;starving;1
140d_starved;1;71;7,339406176;1;starving;1
140d_starved;1;72;3,406534795;1;starving;1
140d_starved;1;73;7,929043823;1;starving;1
140d_starved;1;74;9,499847892;1;starving;1
140d_starved;1;75;3,860192388;1;starving;1
140d_starved;1;76;6,263288165;1;starving;1
140d_starved;1;77;6,715773516;1;starving;1
140d_starved;1;78;7,530481597;1;starving;1
140d_starved;1;79;7,048690199;1;starving;1
140d_starved;1;80;6,983044656;1;starving;1
140d_starved;1;81;9,649894848;1;starving;1
140d_starved;1;82;6,360584238;1;starving;1
140d_starved;1;83;8,259616023;1;starving;1
140d_starved;1;84;9,461163911;1;starving;1
140d_starved;1;85;2,800485762;1;starving;1
140d_starved;1;86;6,852925812;1;starving;1
140d_starved;1;87;4,188420103;1;starving;1
140d_starved;1;88;6,454363585;1;starving;1
140d_starved;1;89;6,537592756;1;starving;1
140d_starved;1;90;3,351439428;1;starving;1
140d_starved;5;1;7,631294395;1;starving;5
140d_starved;5;2;9,469369604;1;starving;5
140d_starved;5;3;5,346595044;1;starving;5
140d_starved;5;4;5,729918126;1;starving;5
140d_starved;5;5;6,893954276;1;starving;5
140d_starved;5;6;4,831980875;1;starving;5
140d_starved;5;7;8,005239543;1;starving;5
140d_starved;5;8;13,24164385;1;starving;5
140d_starved;5;9;9,731951777;1;starving;5
140d_starved;5;10;7,286655293;1;starving;5
140d_starved;5;11;5,779152284;1;starving;5
140d_starved;5;12;6,434435474;1;starving;5
140d_starved;5;13;3,958660702;1;starving;5
140d_starved;5;14;6,402784944;1;starving;5
140d_starved;5;15;2,737184702;1;starving;5
140d_starved;5;16;8,658178249;1;starving;5
140d_starved;5;17;14,81362016;1;starving;5
140d_starved;5;18;7,652394748;1;starving;5
140d_starved;5;19;3,210770407;1;starving;5
140d_starved;5;20;7,756724272;1;starving;5
140d_starved;5;21;6,850581328;1;starving;5
140d_starved;5;22;4,07822937;1;starving;5
140d_starved;5;23;8,535092856;1;starving;5
140d_starved;5;24;3,356128395;1;starving;5
140d_starved;5;25;5,455613535;1;starving;5
140d_starved;5;26;3,258832322;1;starving;5
140d_starved;5;27;3,638638679;1;starving;5
140d_starved;5;28;3,118163301;1;starving;5
140d_starved;5;29;3,444046533;1;starving;5
140d_starved;5;30;2,84385871;1;starving;5
140d_starved;5;31;7,380434641;1;starving;5
140d_starved;5;32;9,529153938;1;starving;5
140d_starved;5;33;5,877620599;1;starving;5
140d_starved;5;34;6,694673163;1;starving;5
140d_starved;5;35;5,10862995;1;starving;5
140d_starved;5;36;7,135436096;1;starving;5
140d_starved;5;37;4,384184491;1;starving;5
140d_starved;5;38;4,591671297;1;starving;5
140d_starved;5;39;1,416068146;1;starving;5
140d_starved;5;40;3,570648652;1;starving;5
140d_starved;5;41;7,71100684;1;starving;5
140d_starved;5;42;8,258443781;1;starving;5
140d_starved;5;43;3,037278614;1;starving;5
140d_starved;5;44;4,502580917;1;starving;5
140d_starved;5;45;6,904504453;1;starving;5
140d_starved;5;46;12,33901763;1;starving;5
140d_starved;5;47;4,055956775;1;starving;5
140d_starved;5;48;4,620977343;1;starving;5
140d_starved;5;49;6,102691032;1;starving;5
140d_starved;5;50;9,101285666;1;starving;5
140d_starved;5;51;4,815569489;1;starving;5
140d_starved;5;52;6,98538914;1;starving;5
140d_starved;5;53;6,691156437;1;starving;5
140d_starved;5;54;6,520009128;1;starving;5
140d_starved;5;55;6,728668176;1;starving;5
140d_starved;5;56;12,60042757;1;starving;5
140d_starved;5;57;11,00266193;1;starving;5
140d_starved;5;58;6,945532917;1;starving;5
140d_starved;5;59;7,611366284;1;starving;5
140d_starved;5;60;6,381684591;1;starving;5
140d_starved;5;61;7,280794084;1;starving;5
140d_starved;5;62;11,09644128;1;starving;5
140d_starved;5;63;8,653489282;1;starving;5
140d_starved;5;64;8,304161213;1;starving;5
140d_starved;5;65;13,54408225;1;starving;5
140d_starved;5;66;3,726556818;1;starving;5
140d_starved;5;67;6,287905244;1;starving;5
140d_starved;5;68;6,598549332;1;starving;5
140d_starved;5;69;9,094252215;1;starving;5
140d_starved;5;70;8,081435263;1;starving;5
140d_starved;5;71;8,50578681;1;starving;5
140d_starved;5;72;3,327994591;1;starving;5
140d_starved;5;73;6,157786399;1;starving;5
140d_starved;5;74;6,965461029;1;starving;5
140d_starved;5;75;3,451079985;1;starving;5
140d_starved;5;76;9,978122564;1;starving;5
140d_starved;5;77;3,987966748;1;starving;5
140d_starved;5;78;6,738046111;1;starving;5
140d_starved;5;79;7,500003309;1;starving;5
140d_starved;5;80;3,995000199;1;starving;5
140d_starved;5;81;6,454363585;1;starving;5
140d_starved;5;82;6,965461029;1;starving;5
140d_starved;5;83;5,096907531;1;starving;5
140d_starved;5;84;7,528137113;1;starving;5
140d_starved;5;85;3,425290664;1;starving;5
140d_starved;5;86;5,691234146;1;starving;5
140d_starved;5;87;6,048767908;1;starving;5
140d_starved;5;88;1,478196963;1;starving;5
140d_starved;5;89;5,107457708;1;starving;5
140d_starved;5;90;6,471947213;1;starving;5
140d_starved;10;1;7,641844572;1;starving;10
140d_starved;10;2;9,135280679;1;starving;10
140d_starved;10;3;6,803691654;1;starving;10
140d_starved;10;4;6,273838341;1;starving;10
140d_starved;10;5;6,006567201;1;starving;10
140d_starved;10;6;6,074557228;1;starving;10
140d_starved;10;7;7,992344883;1;starving;10
140d_starved;10;8;11,92521626;1;starving;10
140d_starved;10;9;9,424824414;1;starving;10
140d_starved;10;10;4,747579462;1;starving;10
140d_starved;10;11;4,47913608;1;starving;10
140d_starved;10;12;5,38879575;1;starving;10
140d_starved;10;13;4,805019313;1;starving;10
140d_starved;10;14;6,454363585;1;starving;10
140d_starved;10;15;2,229603985;1;starving;10
140d_starved;10;16;8,623010994;1;starving;10
140d_starved;10;17;10,14926987;1;starving;10
140d_starved;10;18;8,700378956;1;starving;10
140d_starved;10;19;4,156769574;1;starving;10
140d_starved;10;20;6,825964249;1;starving;10
140d_starved;10;21;9,669822959;1;starving;10
140d_starved;10;22;5,741640545;1;starving;10
140d_starved;10;23;5,654894649;1;starving;10
140d_starved;10;24;2,533214622;1;starving;10
140d_starved;10;25;7,951316418;1;starving;10
140d_starved;10;26;5,979605639;1;starving;10
140d_starved;10;27;4,404112603;1;starving;10
140d_starved;10;28;5,176619977;1;starving;10
140d_starved;10;29;5,19772033;1;starving;10
140d_starved;10;30;6,425057539;1;starving;10
140d_starved;10;31;8,378012449;1;starving;10
140d_starved;10;32;9,714368149;1;starving;10
140d_starved;10;33;10,21608766;1;starving;10
140d_starved;10;34;5,248126729;1;starving;10
140d_starved;10;35;3,724212334;1;starving;10
140d_starved;10;36;5,73226261;1;starving;10
140d_starved;10;37;3,625744019;1;starving;10
140d_starved;10;38;3,639810921;1;starving;10
140d_starved;10;39;1,377384165;1;starving;10
140d_starved;10;40;3,043139823;1;starving;10
140d_starved;10;41;7,470697263;1;starving;10
140d_starved;10;42;6,422713055;1;starving;10
140d_starved;10;43;2,280010384;1;starving;10
140d_starved;10;44;6,362928721;1;starving;10
140d_starved;10;45;6,515320161;1;starving;10
140d_starved;10;46;4,36425638;1;starving;10
140d_starved;10;47;2,871992514;1;starving;10
140d_starved;10;48;8,668728426;1;starving;10
140d_starved;10;49;5,908098887;1;starving;10
140d_starved;10;50;14,72804651;1;starving;10
140d_starved;10;51;5,054706825;1;starving;10
140d_starved;10;52;4,462724695;1;starving;10
140d_starved;10;53;6,488358599;1;starving;10
140d_starved;10;54;9,824558883;1;starving;10
140d_starved;10;55;6,77555785;1;starving;10
140d_starved;10;56;9,923027197;1;starving;10
140d_starved;10;57;11,7552412;1;starving;10
140d_starved;10;58;9,023917704;1;starving;10
140d_starved;10;59;9,685062103;1;starving;10
140d_starved;10;60;5,005472668;1;starving;10
140d_starved;10;61;7,045173474;1;starving;10
140d_starved;10;62;11,81150881;1;starving;10
140d_starved;10;63;6,16481985;1;starving;10
140d_starved;10;64;8,025167654;1;starving;10
140d_starved;10;65;13,67771782;1;starving;10
140d_starved;10;66;2,895437351;1;starving;10
140d_starved;10;67;5,443891117;1;starving;10
140d_starved;10;68;8,532748372;1;starving;10
140d_starved;10;69;8,396768318;1;starving;10
140d_starved;10;70;7,760240998;1;starving;10
140d_starved;10;71;10,91005483;1;starving;10
140d_starved;10;72;2,506253059;1;starving;10
140d_starved;10;73;7,470697263;1;starving;10
140d_starved;10;74;7,210459574;1;starving;10
140d_starved;10;75;1,88965385;1;starving;10
140d_starved;10;76;6,24101557;1;starving;10
140d_starved;10;77;5,154347382;1;starving;10
140d_starved;10;78;7,633638879;1;starving;10
140d_starved;10;79;7,477730714;1;starving;10
140d_starved;10;80;6,434435474;1;starving;10
140d_starved;10;81;6,386373558;1;starving;10
140d_starved;10;82;5,552909608;1;starving;10
140d_starved;10;83;4,406457086;1;starving;10
140d_starved;10;84;7,601988349;1;starving;10
140d_starved;10;85;2,185058795;1;starving;10
140d_starved;10;86;7,143641789;1;starving;10
140d_starved;10;87;7,904426744;1;starving;10
140d_starved;10;88;5,368867639;1;starving;10
140d_starved;10;89;4,977338864;1;starving;10
140d_starved;10;90;2,459363386;1;starving;10
140d_starved;15;1;5,592765831;1;starving;15
140d_starved;15;2;7,890359842;1;starving;15
140d_starved;15;3;3,962177428;1;starving;15
140d_starved;15;4;4,861286921;1;starving;15
140d_starved;15;5;4,73937377;1;starving;15
140d_starved;15;6;4,781574476;1;starving;15
140d_starved;15;7;5,787357977;1;starving;15
140d_starved;15;8;9,510398069;1;starving;15
140d_starved;15;9;5,95498856;1;starving;15
140d_starved;15;10;6,619649685;1;starving;15
140d_starved;15;11;4,51078661;1;starving;15
140d_starved;15;12;4,887076242;1;starving;15
140d_starved;15;13;4,232965294;1;starving;15
140d_starved;15;14;9,248988138;1;starving;15
140d_starved;15;15;1,911926445;1;starving;15
140d_starved;15;16;9,845659236;1;starving;15
140d_starved;15;17;11,92756075;1;starving;15
140d_starved;15;18;7,269071666;1;starving;15
140d_starved;15;19;4,147391639;1;starving;15
140d_starved;15;20;7,253832522;1;starving;15
140d_starved;15;21;6,549315174;1;starving;15
140d_starved;15;22;2,134652395;1;starving;15
140d_starved;15;23;5,922165789;1;starving;15
140d_starved;15;24;2,679744852;1;starving;15
140d_starved;15;25;6,416851846;1;starving;15
140d_starved;15;26;4,538920414;1;starving;15
140d_starved;15;27;3,424118422;1;starving;15
140d_starved;15;28;5,501330967;1;starving;15
140d_starved;15;29;5,309083305;1;starving;15
140d_starved;15;30;6,267977132;1;starving;15
140d_starved;15;31;6,318383531;1;starving;15
140d_starved;15;32;11,66263409;1;starving;15
140d_starved;15;33;6,677089535;1;starving;15
140d_starved;15;34;5,355972979;1;starving;15
140d_starved;15;35;3,540170365;1;starving;15
140d_starved;15;36;4,719445658;1;starving;15
140d_starved;15;37;3,032589647;1;starving;15
140d_starved;15;38;4,081746096;1;starving;15
140d_starved;15;39;1,135902345;1;starving;15
140d_starved;15;40;2,866131305;1;starving;15
140d_starved;15;41;8,542126307;1;starving;15
140d_starved;15;42;8,57612132;1;starving;15
140d_starved;15;43;2,550798249;1;starving;15
140d_starved;15;44;5,377073332;1;starving;15
140d_starved;15;45;6,148408464;1;starving;15
140d_starved;15;46;5,799080395;1;starving;15
140d_starved;15;47;3,424118422;1;starving;15
140d_starved;15;48;7,18935922;1;starving;15
140d_starved;15;49;4,493202983;1;starving;15
140d_starved;15;50;15,0023511;1;starving;15
140d_starved;15;51;4,079401612;1;starving;15
140d_starved;15;52;4,836669842;1;starving;15
140d_starved;15;53;4,371289831;1;starving;15
140d_starved;15;54;9,328700583;1;starving;15
140d_starved;15;55;6,442641167;1;starving;15
140d_starved;15;56;10,63223351;1;starving;15
140d_starved;15;57;8,349878645;1;starving;15
140d_starved;15;58;7,000628284;1;starving;15
140d_starved;15;59;8,721479309;1;starving;15
140d_starved;15;60;5,856520245;1;starving;15
140d_starved;15;61;6,296110936;1;starving;15
140d_starved;15;62;7,702801148;1;starving;15
140d_starved;15;63;6,698189888;1;starving;15
140d_starved;15;64;7,344095144;1;starving;15
140d_starved;15;65;10,62520006;1;starving;15
140d_starved;15;66;2,629338453;1;starving;15
140d_starved;15;67;5,545876157;1;starving;15
140d_starved;15;68;7,015867428;1;starving;15
140d_starved;15;69;8,053301458;1;starving;15
140d_starved;15;70;6,693500921;1;starving;15
140d_starved;15;71;9,067290652;1;starving;15
140d_starved;15;72;2,071351336;1;starving;15
140d_starved;15;73;4,940999366;1;starving;15
140d_starved;15;74;5,368867639;1;starving;15
140d_starved;15;75;1,491091624;1;starving;15
140d_starved;15;76;5,215303958;1;starving;15
140d_starved;15;77;4,031339697;1;starving;15
140d_starved;15;78;6,13316932;1;starving;15
140d_starved;15;79;6,212881766;1;starving;15
140d_starved;15;80;3,214287132;1;starving;15
140d_starved;15;81;7,031106572;1;starving;15
140d_starved;15;82;5,679511727;1;starving;15
140d_starved;15;83;4,742890495;1;starving;15
140d_starved;15;84;9,538531873;1;starving;15
140d_starved;15;85;2,908332011;1;starving;15
140d_starved;15;86;5,068773727;1;starving;15
140d_starved;15;87;4,261099098;1;starving;15
140d_starved;15;88;6,26680489;1;starving;15
140d_starved;15;89;5,70061208;1;starving;15
140d_starved;15;90;1,976399747;1;starving;15
140d_starved;20;1;5,442718875;1;starving;20
140d_starved;20;2;10,04376811;1;starving;20
140d_starved;20;3;4,359567413;1;starving;20
140d_starved;20;4;4,596360265;1;starving;20
140d_starved;20;5;6,270321616;1;starving;20
140d_starved;20;6;4,797985862;1;starving;20
140d_starved;20;7;7,643016814;1;starving;20
140d_starved;20;8;10,30635028;1;starving;20
140d_starved;20;9;5,701784322;1;starving;20
140d_starved;20;10;6,572760011;1;starving;20
140d_starved;20;11;5,078151662;1;starving;20
140d_starved;20;12;3,605815908;1;starving;20
140d_starved;20;13;4,014928311;1;starving;20
140d_starved;20;14;6,620821927;1;starving;20
140d_starved;20;15;1,989294407;1;starving;20
140d_starved;20;16;6,576276737;1;starving;20
140d_starved;20;17;6,434435474;1;starving;20
140d_starved;20;18;4,797985862;1;starving;20
140d_starved;20;19;3,26352129;1;starving;20
140d_starved;20;20;5,125041336;1;starving;20
140d_starved;20;21;4,91755453;1;starving;20
140d_starved;20;22;4,091124031;1;starving;20
140d_starved;20;23;4,578776637;1;starving;20
140d_starved;20;24;1,747812587;1;starving;20
140d_starved;20;25;5,980777881;1;starving;20
140d_starved;20;26;3,793374603;1;starving;20
140d_starved;20;27;1,678650319;1;starving;20
140d_starved;20;28;4,91169332;1;starving;20
140d_starved;20;29;3,183808844;1;starving;20
140d_starved;20;30;5,734607094;1;starving;20
140d_starved;20;31;5,681856211;1;starving;20
140d_starved;20;32;10,02970121;1;starving;20
140d_starved;20;33;NA;1;starving;20
140d_starved;20;34;4,143874913;1;starving;20
140d_starved;20;35;2,816897148;1;starving;20
140d_starved;20;36;4,264615823;1;starving;20
140d_starved;20;37;2,555487217;1;starving;20
140d_starved;20;38;2,99625015;1;starving;20
140d_starved;20;39;0,910831912;1;starving;20
140d_starved;20;40;2,289388319;1;starving;20
140d_starved;20;41;7,720384775;1;starving;20
140d_starved;20;42;5,06408476;1;starving;20
140d_starved;20;43;1,833386242;1;starving;20
140d_starved;20;44;4,346672752;1;starving;20
140d_starved;20;45;5,960849769;1;starving;20
140d_starved;20;46;6,403957186;1;starving;20
140d_starved;20;47;2,929432365;1;starving;20
140d_starved;20;48;5,817836265;1;starving;20
140d_starved;20;49;2,948188234;1;starving;20
140d_starved;20;50;10,70842923;1;starving;20
140d_starved;20;51;3,05369;1;starving;20
140d_starved;20;52;3,282277159;1;starving;20
140d_starved;20;53;5,589249105;1;starving;20
140d_starved;20;54;6,689984196;1;starving;20
140d_starved;20;55;3,795719086;1;starving;20
140d_starved;20;56;7,66646165;1;starving;20
140d_starved;20;57;6,577448979;1;starving;20
140d_starved;20;58;4,053612292;1;starving;20
140d_starved;20;59;2,689122787;1;starving;20
140d_starved;20;60;2,499219608;1;starving;20
140d_starved;20;61;5,766257624;1;starving;20
140d_starved;20;62;9,287672119;1;starving;20
140d_starved;20;63;3,808613747;1;starving;20
140d_starved;20;64;4,310333255;1;starving;20
140d_starved;20;65;7,696939938;1;starving;20
140d_starved;20;66;2,104174107;1;starving;20
140d_starved;20;67;3,049001033;1;starving;20
140d_starved;20;68;3,480386031;1;starving;20
140d_starved;20;69;9,012195286;1;starving;20
140d_starved;20;70;6,753285255;1;starving;20
140d_starved;20;71;5,327839174;1;starving;20
140d_starved;20;72;1,18982547;1;starving;20
140d_starved;20;73;3,312755447;1;starving;20
140d_starved;20;74;5,285638468;1;starving;20
140d_starved;20;75;2,505080818;1;starving;20
140d_starved;20;76;2,578932054;1;starving;20
140d_starved;20;77;3,840264276;1;starving;20
140d_starved;20;78;3,775790975;1;starving;20
140d_starved;20;79;4,849564503;1;starving;20
140d_starved;20;80;2,937638057;1;starving;20
140d_starved;20;81;5,326666933;1;starving;20
140d_starved;20;82;4,436935374;1;starving;20
140d_starved;20;83;5,70647329;1;starving;20
140d_starved;20;84;6,964288787;1;starving;20
140d_starved;20;85;1,264848948;1;starving;20
140d_starved;20;86;4,477963839;1;starving;20
140d_starved;20;87;2,934121332;1;starving;20
140d_starved;20;88;4,585810088;1;starving;20
140d_starved;20;89;6,046423424;1;starving;20
140d_starved;20;90;1,482885931;1;starving;20
140d_starved;25;1;3,656222307;1;starving;25
140d_starved;25;2;7,830575508;1;starving;25
140d_starved;25;3;5,202409297;1;starving;25
140d_starved;25;4;5,103940983;1;starving;25
140d_starved;25;5;5,683028453;1;starving;25
140d_starved;25;6;5,119180126;1;starving;25
140d_starved;25;7;6,516492403;1;starving;25
140d_starved;25;8;6,899815485;1;starving;25
140d_starved;25;9;6,371134414;1;starving;25
140d_starved;25;10;4,87300934;1;starving;25
140d_starved;25;11;2,869648031;1;starving;25
140d_starved;25;12;1,993983374;1;starving;25
140d_starved;25;13;2,915365462;1;starving;25
140d_starved;25;14;4,279854967;1;starving;25
140d_starved;25;15;1,53329233;1;starving;25
140d_starved;25;16;7,46249157;1;starving;25
140d_starved;25;17;5,844797827;1;starving;25
140d_starved;25;18;5,721712434;1;starving;25
140d_starved;25;19;2,895437351;1;starving;25
140d_starved;25;20;4,910521079;1;starving;25
140d_starved;25;21;4,352533961;1;starving;25
140d_starved;25;22;3,224837309;1;starving;25
140d_starved;25;23;4,278682725;1;starving;25
140d_starved;25;24;2,064317885;1;starving;25
140d_starved;25;25;4,414662779;1;starving;25
140d_starved;25;26;3,199047988;1;starving;25
140d_starved;25;27;1,805252438;1;starving;25
140d_starved;25;28;2,318694365;1;starving;25
140d_starved;25;29;2,698500722;1;starving;25
140d_starved;25;30;4,102846449;1;starving;25
140d_starved;25;31;4,16731975;1;starving;25
140d_starved;25;32;8,018134203;1;starving;25
140d_starved;25;33;3,880120499;1;starving;25
140d_starved;25;34;5,171931009;1;starving;25
140d_starved;25;35;3,127541236;1;starving;25
140d_starved;25;36;4,238826503;1;starving;25
140d_starved;25;37;2,42419613;1;starving;25
140d_starved;25;38;3,529620188;1;starving;25
140d_starved;25;39;0,897937251;1;starving;25
140d_starved;25;40;1,931854557;1;starving;25
140d_starved;25;41;7,293688744;1;starving;25
140d_starved;25;42;6,478980664;1;starving;25
140d_starved;25;43;1,699750672;1;starving;25
140d_starved;25;44;3,033761889;1;starving;25
140d_starved;25;45;4,388873459;1;starving;25
140d_starved;25;46;6,197642622;1;starving;25
140d_starved;25;47;3,203736956;1;starving;25
140d_starved;25;48;5,300877612;1;starving;25
140d_starved;25;49;3,347922702;1;starving;25
140d_starved;25;50;7,544548499;1;starving;25
140d_starved;25;51;2,318694365;1;starving;25
140d_starved;25;52;3,392467892;1;starving;25
140d_starved;25;53;4,846047777;1;starving;25
140d_starved;25;54;5,085185113;1;starving;25
140d_starved;25;55;2,317522123;1;starving;25
140d_starved;25;56;6,957255336;1;starving;25
140d_starved;25;57;7,148330756;1;starving;25
140d_starved;25;58;3,215459374;1;starving;25
140d_starved;25;59;3,379573232;1;starving;25
140d_starved;25;60;3,506175351;1;starving;25
140d_starved;25;61;5,119180126;1;starving;25
140d_starved;25;62;9,223198817;1;starving;25
140d_starved;25;63;4,257582372;1;starving;25
140d_starved;25;64;5,501330967;1;starving;25
140d_starved;25;65;8,90669352;1;starving;25
140d_starved;25;66;2,438263033;1;starving;25
140d_starved;25;67;4,5553318;1;starving;25
140d_starved;25;68;2,42419613;1;starving;25
140d_starved;25;69;4,960927478;1;starving;25
140d_starved;25;70;6,634888829;1;starving;25
140d_starved;25;71;6,799002687;1;starving;25
140d_starved;25;72;1,522742153;1;starving;25
140d_starved;25;73;2,985699973;1;starving;25
140d_starved;25;74;3,694906288;1;starving;25
140d_starved;25;75;1,977571988;1;starving;25
140d_starved;25;76;5,441546633;1;starving;25
140d_starved;25;77;2,793452311;1;starving;25
140d_starved;25;78;3,617538326;1;starving;25
140d_starved;25;79;3,968038637;1;starving;25
140d_starved;25;80;2,285871593;1;starving;25
140d_starved;25;81;4,135669221;1;starving;25
140d_starved;25;82;4,858942437;1;starving;25
140d_starved;25;83;4,302127562;1;starving;25
140d_starved;25;84;7,165914384;1;starving;25
140d_starved;25;85;1,50750301;1;starving;25
140d_starved;25;86;5,428651973;1;starving;25
140d_starved;25;87;3,220148342;1;starving;25
140d_starved;25;88;3,705456464;1;starving;25
140d_starved;25;89;4,608082683;1;starving;25
140d_starved;25;90;1,935371282;1;starving;25
140d_starved;30;1;4,051267808;1;starving;30
140d_starved;30;2;6,427402023;1;starving;30
140d_starved;30;3;4,960927478;1;starving;30
140d_starved;30;4;2,961082894;1;starving;30
140d_starved;30;5;3,835575309;1;starving;30
140d_starved;30;6;3,902393094;1;starving;30
140d_starved;30;7;4,424040714;1;starving;30
140d_starved;30;8;5,850659036;1;starving;30
140d_starved;30;9;5,261021389;1;starving;30
140d_starved;30;10;3,844953244;1;starving;30
140d_starved;30;11;3,494452933;1;starving;30
140d_starved;30;12;2,331589025;1;starving;30
140d_starved;30;13;2,360895071;1;starving;30
140d_starved;30;14;4,397079151;1;starving;30
140d_starved;30;15;1,434824015;1;starving;30
140d_starved;30;16;6,260943681;1;starving;30
140d_starved;30;17;5,753362963;1;starving;30
140d_starved;30;18;4,010239343;1;starving;30
140d_starved;30;19;3,045484307;1;starving;30
140d_starved;30;20;4,565881977;1;starving;30
140d_starved;30;21;2,62113276;1;starving;30
140d_starved;30;22;2,792280069;1;starving;30
140d_starved;30;23;3,908254303;1;starving;30
140d_starved;30;24;2,440607516;1;starving;30
140d_starved;30;25;4,513131094;1;starving;30
140d_starved;30;26;2,472258046;1;starving;30
140d_starved;30;27;0,984683148;1;starving;30
140d_starved;30;28;2,913020979;1;starving;30
140d_starved;30;29;3,369023056;1;starving;30
140d_starved;30;30;4,540092656;1;starving;30
140d_starved;30;31;5,427479731;1;starving;30
140d_starved;30;32;6,69936213;1;starving;30
140d_starved;30;33;4,251721163;1;starving;30
140d_starved;30;34;4,844875535;1;starving;30
140d_starved;30;35;1,448890917;1;starving;30
140d_starved;30;36;2,406612503;1;starving;30
140d_starved;30;37;1,53329233;1;starving;30
140d_starved;30;38;2,641060871;1;starving;30
140d_starved;30;39;1,040950756;1;starving;30
140d_starved;30;40;1,970538537;1;starving;30
140d_starved;30;41;6,757974222;1;starving;30
140d_starved;30;42;5,332528142;1;starving;30
140d_starved;30;43;1,570804069;1;starving;30
140d_starved;30;44;3,087685013;1;starving;30
140d_starved;30;45;5,76391314;1;starving;30
140d_starved;30;46;4,442796583;1;starving;30
140d_starved;30;47;1,838075209;1;starving;30
