"","b_1.0.21d.cell.number","b_2.0.21d.cell.number"
"1",0.404205144297111,-0.101069045541943
"2",0.310906160645891,-0.11057867123463
"3",0.260749327007788,-0.100873294217849
"4",0.650255307098881,-0.0937640347960451
"5",0.255702396652444,-0.0902561441487506
"6",0.743787359453648,-0.0982124444944746
"7",0.281579210778245,-0.0860378412130349
"8",0.315846878407774,-0.121201498511759
"9",0.4445647441268,-0.104445039756905
"10",0.614887557753504,-0.118267824014042
"11",0.202253833578139,-0.0821761475210429
"12",0.433868393488128,-0.107347936358988
"13",0.374912386769472,-0.0933225816826835
"14",0.254603047696466,-0.101025673271511
"15",0.321507631620223,-0.113753787240088
"16",0.276964861603037,-0.107406199381498
"17",0.169118737320657,-0.0933601284160262
"18",0.547310564101486,-0.0948920203372601
"19",0.416891603590614,-0.114570914754292
"20",0.321058139028872,-0.107139724497564
"21",0.433447584432032,-0.130400751904747
"22",0.424624281387858,-0.106007147680503
"23",0.210197878712572,-0.103171536498228
"24",0.497486663581105,-0.092040713035359
"25",0.430462635231956,-0.105994072035966
"26",0.375835042666646,-0.108522720241434
"27",0.270742566808877,-0.084555599613371
"28",0.504011321616123,-0.0920165931723574
"29",0.461409379795496,-0.0881060785536854
"30",0.601558879540616,-0.110376024066046
"31",0.406439176513343,-0.0994857161816827
"32",0.438432916005373,-0.122980402886634
"33",0.22651051262345,-0.0757778649531348
"34",0.358637464550204,-0.0995174961789583
"35",0.290951042544746,-0.120055438906131
"36",0.525078402424664,-0.111248141227
"37",0.313590267659065,-0.0916136588896298
"38",0.607143478934733,-0.0997103955227447
"39",0.470458801243579,-0.0941488092090225
"40",0.688544109078288,-0.103478569477219
"41",0.332496856837471,-0.0840794069138111
"42",0.419490347677104,-0.0986892420784164
"43",0.279421969428296,-0.0969297880769486
"44",0.433751318017525,-0.100057441994869
"45",0.336098821152823,-0.103592488620072
"46",0.228769068080809,-0.0976853667357454
"47",0.733661188885881,-0.108786273450757
"48",0.337274702082864,-0.124982123746985
"49",0.378962959003912,-0.0968125678163727
"50",0.546627871171614,-0.105264814837925
"51",0.464036383719004,-0.106900728216092
"52",0.394192361716023,-0.120119020236837
"53",0.333154716375346,-0.102521021032077
"54",0.349478180018589,-0.0899598432081586
"55",0.523691587281141,-0.10851593750546
"56",0.179578343011484,-0.0928085003392134
"57",0.45281015603354,-0.0936327496872928
"58",0.446244340873339,-0.105925443904531
"59",0.523086975291987,-0.0912160698699265
"60",0.447662166531801,-0.109800690632201
"61",0.683654314405503,-0.0827144928891094
"62",0.228977114700172,-0.0837886828954638
"63",0.428492739328433,-0.113534424510314
"64",0.54459849535082,-0.112214998148755
"65",0.314753336774627,-0.107362656111119
"66",0.973826348316937,-0.100283077371617
"67",0.432031046458583,-0.0888169383586376
"68",0.315046859165482,-0.102699011262752
"69",0.32320516237222,-0.104667973269704
"70",0.423534673114822,-0.111670009888688
"71",0.287231285461354,-0.104868736819271
"72",0.243887979690259,-0.100281411008293
"73",0.690223401897076,-0.121492870520135
"74",0.419855802350829,-0.0917636111148378
"75",0.322459405434923,-0.103972086044364
