"","b_1.0.21d.cell.number","b_2.0.21d.cell.number"
"76",0.418747877224216,-0.105749949305063
"77",0.223316238983219,-0.0857763306504398
"78",0.416792893969756,-0.0831926708513346
"79",0.461571359312692,-0.105023537536518
"80",0.370798703646693,-0.110575326725432
"81",0.384553896837166,-0.0995987927484588
"82",0.366471879432768,-0.0927432667677673
"83",0.198252146563397,-0.106043521804722
"84",0.536210903449265,-0.0965559749010655
"85",0.885750520074082,-0.0896058413948477
"86",0.794605055900482,-0.0876294120192596
"87",0.524501509272433,-0.125477467290684
"88",0.453289461596987,-0.0845981535440044
"89",0.394649934423204,-0.0959377711539656
"90",0.3734581837876,-0.115556818655953
"91",0.552479867651117,-0.110539530047667
"92",0.420901147478147,-0.100293243743569
"93",0.240322259566505,-0.100909608785503
"94",0.405311954136148,-0.0934918285752456
"95",0.256465245206713,-0.101130266261048
"96",0.435034654228314,-0.0983968760265415
"97",0.254113016011344,-0.11926286075921
"98",0.622560887212014,-0.11079654588783
"99",0.463042368742069,-0.0998139130082713
"100",0.347212600128005,-0.102903955717641
"101",0.651465233077963,-0.102067528824796
"102",0.460519361570082,-0.105300822248629
"103",0.398917090045002,-0.11231810300611
"104",0.30106828208014,-0.106802192794059
"105",0.417535960578809,-0.0905650554905272
"106",0.373548744024751,-0.09739006905816
"107",0.394222690296425,-0.0949847209065014
"108",0.470433717469998,-0.112877161201249
"109",0.273495117836217,-0.111996637910035
"110",0.412897787669352,-0.106433054185043
"111",0.438911079336917,-0.102886600584011
"112",0.608259341399518,-0.0983239082689421
"113",0.51384830216747,-0.10258594570298
"114",0.444002417442578,-0.103527809949945
"115",0.526518536246635,-0.0969774322710527
"116",0.342542594777254,-0.0956703361766491
"117",0.355125232701816,-0.0922903785601009
"118",0.361054942264435,-0.0929503669806613
"119",0.486350264914482,-0.113040470447265
"120",0.309881611079369,-0.109000814633995
"121",0.377217876485393,-0.0986479800615483
"122",0.320962149754074,-0.0978960012572457
"123",0.483878543006582,-0.0857201874590692
"124",0.318140204805656,-0.101344998010105
"125",0.224241932225189,-0.0875076871052851
"126",0.477904744253461,-0.12260045676473
"127",0.316872143362199,-0.0964690322735313
"128",0.381774283961011,-0.0966191272218496
"129",0.380414126520011,-0.117701539226382
"130",0.529091606409498,-0.0963338589816046
"131",0.5614599170267,-0.0975935355883795
"132",0.377251500251892,-0.09185780716201
"133",0.37091051152105,-0.101790708342231
"134",0.518579348016932,-0.105410496933726
"135",0.409800807958674,-0.0810073333819904
"136",0.188173222027768,-0.0950073446983664
"137",0.35151386317655,-0.0947663148672412
"138",0.648962330491985,-0.0775427168943025
"139",0.323643981195972,-0.0906785210989299
"140",0.359868888043626,-0.0882165294838893
"141",0.592967469182626,-0.0969003660169096
"142",0.400825841225232,-0.096843537653619
"143",0.659024156973395,-0.106121946609526
"144",0.228925102024469,-0.106405075780868
"145",0.675202572502763,-0.088662636867526
"146",0.309645180323821,-0.0972568897822604
"147",0.35130746776871,-0.115146180945742
"148",0.346141560391844,-0.0938942905063913
"149",0.398586046861645,-0.104843746847114
"150",0.340805074669571,-0.0879064498773123
"151",0.414746921040536,-0.0894701706960344
"152",0.497678999019534,-0.12267981716895
"153",-0.112161980448229,0.0295481662445747
"154",0.28429504516152,-0.107743138056115
"155",0.39255053529618,-0.100540177022072
"156",0.552831758151166,-0.108072942935517
"157",0.523098914968131,-0.106729976892839
"158",0.535743820962635,-0.109010750437077
"159",0.572242792679545,-0.106879231714531
"160",0.419227089354659,-0.0865920915531466
"161",0.451774340164834,-0.0959878665534925
"162",0.380732149486752,-0.0848773779047437
"163",0.615629937371587,-0.125235388910293
"164",0.51207942872324,-0.109831248730502
"165",0.598657123841604,-0.0927836736480119
"166",0.26804949687226,-0.111038253031787
"167",0.34545015302327,-0.0948619535920428
"168",0.428940280226337,-0.0862583059311523
"169",0.419795129455603,-0.106632426497601
"170",0.493779267915978,-0.0999532934633957
"171",0.267227430209171,-0.0983397184299332
"172",0.488489127475984,-0.0939719074275611
"173",0.365073041228441,-0.12312997248605
"174",0.451501421558418,-0.0945129825884233
"175",0.334004387675647,-0.0997017748688221
"176",0.482352391513814,-0.12495100247884
"177",0.554911341051602,-0.109187046796959
"178",0.323045714841075,-0.121131054137865
"179",0.365808084236711,-0.105162507229087
"180",0.308401404777893,-0.100214378783195
"181",0.410151443217748,-0.0965665151472751
"182",0.657375249879368,-0.100198585425007
"183",0.448632642749807,-0.110321203794596
"184",0.473688553797688,-0.100338460336364
"185",0.437013031262055,-0.120692939093444
"186",0.372041420449331,-0.111211755184644
"187",0.267927180613886,-0.0754687944487455
"188",0.351555305608069,-0.116276601859773
"189",0.286777730220092,-0.0905341232470598
"190",0.500075473301714,-0.0915911222071087
"191",0.507136515417808,-0.0926925092435256
"192",0.220550126047236,-0.103259038992481
"193",0.360593177192053,-0.101405461400993
"194",0.348529875057376,-0.115760983187988
"195",0.216687634091071,-0.0966227948261055
"196",0.316753469956001,-0.0907269480488988
"197",0.16464367889612,-0.084631245080296
"198",0.324353544234696,-0.0985326237443141
"199",0.419875418164312,-0.0883374719496948
"200",0.278553870518311,-0.108549503811009
"201",0.252964947170939,-0.099508672520145
"202",0.331409059401702,-0.0981752486162752
"203",0.398483179165306,-0.0870315267227718
"204",0.371755298722246,-0.109429069516202
"205",0.410513499324853,-0.0935573822128716
"206",0.356849332618064,-0.0914812988554346
"207",0.395800416771464,-0.11582209973939
"208",0.236096807963871,-0.0700766125281633
"209",0.31623876532669,-0.0978413806620394
"210",0.540455887619517,-0.0872150712596215
"211",0.362179743653253,-0.105218525558268
"212",0.588089817444366,-0.0915049574084282
"213",0.330299539673385,-0.107066349604181
"214",0.638153277003197,-0.100260151463857
"215",0.574413493184315,-0.0806281507747535
"216",0.378228734228026,-0.113738413612566
"217",0.676945447646625,-0.108396266545601
"218",0.398740840023277,-0.102803655892124
"219",0.45007996550993,-0.104787138105982
"220",0.537026278593616,-0.113150471305022
"221",0.262300746287219,-0.113187316731286
"222",0.338389040966539,-0.0779060776468889
"223",0.316915928287163,-0.0905768486458621
"224",0.567166108721267,-0.102452451382021
"225",0.286343407785522,-0.114672403139323
"226",0.349538671797409,-0.0856265707402689
"227",0.38604477845631,-0.106918815865968
"228",0.637374305948141,-0.102729909768147
"229",0.525685327543987,-0.110260262288569
"230",0.225537450204599,-0.0968782079231172
"231",0.328514932684335,-0.100027456658968
"232",0.257445602898865,-0.0863433458441855
"233",0.673431584767878,-0.0959887798220791
"234",0.491171670199903,-0.0889789266122025
"235",0.359756687343049,-0.0998871103497866
"236",0.40631438348416,-0.0984388538081085
"237",0.34440185519227,-0.109442336030094
"238",0.548463580770262,-0.0872132300297239
"239",0.435243183367962,-0.10204651346741
"240",0.422579214348294,-0.0866653187138302
"241",0.252369379337603,-0.10382025797555
"242",0.481157051877844,-0.124909448918758
"243",0.295819920919445,-0.121667938841979
"244",0.362504075672768,-0.0953074714497743
"245",0.525118814603173,-0.102645837623286
"246",0.534259408490589,-0.135830833451249
"247",0.497038098186175,-0.11287119774427
"248",0.401147032782201,-0.110128086078093
"249",0.30659327115974,-0.0867877427585296
"250",0.279443593580494,-0.10374874506477
"251",0.588192437691747,-0.0952171134891127
"252",0.580404124245689,-0.0938709924356454
"253",0.432020917757003,-0.0866303554011535
"254",0.647101606947999,-0.0761541807506378
"255",0.414049604998227,-0.102578725440447
"256",0.498142188627229,-0.0978047202692651
"257",0.426246182428249,-0.101995935004617
"258",0.429888099284649,-0.0902583335317108
"259",0.3051706292742,-0.0986874376973606
"260",0.405278011419602,-0.0938766911829742
"261",0.421646699799977,-0.106992150325603
"262",0.311288903084842,-0.106467028603271
"263",0.521247040656193,-0.0875416092047303
"264",0.599800373437736,-0.115649897859083
"265",0.29410281592929,-0.0976366057012458
"266",0.365927566274448,-0.0885267438954259
"267",0.39436516985369,-0.131271286249318
"268",0.381940808899215,-0.0969505491999216
"269",0.386403074134908,-0.103047359937117
"270",0.336831716302733,-0.0788511145344556
"271",0.386161375369679,-0.107044890927276
"272",0.261485654303276,-0.0959493219322572
"273",0.564556237502018,-0.101933340078259
"274",0.364722117203072,-0.0748614543603101
"275",0.396148608093047,-0.107424229016766
"276",0.215103283683216,-0.094725983810416
"277",0.499974587633253,-0.131632072504651
"278",0.446246929623349,-0.125597203377221
"279",0.548244586653533,-0.125528828340488
"280",0.300766118877554,-0.0987246451869332
"281",0.641467236731223,-0.0975100309483601
"282",0.355321970482316,-0.115941175235147
"283",0.45861842367243,-0.0864810671903179
"284",0.383501053055452,-0.106812441758793
"285",0.357414227634449,-0.101142451678925
"286",0.250134565765782,-0.113693557622774
"287",0.283919361941066,-0.093540399712868
"288",0.322523234019634,-0.0995918409038802
"289",0.559190109955711,-0.116396110871669
"290",0.409777966125717,-0.0918784797466411
"291",0.525738893974809,-0.127987440390557
"292",0.465630653079879,-0.102397335211778
"293",0.335859981872469,-0.110369960840543
"294",0.492430495040445,-0.123150502920157
"295",0.430796471103685,-0.0932059320201122
"296",0.206165227751329,-0.0984819391965698
"297",0.235927625662253,-0.10059796402162
"298",0.312811481634758,-0.0879014500779277
"299",0.518439577948393,-0.104005974945963
"300",0.40434479922086,-0.0976023501159942
