"","b_1.0.21d","b_2.0.21d"
"93",0.207243258257856,-0.0245822612713954
"94",0.272465134318974,-0.0254451263579778
"95",0.23321864025152,-0.0207702627664963
"96",0.170154586142729,-0.0182674125641132
"97",0.213899376793695,-0.022271909719958
"98",0.214451402403743,-0.0283427872175912
"99",0.260945430873196,-0.0307600230501519
"100",0.229849323666405,-0.0222780055307336
"101",0.235792895670749,-0.02257522123088
"102",0.156506770287909,-0.0167349691666073
"103",0.200556636209213,-0.0166489892052441
"104",0.227242571879419,-0.0278411570663948
"105",0.246564172064072,-0.0273135921812934
"106",0.290044745170022,-0.0297800570842259
"107",0.308445846924382,-0.0224300531184229
"108",0.191185926447413,-0.019403264910538
"109",0.263770715959972,-0.0244367719951814
"110",0.249636465587201,-0.018552791921866
"111",0.187149076143412,-0.0219876542045059
"112",0.203424608991017,-0.0236134824496558
"113",0.263180142190886,-0.0340030246750558
"114",0.268053289812273,-0.0306631923040321
"115",0.215880993778713,-0.0263667238131224
"116",0.239026158015485,-0.0247675981315769
"117",0.265783428309484,-0.0199971681758986
"118",0.288895888514773,-0.0272724074195234
"119",0.246614878567894,-0.0295036464590016
"120",0.240017694516885,-0.0243650093415136
"121",0.221396969866095,-0.0288762533489728
"122",0.203506455715981,-0.0100275587202622
"123",0.236439543612607,-0.0205818774013673
"124",0.224412097678832,-0.0199358476576433
"125",0.224412058034415,-0.0234673157253615
"126",0.194441034371844,-0.021034956224938
"127",0.216128446348596,-0.0238690249714045
"128",0.159522008452614,-0.019215820732438
"129",0.229697757560915,-0.0174473398323069
"130",0.235614421599991,-0.0256922980490012
"131",0.253440014535744,-0.0178711610434095
"132",0.266899808593705,-0.0234274219512565
"133",0.247274611780326,-0.0266412343412303
"134",0.237452696671345,-0.0288180332375576
"135",0.278990154562838,-0.021572073034903
"136",0.237773761431146,-0.0243184357843002
"137",0.241080692660429,-0.0252378383291913
"138",0.181207517830452,-0.0176392211529879
"139",0.225284287596816,-0.0232713651781793
"140",0.231345312227961,-0.023075457868392
"141",0.218051750750579,-0.0206055955970786
"142",0.129485585956718,-0.017769678824579
"143",0.271469370266676,-0.0285161591073515
"144",0.284556323515211,-0.0242309069720065
"145",0.199061361568169,-0.0162839930528146
"146",0.242725223370662,-0.0254353070960896
"147",0.224286137719388,-0.0232090134142205
"148",0.253990481749694,-0.0297501201973374
"149",0.19672826387631,-0.0170338869770743
"150",0.280850309213476,-0.0310045827245725
"151",0.240790838531271,-0.0264913045066845
"152",0.26748490949426,-0.025108624277648
"153",0.238279977794669,-0.0235597376441339
"154",0.164897162860031,-0.0170681761111298
"155",0.21477270871581,-0.0276009073717457
"156",0.195972031171812,-0.0225982726854609
"157",0.237277978419714,-0.0286627932828403
"158",0.142403662087414,-0.0124866302238615
"159",0.217579639751009,-0.0256835873441877
"160",0.176770104210108,-0.019767794181861
"161",0.256239276765669,-0.0252286208540585
"162",0.208200508116619,-0.0251529417135291
"163",0.172142562756176,-0.0170424145424791
"164",0.235560140743557,-0.021122979961333
"165",0.309807188629095,-0.02414407043002
"166",0.186346742422114,-0.02477010677568
"167",0.222112000805698,-0.0196536865319272
"168",0.163873345729833,-0.0177854358760726
"169",0.325983954884247,-0.0305377899349764
"170",0.306401234051235,-0.0261825790082956
"171",0.28049684301872,-0.0317353339061674
"172",0.235644755127848,-0.0302501425732518
"173",0.207154111698152,-0.0230632802389378
"174",0.264878772624156,-0.0398301812328932
"175",0.233971316801942,-0.02826141272529
"176",0.257586912604799,-0.0220383597918544
"177",0.21972547800621,-0.0299138254639885
"178",0.246116748066844,-0.0241803828562409
"179",0.273507363251254,-0.0258476086250688
"180",0.172407772102587,-0.0187663001409085
"181",0.266617173123989,-0.0312038533932967
"182",0.200022835116512,-0.0279882222026282
"183",0.305964011431471,-0.0222976878063798
"184",0.209146614408661,-0.0194749552081544
"185",0.286191594427944,-0.0264633422362257
"186",0.188410245543541,-0.0268401624702464
"187",0.280328619637255,-0.0250226542027473
"188",0.205308738742662,-0.023719393962113
"189",0.302391002348626,-0.02303282376773
"190",0.256954146277489,-0.0237100161423097
"191",0.31758367866323,-0.0250702205276957
"192",0.179549104570638,-0.0179590563235108
"193",0.168156746057053,-0.0117725417063083
"194",0.187166503262179,-0.0153492733595599
"195",0.193738990318046,-0.0210147455698513
"196",0.225721770861949,-0.0218613987835915
"197",0.099827104942752,-0.0183603560747322
"198",0.201088463184899,-0.0274037139721898
"199",0.241787287061425,-0.0168415028175628
"200",0.241207032514501,-0.0187627353588019
"201",0.256401796813644,-0.0241260604290972
"202",0.197004122105398,-0.0254504561230998
"203",0.155355582644585,-0.0167315008972966
"204",0.223680417281454,-0.0244550445251668
"205",0.173315057341854,-0.0222913559589247
"206",0.173219268257334,-0.0172218658454601
"207",0.240034586000136,-0.0200739638004024
"208",0.225282124265209,-0.0162696304170875
"209",0.239576202104646,-0.0264705384348681
"210",0.236650572582006,-0.033928372978423
"211",0.188022017294863,-0.0191780889110667
"212",0.245315793699381,-0.0202962921034527
"213",0.246080095290476,-0.0158266436518082
"214",0.177500308775701,-0.0143613189526067
"215",0.185111343050502,-0.0254740649741583
"216",0.317706936787861,-0.0263006467096883
"217",0.238165370527995,-0.0133981493833415
"218",0.199165180866914,-0.0145139156623161
"219",0.293768873863088,-0.0239150180070222
"220",0.267842919416066,-0.0263828910429955
"221",0.260244031482936,-0.0259732853511951
"222",0.187258973076862,-0.0179121389663804
"223",0.244070894600666,-0.0240027217693079
"224",0.190472135076036,-0.0183985958861393
"225",0.230536077788393,-0.0293641207612959
"226",0.311333347023263,-0.0268974706664191
"227",0.233874352590882,-0.0198414267269365
"228",0.2387727197846,-0.0359464173140004
"229",0.268854903929124,-0.0282756179981708
"230",0.205265999141225,-0.0202244479680688
"231",0.186607808131464,-0.0222866296318989
"232",0.2803600378921,-0.0250254170397484
"233",0.210337838735914,-0.0206832047258098
"234",0.210285131577306,-0.0251846172774248
"235",0.258412750530121,-0.032867532657377
"236",0.183052765844609,-0.0141183847411254
"237",0.243620438691046,-0.0277434714477029
"238",0.259683279954299,-0.021350567605039
"239",0.238835684453413,-0.0238629939033572
"240",0.267009309530994,-0.0213427980730197
"241",0.234583245861486,-0.0232468290817035
"242",0.203823591279654,-0.0229820361220107
"243",0.237416775729351,-0.0215504053593839
"244",0.234252695901405,-0.0236591836006212
"245",0.137645808713121,-0.0132714876732348
"246",0.310073749856354,-0.0215255094340154
"247",0.230685752125434,-0.0279891186569242
"248",0.247712282161966,-0.0192602696898599
"249",0.225463918605846,-0.0247416821654285
"250",0.253525493674745,-0.0236234359952407
"251",0.243640166526272,-0.024541887340679
"252",0.213394321515366,-0.0235385107747987
"253",0.295286177357303,-0.030422725934995
"254",0.191219353740405,-0.0184940307978306
"255",0.285752750716344,-0.027666427121116
"256",0.236187218424739,-0.0234237440548958
"257",0.242168300883749,-0.0198770714365075
"258",0.170495767113861,-0.0119287571558317
"259",0.242234003823301,-0.0268211238866069
"260",0.236099991233964,-0.0287951310894534
"261",0.15995276627868,-0.0108809734115166
"262",0.24214759188785,-0.0254752936827467
"263",0.19000269997335,-0.0160086627826946
"264",0.23767085066711,-0.026685174468827
"265",0.280631694068607,-0.029051566537924
"266",0.328473897490902,-0.0360501273280409
"267",0.239883753068782,-0.0319094658413424
"268",0.334248821014191,-0.0257721534349882
"269",0.22216202843224,-0.02307709140854
"270",0.272322373704679,-0.0300947330348094
"271",0.261608074157789,-0.0253535382265345
"272",0.22355210123806,-0.0205976835876795
"273",0.2707920768733,-0.0269781101695843
"274",0.118414797285939,-0.0180361031034959
"275",0.187845113269688,-0.0228080529043484
"276",0.264406301537199,-0.0194235830845685
"277",0.318506468057053,-0.0245006410894221
"278",0.187753555385712,-0.0185545350296477
"279",0.244993149937732,-0.0252739812946483
"280",0.312827841980563,-0.0160229216672986
"281",0.249612723816583,-0.0247644152034744
"282",0.249320217161503,-0.0223507331710277
"283",0.214470544566144,-0.0307895575316368
"284",0.248258173126527,-0.0206745377206056
"285",0.201245222946545,-0.0167365483087663
"286",0.234304189308988,-0.0232802264744205
"287",0.25699637906485,-0.0347490170202554
"288",0.230119094138452,-0.0211984919408476
"289",0.205907934225221,-0.0220880779381225
"290",0.259442650883512,-0.0266364326663238
"291",0.221876752686512,-0.022795898219385
"292",0.198031995614167,-0.028978129936607
"293",0.287413229521041,-0.0227171071317339
"294",0.262090893211922,-0.0231108758067414
"295",0.22121248917924,-0.0266888638976135
"296",0.201722981420397,-0.0243687968447062
"297",0.307835164272657,-0.0196508654151028
"298",0.231488307371251,-0.0288493214274067
"299",0.265371082138417,-0.0277540019632308
"300",0.201332695016866,-0.018509174271484
