"","b_1.0.21d","b_2.0.21d"
"1",0.239245047824852,-0.0231807806891937
"2",0.209143589845902,-0.0233982238824743
"3",0.267221755529949,-0.0158463900136719
"4",0.174804995053011,-0.0173274879506649
"5",0.360878841013807,-0.0318708176709575
"6",0.298451891311389,-0.0247285715081588
"7",0.142225584594584,-0.0125088384588776
"8",0.194939081804117,-0.012862771310208
"9",0.315980695119234,-0.0292554423232635
"10",0.204146746679735,-0.0193240715788042
"11",0.315570815184794,-0.0274638250361737
"12",0.305080925953932,-0.0289491143141298
"13",0.218351274592442,-0.0193095007371794
"14",0.165299305932677,-0.0166824660619732
"15",0.204309166808707,-0.0223346164674699
"16",0.182350869121006,-0.0265393865347487
"17",0.182050870709841,-0.0180123743903677
"18",0.230386080032291,-0.0228581197876977
"19",0.224448476989292,-0.0255140597542072
"20",0.252037403961036,-0.0205291580729674
"21",0.162972296534344,-0.0203970828774706
"22",0.215459483599612,-0.0264418987505563
"23",0.240986367704803,-0.0253017454091801
"24",0.299454596870494,-0.0242534841109153
"25",0.196343662765569,-0.0200535146502836
"26",0.196498067942057,-0.0188494096666686
"27",0.260214240750815,-0.0229283993233485
"28",0.227019945847954,-0.0221238083534543
"29",0.266434476898526,-0.0256874516712444
"30",0.20780035794117,-0.0172683305331673
"31",0.252293209783588,-0.0324242114327239
"32",0.206481788309583,-0.024502990187271
"33",0.260487992019732,-0.033280802196818
"34",0.266637928138563,-0.02568023036642
"35",0.348271550463083,-0.0330821763660199
"36",0.274196657163111,-0.0283561941044608
"37",0.215297219344693,-0.0196361400729367
"38",0.286448013584403,-0.0292803968898537
"39",0.260393180506791,-0.025828245475059
"40",0.198451858130996,-0.0353648323035503
"41",0.197880392313598,-0.0239985134392464
"42",0.229704035777901,-0.0236828283282062
"43",0.256499197758998,-0.02704692940746
"44",0.141326117623208,-0.012888138254767
"45",0.193887432239461,-0.0253387288352369
"46",0.16812185263043,-0.0200277890189808
"47",0.248004454934919,-0.0274221195554225
"48",0.283462233943262,-0.0273944988626951
"49",0.252425681586239,-0.0259085880955581
"50",0.238261272679135,-0.0263382946903359
"51",0.25253299177155,-0.0202487919645226
"52",0.215523875289013,-0.019713963445539
"53",0.190559084421122,-0.0194191058379197
"54",0.241981809368702,-0.024850108944654
"55",0.348681104237314,-0.0310240543371224
"56",0.228667888490937,-0.0313465131588423
"57",0.254760367965316,-0.0280756747863831
"58",0.27483867191867,-0.0281610796260887
"59",0.219178812574352,-0.0182714930987541
"60",0.232518232223113,-0.0250988986589184
"61",0.246367892787556,-0.0274968511391912
"62",0.22900737614991,-0.030247712222718
"63",0.264897007173528,-0.0247587525787767
"64",0.24046999002827,-0.019589376939354
"65",0.277895034529976,-0.0228196165756608
"66",0.309594681874782,-0.0173761229035252
"67",0.259004970800459,-0.0233168372691724
"68",0.249297768653399,-0.0248954362771678
"69",0.303964663091788,-0.0334177306937812
"70",0.205304269890633,-0.0202811482083689
"71",0.290740566353173,-0.0308713376550047
"72",0.243137195282864,-0.0157323415325659
"73",0.262980897837101,-0.0284857747296428
"74",0.311386297001082,-0.0254571730950778
"75",0.227983209543142,-0.0208117798181504
"76",0.231445178441813,-0.0258646226923848
"77",0.211474640462501,-0.0223275580979834
"78",0.171959862471465,-0.0204428058530902
"79",0.199535460073462,-0.0224074899067214
"80",0.223448170923298,-0.0262939201517003
"81",0.28019762712181,-0.0236838182689185
"82",0.205224512433878,-0.0166600145214548
"83",0.195362012845353,-0.0238245367598455
"84",0.260004846646117,-0.0327539927826251
"85",0.218523026529095,-0.0230621321227744
"86",0.268587889792894,-0.0318927552924735
"87",0.218792260699641,-0.024368183795294
"88",0.261692433773238,-0.0254612012084608
"89",0.197164824346746,-0.0212541504210208
"90",0.227343215326973,-0.0158694713802596
"91",0.201051369654871,-0.0240759258485796
"92",0.243669268867225,-0.0263504946624558
