"","b_1.0.21d.cell.size","b_2.0.21d.cell.size","b_3.0.21d.cell.size"
"1",0.0712216057570293,-0.0439852463336011,0.028112322930358
"2",0.202863694649242,-0.0398547368272272,0.0668722008135446
"3",0.0649304298136655,-0.0754859971259625,-0.00456335578133006
"4",0.021993626732522,-0.0464524368996403,0.0206075543556278
"5",0.0648775357881873,-0.0429731945556653,0.0408863164153211
"6",0.153380912887933,-0.0401207127735893,-0.0124192355821847
"7",0.0134815903051766,-0.0587958323385767,0.0779964239538497
"8",0.13626237697391,-0.0394610896934841,0.0650055483949383
"9",0.0259938181876589,-0.0549909207938209,0.0304422964287682
"10",0.0549945928420552,-0.0614265574740885,0.0412093806452589
"11",0.118436113168812,-0.0430122806583453,0.0222824834476684
"12",0.0480178991926402,-0.0619161743419167,0.0158626117014496
"13",-0.143000687606655,-0.0401480979827046,0.0363831906547574
"14",0.0115235967570617,-0.0504523394808041,0.0270830038763349
"15",0.16916114922436,-0.0516696369089531,0.12386411077627
"16",0.0375076749651218,-0.0384317315885192,0.045220210472762
"17",0.0473246308813899,-0.0326754354964989,-0.00413414626482369
"18",0.194183631931381,-0.0431205111090537,0.163821243077709
"19",0.138426879779221,-0.0468967344808194,0.12725387956511
"20",0.0414190464741445,-0.0500791666236947,0.033745021006543
"21",0.13429385740282,-0.0343315018550044,0.0977281695936741
"22",0.0654213798879856,-0.0517464061750691,0.00931368051859225
"23",0.123728507509784,-0.044041781283525,0.0470021401083503
"24",0.0104063394808488,-0.0518402877588611,0.0244979225186731
"25",0.0743710703536413,-0.0558548061589537,0.0766788762254762
"26",0.0964292644285388,-0.0389692756041505,-0.00184564092495879
"27",0.0534985631669387,-0.028371865202564,-0.0120381172363787
"28",0.0593100736775627,-0.0670879543488891,0.0253254491425741
"29",0.144364252111167,-0.042275738564062,0.0125623485507126
"30",0.0518953331352543,-0.0491661677998732,0.0212752445870501
"31",0.031594848966705,-0.0540730590905166,0.00667303641682146
"32",0.0670546200484016,-0.0377790353745961,0.000481455791409099
"33",0.0364618765540365,-0.0326220812563428,0.0200999964491289
"34",0.00767368897943848,-0.0435796922711322,-0.00571400710560054
"35",-0.0320368987388292,-0.0288924408548968,0.00451707568802486
"36",0.0894514252520204,-0.0496206706512874,0.0805653195914932
"37",0.0394854112793199,-0.0499342050599309,0.0187138353432578
"38",0.0381611350846017,-0.0502950667857066,0.00698001360589877
"39",0.0988956203653971,-0.0305521107443129,-0.0220444537882879
"40",0.052515207037393,-0.0520352416746834,0.0412156548725338
"41",0.048898427626909,-0.0560247813720853,0.0230317852047473
"42",0.115164530733579,-0.0452900078001388,0.00617526774665157
"43",0.117764005951559,-0.0331495884133126,-0.00892366030351877
"44",0.12271138194136,-0.0714605973832421,0.0508711150468494
"45",0.144187097746136,-0.0383416545087118,0.0814395197903081
"46",0.150419708478614,-0.0500941246909254,0.0138618262433256
"47",0.0486655870935757,-0.0444150734410557,0.0252223700034475
"48",0.115229575228642,-0.0469173416840496,0.0750214699470222
"49",0.0795200334568717,-0.0450043617552308,-0.00526050925524731
"50",0.109096863030342,-0.0438775233630116,0.0272498927898555
"51",-0.000614200306925149,-0.0417555974215259,0.0338326111770689
"52",0.0647317489995198,-0.0420786611298212,0.0304571602767199
"53",0.0454335986191381,-0.0403889990501836,0.0410546987154729
"54",0.0346722563505675,-0.0371174727813707,0.0235955613952381
"55",0.0585677809914516,-0.043779718381676,0.0150229262458795
"56",0.0913761923249357,-0.0409879017903191,0.00712115016827306
"57",0.127900092979637,-0.049528287418706,0.0403637306891632
"58",0.171154773586547,-0.044213604844222,0.0335885291297778
"59",0.0824338693469756,-0.0471556522904516,0.174467799273889
"60",0.0555434281373646,-0.0571737526861807,0.0522465286721679
"61",0.101574865495481,-0.0436482124907272,0.152832824352131
"62",0.0418718787688246,-0.0489029223217958,0.0171936946665642
"63",0.0251186786116232,-0.0452614838222488,0.0211499703009879
"64",0.0214127779418988,-0.0354999104971044,0.0109850207953147
"65",0.0306845382246523,-0.0530260227466179,0.0874762647834189
"66",0.128610412839823,-0.042171733765471,0.0258118648289745
"67",0.0348534350022343,-0.0447888439304116,0.0049876340801745
"68",0.0407232574992271,-0.0417298564738241,0.095803639423012
"69",-0.00480055596523143,-0.0781360760641233,0.0147896198045154
"70",0.0721998824508424,-0.0577496344793908,0.00216801465848245
"71",0.117130880977365,-0.0433069305369723,0.049362298727495
"72",-0.00327966409702866,-0.0392881224183173,-0.000756725580584966
"73",0.0243226781514676,-0.0398253870308982,0.0540975710849125
"74",0.00461509568837017,-0.0487594530892076,0.0402626668943919
"75",0.0915594223953987,-0.0408588622748692,0.0292077033487138
"76",0.0980578627099015,-0.0401995972987143,0.0242585357747763
"77",0.100899885396902,-0.0454947711006845,0.0793944774288292
"78",0.0536788362857592,-0.0361290311726968,-0.00234567258142547
"79",0.107531714079783,-0.0411711314332818,0.0671018143361035
"80",0.0426514583620569,-0.0394530495874273,-0.016282134381739
"81",0.0309295149247223,-0.0521420264435435,0.0379716219454483
"82",0.230603128780414,-0.0518282530891293,0.158960492956786
"83",0.0159968074820809,-0.0456705305375692,0.0250673445288149
"84",0.103388290986035,-0.0419482239623963,0.0209284833476293
"85",0.0770138159973731,-0.0450786214354606,0.019931856611704
"86",0.0360621620173831,-0.0550693157897098,0.0194306917780262
"87",0.00726028849544719,-0.0419287668668747,-0.0127058488816834
"88",0.0550655060147893,-0.0533886982962051,0.0301968599585395
"89",-0.0724791258010828,-0.0425648600696636,0.0406709566996624
"90",-0.00192541231516212,-0.0407823163021188,0.0150784244144619
"91",0.094320401345859,-0.0481955011180024,0.0412393975572238
"92",0.0994439444146803,-0.0417213682067876,-3.75178433416613e-05
"93",0.217053345004077,-0.04780532048856,0.00362829224812649
"94",0.0255893032902682,-0.0580126596747988,0.0572018261599441
"95",0.143620586211973,-0.0441922737051154,0.0314296123151026
