"","b_1.long.starvation..ii.","b_2.long.starvation..ii.","b_3.long.starvation..ii."
"37",-0.0700413225786958,-0.0268179067732604,0.00184053823636401
"38",-0.0184368332836335,-0.0141973269332659,0.0144177049417263
"39",-0.0947677658884976,-0.0263990213418367,0.00307514576262744
"40",0.010889677210264,1.84217088923131e-05,-0.0110444457360711
"41",-0.0898924391037193,-0.027116193463223,-0.00078491925982034
"42",-0.129486253440998,-0.0251793182930397,0.000889205347282094
"43",-0.115224788400803,-0.0254910066945581,0.00172382096264268
"44",-0.0986546670640529,-0.0268628142832811,0.00164754121209889
"45",-0.0131409462567079,0.00678084392571423,-0.0117019990538088
"46",-0.0315876279226828,-0.0252776436249848,0.0013003801264652
"47",-0.0287790751962923,-0.00621383734853188,0.00110941956169045
"48",-0.113113124670739,-0.0265329224900291,0.000261080771906488
"49",-0.0290105014783109,-0.038146974866298,0.00069597040288586
"50",-0.0311184458648917,-4.43554593365438e-05,-0.011237817435899
"51",-0.034731717690083,-0.0249429541329921,0.0020198148633042
"52",-0.0712503334199863,-0.0258639606485066,0.00206594609651298
"53",-0.101408073109236,-0.0256804347450932,0.00194408431951113
"54",-0.0267258806579677,-0.00180771066934547,-0.012251766415007
"55",-0.113944421641159,-0.0273619808183765,-2.86980045841795e-05
"56",-0.0292033739912743,-0.000973822980018889,0.000461011686579973
"57",0.00170959043315517,-0.0199314617296038,0.0222489926194596
"58",-0.159268002385979,-0.0223038442130504,0.00555339701045843
"59",-0.022442396623677,-0.0276708710517337,0.00296333943299758
"60",-0.109458962772268,-0.0262000525591254,0.00356324949127326
"61",-0.0260494530966998,-0.0286205255850184,0.00241371054341844
"62",-0.028431331139111,-0.0149539154265031,-0.000439311979122173
"63",-0.0255330932589749,-0.0227219506848118,0.0019835642293882
"64",-0.0536188154934485,-0.0301647823891707,-1.89752394432175e-05
"65",-0.196359412182097,-0.0254173346435824,0.00348097708724617
"66",-0.0307814975124548,-0.00349859365465772,-0.00343761013879102
"67",-0.00378276319150702,-0.0273666300044881,0.0048134157469775
"68",-0.0180614859657676,0.00249185885596059,-0.00194535110630268
"69",0.00578134075632544,-0.0275264469768319,0.00217650222220231
"70",-0.0255542788471689,-0.00169245518831532,0.00226145734691585
"71",-0.0735260332529758,-0.0261273957037154,0.000720584070662088
"72",-0.0259608059891477,-0.0310367361855363,0.000868238189604883
"73",-0.0267118492144987,-0.0176571843916329,0.011364792354464
"74",-0.00597823206970374,-0.0299045401748035,0.000111328497110552
"75",-0.0197140166922078,-0.006815850914728,0.000527443066712116
"76",-0.0623870755351967,-0.0261944135491512,0.0010676695208026
"77",-0.0733487616194404,-0.0286289305363288,-0.00448767475814029
"78",-0.0238237728868404,-0.0140078889951129,-0.00136548298234984
"79",-0.0463344028187549,-0.0248299450901602,0.0043526516228411
"80",-0.12545568289283,-0.0265026685097621,0.00189930387046731
"81",-0.0354982134452275,-0.0245149227387796,0.000450399787895147
"82",-0.0322257096122383,-0.0247572119572637,0.00645052670575758
"83",-0.0883524970581401,-0.0257843604652253,0.00312935221486911
"84",-0.0227421253820318,-0.0147047589223696,-0.000484855105853233
"85",-0.0439909729552491,-0.0247101748262315,0.00176854270234626
"86",-0.031033795837275,0.00385585826360008,0.000359213832820208
"87",-0.0720605753331372,-0.0268996592866557,0.00215911173178765
"88",-0.0249472134814798,-0.0304250264189754,0.000511426601171819
"89",-0.0185616538104363,-0.0286471383596845,0.00207141756135383
"90",-0.0154286736781831,-0.0376720741133581,2.64167501946377e-06
"91",-0.021560974318539,-0.00685232520894599,-0.00205620719867865
"92",-0.011840168899155,-0.026131657900661,0.00315532664303506
"93",-0.0229873827882574,-0.0330666085495985,-0.00066002782504749
"94",-0.0219947425047362,-0.0083479415640931,-0.00179159132365034
"95",-0.0338457126074239,-0.0362836986439938,-0.000220052765410041
"96",-0.124545472568124,-0.0268067606145753,0.00302308829117316
"97",-0.0658437786759747,-0.0257903738425293,0.00199166546682502
"98",-0.110860635631914,-0.0254091618682338,0.00308035962284788
"99",0.00587848811294932,-0.0377433431208961,0.00152917735019276
"100",-0.0250364277379111,-0.0298146697420108,0.00129324069175347
"101",-0.0223629678938979,-0.00306539797675512,-0.00185360256809701
"102",-0.00730099449087843,-0.0354600308379416,-3.0557865049262e-05
"103",-0.0237843675837997,-0.00843027766685984,0.00180247342229104
"104",-0.0876659741802911,-0.025599138396264,0.00361708829867294
"105",-0.0254094646064986,-0.00837354923844674,0.00398567005229006
"106",-0.0233818159568596,0.0024120467045121,-0.0113569649991563
"107",0.0215830802655883,-0.0207404848182505,0.0238457280719135
"108",-0.02228121886736,-0.0193636898718698,-0.00217632989353675
"109",-0.023478008096897,-0.0138582157387497,0.00374829915212337
"110",-0.106810475176228,-0.0244146528488537,-0.000318586438971512
"111",-0.0203189710075535,-0.0170044418287094,0.000575339373929687
"112",-0.0328286022089681,-0.0250976799705254,0.00420240405944561
"113",-0.00147369730504463,-0.0248651097928766,0.00457757228466211
"114",-0.0646400456853336,-0.0295394748669145,-0.000448804585757586
"115",-0.0218119080470855,0.00345568465316104,0.00177784867088155
"116",-0.053705469866562,-0.0233527198916771,0.00400905484994025
"117",-0.0252550236012607,-0.0128368345908774,-0.00612536663494676
"118",-0.0907812313331892,-0.0285672475026351,0.000197099220917937
"119",-0.0130670905705771,-0.0341757330950391,0.001679788261838
"120",-0.0231138102071951,-0.0122486869620285,0.000259758284685816
"121",-0.10245577052151,-0.0262280700990683,0.00152102801870993
"122",-0.0642961613706082,-0.0300624155730991,-0.000183705040796191
"123",0.0053429584945021,-0.0256940641537076,0.00548387210726963
"124",-0.0582504717825573,-0.0246380095982437,0.0025733983963537
"125",-0.0368795084204075,-0.00287565869835635,-0.0113927401823589
"126",-0.0225420401979115,-8.61235731837407e-05,-0.00125105112701587
"127",-0.0257213371174994,-0.0199207998437147,0.0163001169019128
"128",-0.0270996452118978,-0.0117732180980548,-0.00192118524224103
"129",-0.0164541110604515,-0.0233944096775846,0.0041051063412741
"130",-0.0265691739171875,-0.0402814482422653,-0.00297761417831283
"131",-0.029035519654821,-0.0318602898167704,-0.000111316753072058
"132",-0.0305490481719582,-0.0216628775102017,0.000552162677152731
"133",-0.0245668718549806,-0.00410537673250154,-0.000944928421322986
"134",-0.0197080512358081,-0.0176860793801585,0.0165008029140147
"135",-0.0253274555612248,-0.00159645690565184,-0.011020969808923
"136",-0.0321440291591507,-0.0248798638331481,0.00302232456158009
"137",-0.0177189790811131,-0.0274529594922456,0.00143118372173452
"138",-0.0254747162716229,-0.000107928296410007,-0.00264756802286157
"139",-0.0205609667917763,-0.0118374659486714,-0.00567932391177674
"140",-0.0906456378865662,-0.0266132832949633,0.00294944093644889
"141",-0.0672299949576313,-0.0260582283741765,0.00195803594981184
"142",-0.178042075011986,-0.0221214114104084,-0.00174953957182606
"143",-0.0735252219959173,-0.0258035317717307,0.00190919914522428
"144",-0.0724348598628899,-0.0263249358534246,0.0021891758965293
"145",-0.0351959461510363,-0.0245700720116336,0.00237730537175084
"146",-0.102855069890212,-0.0259835385216495,0.00174836807080418
"147",-0.114893596218836,-0.0314574243883912,-0.000350499105434619
"148",-0.0375730631188545,-0.0264865768989863,0.00233934685795841
"149",-0.00901523988950625,0.00280506817137009,-0.00301876086049696
"150",-0.0616075593398252,-0.0256037114105213,0.00245957113342333
"151",-0.0837551231685543,-0.0275580895008236,0.00173071917089555
"152",-0.0230579131982323,-0.0258353912436989,0.0038108390561314
"153",-0.0673567769570046,-0.0247564273048187,0.00206222015161492
"154",-0.0333273710537855,-0.0240782726008656,0.00243110601427265
"155",-0.0197292789185439,-0.043817890971734,-0.00838769064386578
"156",-0.0245398749801174,-0.0188240207813152,0.0159663082832435
"157",-0.0800715031951426,-0.0262794230984381,0.00177441447199913
"158",-0.0345872663130751,-0.0277181322934119,0.00115798540263277
"159",-0.031614477308142,-0.0260563361673276,0.00211457906935372
"160",-0.0509968059129072,-0.0256126251817781,0.00310125565607569
"161",-0.0260633673382587,-0.00577358008458585,-0.000226595414234248
"162",-0.026226329026802,-0.0138217302632245,-0.00153275147438219
"163",-0.0877693634375687,-0.0287589476002076,-5.66096529348357e-05
"164",-0.0936117944628929,-0.0268533490139348,0.00187746892778178
"165",-0.027900167562992,-0.032836923548717,0.00113632321599834
"166",-0.0762524322061971,-0.0262747245188679,0.00107069140264796
"167",-0.00550590418178385,-0.0177702529530266,0.0253920525620551
"168",-0.0312828868351966,-0.0253014327963724,0.00376864926236005
"169",-0.0525701569698908,-0.0285966364594955,-0.00138709582436689
"170",-0.0699761651901924,-0.027597970564132,0.000743362643485958
"171",-0.0293667866930188,-0.0222303666855012,0.00123532592895413
"172",-0.017392831116322,-0.011726294294011,-0.00382603203322557
"173",-0.0920574429477486,-0.0257947395654463,0.000999237296876841
"174",-0.131688053753261,-0.0275342530294013,0.00302449786921788
"175",-0.0382916628888951,-0.0251999396883046,0.0038138319910741
"176",-0.0288193021308509,-0.0251993991715687,0.000641643192047588
"177",-0.0258360039509534,-0.0275626123417334,0.00354905156626664
"178",-0.0233005892735755,-0.0176141228023738,0.0032645135560188
"179",-0.0845770635821619,-0.0112842209648221,-0.0119573245880528
"180",-0.0566457039705103,-0.025730490274763,0.00404683608113186
"181",-0.090423612281604,-0.0272979450051889,0.00218636566647693
"182",-0.0486545139613223,-0.0246068689762225,0.00575192912525723
"183",-0.0447661816284775,-0.0303220434446169,-0.00241207787236657
"184",-0.0277015918060218,-0.00349856980093112,-0.00118959048345166
"185",-0.147273739483189,-0.0245405950970432,0.00472036223175186
"186",-0.048181718517622,-0.0274069851999035,-0.000230729476609133
"187",-0.0986215822039387,-0.0281977332039147,0.00148875387442634
"188",-0.0280526856625674,-0.0178313370545207,0.014277925326929
"189",-0.0832181279514117,-0.0278791421491812,-0.000770396913262817
"190",-0.0192387063010602,-0.00231272238914575,-0.00316852871084081
"191",-0.0500560479250971,-0.0061198064480935,-0.0114176827782997
"192",-0.0297216747001264,-0.0220784523201971,-0.00151675004499071
"193",-0.0181126264193849,-0.0141724156997806,0.00640532387882492
"194",-0.0630898285944092,-0.0313180032439713,-0.000937610645544711
"195",-0.0589168987870809,-0.0257763443020038,0.00230642186103891
"196",-0.0848889826709702,-0.0262681490613432,0.00335480823976896
"197",0.0019532585166812,-0.0272960729939392,0.00373722283467834
"198",-0.0186316583966279,-0.0198238175574605,0.0114663002361033
"199",-0.0516423142301348,-0.0280172581064715,0.001273608453409
"200",-0.0371106411014072,-0.0280176924921236,0.00364861296740333
"201",-0.0278862373187413,0.00313660769600979,0.000503108335533701
"202",-0.0259202003357446,-0.0060299648635886,0.00361373648527637
"203",-0.0202086925412224,-0.0101470569963757,0.00732112941075859
"204",-0.086718971383749,-0.0254614711968468,0.00287618732261733
"205",-0.0182000549267708,-0.00930969436164301,0.000192471624048473
"206",-0.0277619246969889,-0.0250430732786015,0.00287202721627097
"207",-0.0251791725146222,-0.025080837668532,0.00125136184372222
"208",-0.0368572397924506,-0.0252912828362392,0.00158681275722128
"209",-0.0742874407541475,-0.0273040001159712,0.00267647942638872
"210",-0.0341246065036786,-0.0263829181277751,0.00500088054685363
"211",-0.0876431275401968,-0.0271058389693605,0.0025801657963043
"212",-0.0862932433483726,-0.0260448471496244,0.00203220286749294
"213",-0.0358547077000906,-0.0267429899837529,0.00363788892988299
"214",-0.0267860588903933,-0.00545082823463481,-0.00145776709003737
"215",-0.107966112455323,-0.0269720965569657,-6.60061635593479e-05
"216",-0.0856528364938159,-0.0278530942189078,0.002754128260396
"217",-0.0556647287407902,-0.0267563201164888,0.00175134714179755
"218",-0.0445105535014106,-0.0236852048941161,0.00296677092181811
"219",-0.0876699366343451,-0.0261085238524117,0.00304314282677733
"220",-0.0682021482257111,-0.027884196956512,-0.000257299367242957
"221",-0.0174835644143369,-0.0222670019050853,0.00133795378055422
"222",-0.0574638439610626,-0.0259799807652016,0.00223097167794451
"223",-0.0317062857569439,-0.0236435165596183,0.00188531542417574
"224",-0.0479911255479862,-0.0266798178193012,0.00223630459914857
"225",-0.0730180104668094,-0.0259487829523024,0.00225096755655749
"226",-0.0288491385984011,-0.0347843488025382,0.000438736160964029
"227",-0.074477246321775,-0.0278649280660943,0.000976916421982754
"228",-0.0332310098011617,-0.0483885275064381,0.00297647723332461
"229",-0.0372281098559079,-0.0103035009448442,-0.0115593333357996
"230",-0.108249201760768,-0.0265034288369247,0.00200999802929693
"231",-0.0179547604986943,-0.00590342975514673,0.0102544627135657
"232",-0.0285135635674878,-0.0119272103621801,0.000522899418165631
"233",-0.0286339957782685,-0.0375206012316328,0.0012406458261213
"234",0.000673491688301856,-0.019709792367365,0.00667367073422326
"235",-0.029095659954151,-0.0156697546886369,0.0015965975948615
"236",-0.0733864397704455,-0.0265057677792505,0.00430014638728714
"237",-0.0735426787829777,-0.0252372796358698,0.00336552080404446
"238",-0.0139699750480457,-0.02622186360888,0.00268899604434914
"239",-0.0969344603956063,-0.0255101077682308,0.000998665729985728
"240",-0.0423440939208228,-0.0265918916839522,0.000768210884585838
"241",-0.113945549153944,-0.0273734547814831,0.00178102881854504
"242",-0.0599210030544064,-0.026705000180864,0.00338535842893529
"243",-0.122871742902005,-0.0308743270219143,6.32757087287413e-05
"244",-0.0551060538662662,-0.0255890611842707,0.00319576831545324
"245",-0.0105658371631972,-0.0254883725055464,0.00381274151615575
"246",-0.0557773952283024,-0.0247884976161749,0.00254462164968261
"247",-0.0760304627221128,-0.0274543373210986,0.000208346581231603
"248",-0.0208842170259679,0.00715737308032381,0.00093224406920082
"249",-0.0355981192539388,-0.0262233461223745,0.00474965512506216
"250",-0.0761609954542147,-0.0249783670814392,0.00260755871202097
"251",-0.0635645904509869,-0.0262610315705378,0.000165661392465876
"252",-0.0270293549431259,-0.0230528174164048,0.00575671064242572
"253",-0.156637985195409,-0.0272622104547624,0.00235042333103928
"254",-0.0128060996927874,-0.0254994900475934,0.0047745916100518
"255",-0.0286244172198455,-0.0222473277264293,0.000326528923472069
"256",-0.0241552873982919,-0.00677839396065885,0.00139442423015143
"257",-0.112130605173873,-0.0266491873024649,0.000792936643961644
"258",-0.0221634203732569,-0.00330966649445592,-0.00125437445011317
"259",-0.0190052622950117,-0.0318790940476153,0.000446744316882364
"260",-0.0832023179505151,-0.0263456596334799,0.00131018497253144
"261",-0.0379859518839631,-0.027568969969031,0.00412251638148741
"262",-0.105007549807928,-0.0266697000049517,0.0012318307554058
"263",-0.105811213972347,-0.0267965671464021,0.00173881481099822
"264",-0.0930364045886982,-0.0278460481155924,0.00152548647650844
"265",-0.0209778744230145,-0.0148270259968469,0.00832391560889822
"266",-0.0273126591219074,-0.0214474578025305,0.000452704377263207
"267",-0.0462848011565713,-0.0291706267288264,-0.00103947324182033
"268",-0.0325154733508334,-0.0279863937593084,0.00127980377349517
"269",-0.0386765966957561,-0.00657284165137706,-0.0115501402460464
"270",-0.0953939436918629,-0.0296870053721956,0.0015919483742107
"271",-0.0272339331438959,-0.0254367935167285,0.00021269024927433
"272",-0.058393188592816,-0.0270247769635355,0.00197311049410643
"273",-0.0331266406743132,-0.0228304950470792,0.000584557636457332
"274",-0.0237271801444243,-0.0021740317940962,-0.0115082708553535
"275",-0.132849993446116,-0.0290784713780497,0.00107254349950422
"276",-0.0728350341735838,-0.0242927525973687,0.00562811347765077
"277",-0.0286163983119926,-0.0258099145865261,0.00296178400497487
"278",-0.0566347460988408,-0.0257734008264006,0.00387245553718894
"279",-0.029623864823866,-0.0258993035167362,0.00218062225586663
"280",-0.0244528112490474,-0.0104087499746277,1.545695623837e-06
"281",-0.0623893455246343,-0.0260084791705365,0.00130208500863222
"282",-0.0312982690638179,-0.0370377708459569,-0.000172607758730977
"283",-0.0289044804303129,-0.026012875799134,0.00325806383000586
"284",-0.0302904815932429,-0.00793416239637464,0.00315885348960257
"285",-0.0216425398960618,-0.0262930108532442,0.00297078381080165
"286",-0.0298819250412723,-0.0232450706161822,0.00594295019511347
"287",-0.105796962912231,-0.0262290325398898,0.00480256551785207
"288",-0.0414100544462185,-0.0263041128465274,0.000331660582619949
"289",-0.0909233247867986,-0.0252687879396191,7.62808192975364e-05
"290",-0.0186845316251976,-0.0216808224799907,-0.00736538418212423
"291",-0.0990053326132339,-0.0270354117903826,0.003547118005515
"292",-0.155602221991891,-0.0260792706847256,0.00282141780589312
"293",0.00203180934283061,-0.0241741559699398,0.00246621404734196
"294",-0.0814734819136693,-0.0285026280846801,-4.71328596162424e-05
"295",-0.0627583165793867,-0.0288766704018939,0.000177178600503806
"296",0.0228717541729396,-0.0199483150701994,0.0254891885805712
"297",0.00754809264727808,-0.0242233210552696,-0.000874842507517916
"298",-0.0209963188953059,-0.00408304752984232,0.00134469811156894
"299",-0.0566035146413074,-0.0268705723953883,0.00163167595680986
"300",-0.0284850359767477,-0.0249504347586352,1.01005597419718e-05
