"","b_1.AL","b_2.AL","b_3.AL","b_4.AL"
"1",0.246731346955421,-0.0230989890515521,0.061857981720903,-0.0230979572844547
"2",0.275295830048941,-0.0164552982421528,0.0788138520916405,-0.0212884418489003
"3",0.295530396111044,-0.0171425691829644,0.0932041756192252,-0.0201917343554573
"4",0.30344230798527,-0.019964680676993,0.0883272355855784,-0.0222421992614905
"5",0.210843530911617,-0.0201115009182685,0.0408658377672977,-0.0223080055828264
"6",0.264429907252624,-0.0222461127600965,0.070044905951965,-0.0222984144955245
"7",0.335659658913736,-0.0240501433178502,0.0842844999922801,-0.0201692328642747
"8",0.22169612328161,-0.0198780204355339,0.0800936388018604,-0.0326514737570492
"9",0.39064137598959,-0.015631823469669,0.0546773377179204,-0.0191272661708658
"10",0.250567434501401,-0.023163052350392,0.0548580714690352,-0.025206973950297
"11",0.240858488881961,-0.0214240590319081,0.0565010285779742,-0.0216569572443649
"12",0.443979343038868,-0.0122469682921172,0.0431775020625353,-0.0186944346462068
"13",0.309629992041494,-0.00797728918411947,0.0174047837824338,-0.0160437532771482
"14",0.387069009573684,-0.0170983928085131,0.00903291064438246,-0.0190977234218942
"15",0.351027773810594,-0.0164033084292621,0.0290019635229436,-0.0236354235291788
"16",0.466881889856515,-0.0146229104128543,0.181839652332909,-0.0201807981296101
"17",0.217502685360386,-0.0163932697024037,0.0632041195506177,-0.0184132415788587
"18",0.288274925784524,-0.0246968255140046,0.0453081932188399,-0.0213764739956599
"19",0.311696481131238,-0.0179732300958032,0.0698067267376593,-0.0207720586913968
"20",0.24529524992568,-0.0196665330604331,0.075966005066761,-0.0233928445606605
"21",0.309524924210117,-0.0207437779333269,0.0162956644434805,-0.0299220094278469
"22",0.237442254517165,-0.0236656198741861,0.0560429170680874,-0.0199936945530862
"23",0.265250643693048,-0.0197305399264098,0.0544547039805249,-0.0243393194551137
"24",0.286670007235147,-0.0174684404431504,0.0746909454838504,-0.0215801051540538
"25",0.432373569343964,-0.0202440877441519,0.0293777244347891,-0.0246909638967266
"26",0.306747311080227,-0.0185829623822533,0.0415481686443557,-0.022967401895314
"27",0.229892738097899,-0.0197582026064452,0.0499171152431145,-0.0214082229751064
"28",0.300604581485262,-0.0250021063855981,0.0338093355640184,-0.0222735831159388
"29",0.28479505445635,-0.0227693131813658,0.0296393902678139,-0.0280720228045457
"30",0.234427197062472,-0.0233986329216986,0.0546117630363314,-0.0227740655342643
"31",0.289180851514849,-0.0243589071033573,0.0700880172571726,-0.0243087694996506
"32",0.277178827527592,-0.0194659273486658,0.0626196024712388,-0.0232772886886068
"33",0.357741776010375,-0.0238656123628137,0.0589186177007115,-0.0207131786985494
"34",0.200865132317846,-0.022590442819974,0.0528816603172406,-0.0220912845113001
"35",0.288341106514855,-0.020304850605079,0.0473466641918419,-0.0249919407773025
"36",0.244388971596879,-0.0217879582579133,0.0459743048478267,-0.0234908865688314
"37",0.265429627855864,-0.0179003741157607,0.0661702492848602,-0.0242171406085544
"38",0.266178373166461,-0.0209111473096675,0.0653226559661809,-0.0239734823713417
"39",0.295347859504711,-0.0235128952709836,0.0583571636786119,-0.0196686165986187
"40",0.320323147144722,-0.0130622409574402,0.0614870164292818,-0.0238926024046703
"41",0.281056965433914,-0.0219831669723322,0.040850195879303,-0.0254811252384596
"42",0.260796165506011,-0.0221624677663956,0.0644865380704073,-0.0195594834972728
"43",0.229563561641996,-0.0192043942915062,0.0456738903347506,-0.023574902150247
"44",0.195315644851638,-0.0236750181006542,0.0643259525458759,-0.0215496288010682
"45",0.243342204411561,-0.0247243588147811,0.0593792358869658,-0.0221179363306307
"46",0.265536377115755,-0.0284742863224284,0.0556740628560911,-0.0195899902742094
"47",0.227185568375674,-0.0216226537197466,0.053666199052214,-0.0212386127088863
"48",0.257737324893997,-0.0217020482702422,0.0584329487718415,-0.0253663523369842
"49",0.239747767356933,-0.0162488599299662,0.0452606280333515,-0.0246853700672233
"50",0.317443250500854,-0.0188716394665851,0.0593860789167331,-0.0225150854364456
"51",0.295688419279292,-0.018112286465116,0.0265283889445585,-0.0259932335683201
"52",0.28417675412416,-0.0180837694990545,0.0579451696315728,-0.0280720098375355
"53",0.269709880930596,-0.0230840145012481,0.0898532379592022,-0.0215545065283898
"54",0.277638534682214,-0.0187584693458477,0.0549422557035006,-0.0222376904337424
"55",0.275315686477774,-0.0215125509758033,0.0584421627623519,-0.0217618709476284
"56",0.203419228016388,-0.0259260730489737,0.0579342142873894,-0.0175536652684418
"57",0.246911533088282,-0.0270925385516329,0.0322114108468971,-0.0265734131288177
"58",0.225057932113427,-0.0300754716510405,0.027532018331412,-0.0239558238555736
"59",0.228355049436688,-0.0259197699748321,0.0513832908829185,-0.023115398566642
"60",0.232766270184844,-0.0195089043153629,0.0510813174018326,-0.0216051371020678
"61",0.276132909147157,-0.00633636987790702,0.0811939193991877,-0.0083892795019087
"62",0.223222283713095,-0.0210983547959444,0.0478510328025987,-0.0226498889627776
"63",0.262184866351674,-0.026657698629361,0.0574728285222032,-0.0187829942405071
"64",0.262356406529489,-0.0247755963935127,0.035668918124753,-0.0256756626795214
"65",0.185447197142265,-0.0219052098357043,0.0269968473738944,-0.0235923859067907
"66",0.284193635003941,-0.0207083779850604,0.0570538757774335,-0.0235510581975943
"67",0.274637508568057,-0.0169805893219306,0.0927354188429381,-0.0217367031164397
"68",0.252593189021791,-0.0212574537732118,0.0673264122142611,-0.0227762193547955
"69",0.280415494628971,-0.0159969310084313,0.0469847014260029,-0.0231208485979954
"70",0.276195750090399,-0.0188558746863253,0.0507583729538682,-0.0229708559636256
"71",0.279979736588347,-0.0223899721019498,0.0579062264012397,-0.0211072166475833
"72",0.318074212742117,-0.0139999298273964,0.0115022807894384,-0.023602908309981
"73",0.325779637093892,-0.0130290432392729,0.068766689052577,-0.0249443326182354
"74",0.281022101242189,-0.0212466828609659,0.0661759896074774,-0.0248624846883584
"75",0.281729663867749,-0.0189170816172268,0.0626354532466833,-0.0233830023960199
"76",0.310815793369015,-0.0205578806637346,0.0557661033083557,-0.0216276099893516
"77",0.0653910898921657,-0.046103147213461,0.0441622650764604,-0.0261439186414856
"78",0.240362755419784,-0.0171527241931384,0.0414928122872852,-0.0226020253900776
"79",0.22305839552773,-0.0194307303706654,0.0673188623922322,-0.0228406374638025
"80",0.277340899880291,-0.0232675425386001,0.0645113907992637,-0.0236806591381181
"81",0.302718104892168,-0.0169631331714799,0.0530881472116391,-0.0222073341235242
"82",0.206042239066261,-0.0189622078749936,0.0762449100377713,-0.0231175431979529
"83",0.244790922961838,-0.0225919206385782,0.044550383018008,-0.0207867752595535
"84",0.325478779425668,-0.0149411617034061,0.0309047303788929,-0.017767937832637
"85",0.213424102889732,-0.0251534792228568,0.0493091145787851,-0.0217550162040609
"86",0.225230083194641,-0.0205085017310294,0.0514460535192481,-0.0244992104464574
"87",0.262013877705414,-0.0249782531841945,0.0345719959558846,-0.0235844350703011
"88",0.279594491663243,-0.022962477208905,0.055474958849477,-0.023678056548676
"89",0.314333164304503,-0.024333075071156,0.100581313767111,-0.0269044050830603
"90",0.210310695159689,-0.0206337092993514,0.0514716240718775,-0.0204153046941555
"91",0.212502334867934,-0.0365242063584727,0.0498478336741798,-0.0225921365374117
"92",0.260772227490829,-0.0227466529614491,0.0319397031938581,-0.0248729011520223
"93",0.246554245263359,-0.0193065812303167,0.0685653169704789,-0.017446484829306
"94",0.358492215464823,-0.0168696316872242,0.0415313210051285,-0.025620657601898
"95",0.284037134964511,-0.0277792650492504,0.0573776943836397,-0.0245118000720337
"96",0.279309821405981,-0.0233442106239181,0.0380385090139713,-0.0225095967411671
"97",0.161358606461213,-0.0188860215451302,0.0656913309971506,-0.0210806027054165
"98",0.166728584127399,-0.0194612772003883,0.0249839024242006,-0.0220826785664169
"99",0.0324136505890562,-0.0982904658571195,0.0509547737554438,-0.0268592663705859
"100",0.385803015130317,-0.0182112121664337,0.0266742309763354,-0.0253448142628618
"101",0.24986011745993,-0.0201927605600559,0.0486134916283201,-0.0244790769586466
"102",0.179547953458804,-0.0289348443248293,0.0695797235232147,-0.0224535902499116
"103",0.271808873128376,-0.0188700163177206,0.0581713222786231,-0.0232631763133124
"104",0.202708397524829,-0.0205078814901724,0.070279155703581,-0.0214768838749114
"105",0.284430957345757,-0.019937782763078,0.0303571681661492,-0.0202079021227384
"106",0.24421113354346,-0.0221788888169934,0.0497571494594817,-0.0198273659734862
"107",0.223185089056397,-0.0183491307786261,0.0797522304064338,-0.0225211236082274
"108",0.18541543108061,-0.017401926768402,0.0284483828205267,-0.0151787212061492
